experiment,seed,rep,overlap,conflict_fraction,rank,single_a_loss,single_b_loss,merge_a_loss,merge_b_loss,mean_single_loss,mean_merge_loss,merge_degradation,forgetting_merge,edge_a,edge_b,detectable_rank_a,detectable_rank_b,spectral_interference,signed_task_inner,conflict_score
merge_conflict,41,2,0.0,0.75,8,0.0016190318065629915,0.001633439356255651,0.0819965277779438,0.08160495725004353,0.0016262355814093213,0.08180074251399366,0.08017450693258434,0.08163896120649017,0.8077158547784804,0.8000611162972108,6,6,1.1365513985670657e-10,-0.0006068188007937886,0.0006068188007937886
merge_conflict,41,3,0.0,0.75,8,0.0015935839138365578,0.0016125276249768846,0.08080622884884175,0.08170801701115255,0.0016030557694067212,0.08125712292999715,0.07965406716059042,0.08117260367499808,0.8082188395170333,0.8074610233959848,6,6,1.4391550941420725e-10,-0.00122858706456698,0.00122858706456698
merge_conflict,41,4,0.0,0.75,8,0.0015985575223787594,0.0015736917895624635,0.08078582753942264,0.08165682146123732,0.0015861246559706116,0.08122132450032998,0.07963519984435938,0.081427165325683,0.8118227328148003,0.8152769204863926,6,6,3.801503625395275e-11,-6.991527684900677e-05,6.991527684900677e-05
merge_conflict,41,5,0.0,0.75,8,0.0015910949097123405,0.0016049008694236496,0.08114188365096804,0.08190050175569566,0.001597997889567995,0.08152119270333186,0.07992319481376386,0.08170831239906187,0.8256218016011813,0.8134719592627803,6,6,8.668032180177525e-11,0.001541654524149997,0.0
merge_conflict,41,6,0.0,0.75,8,0.0015971617966470577,0.0016221356247791874,0.08132434823758541,0.08197604852374472,0.0016096487107131224,0.08165019838066506,0.08004054966995194,0.08180540999629354,0.8188514860641632,0.8122838954110233,6,6,1.1042402348765908e-10,0.0007668088708319128,0.0
merge_conflict,41,7,0.0,0.75,8,0.0015811729987999807,0.0015739935639576372,0.08067747771039899,0.08098009025655412,0.001577583281378809,0.08082878398347655,0.07925120070209775,0.08069497214433444,0.8041301085529363,0.8196163378933317,6,6,1.086910762274545e-10,-0.0012082529370388713,0.0012082529370388713
merge_conflict,41,0,0.0,1.0,8,0.00160545948055133,0.0016010906360618279,0.08209454353373545,0.08040880221706921,0.001603275058306579,0.08125167287540233,0.07964839781709575,0.08137976725662309,0.8236314225373745,0.8093069756028458,6,6,1.0632822608966554e-10,0.0002366608320331785,0.0
merge_conflict,41,1,0.0,1.0,8,0.00160849766659072,0.0015856673027347596,0.08174250326855675,0.07946559400685975,0.0015970824846627397,0.08060404863770826,0.07900696615304552,0.08085593172997771,0.8255461883355649,0.814793057421793,6,6,1.5860264026675724e-10,0.0018797221587751572,0.0
merge_conflict,41,2,0.0,1.0,8,0.0015804223352167029,0.0016025410990701807,0.08157402470718676,0.08111336645861981,0.001591481717143442,0.08134369558290329,0.07975221386575984,0.08126381631713658,0.8068571233132288,0.8226668178823702,6,6,9.399067807506657e-11,0.000317343572572036,0.0
merge_conflict,41,3,0.0,1.0,8,0.0015996414674908435,0.001620473507405221,0.08113565372872238,0.08079060055954265,0.0016100574874480323,0.08096312714413251,0.07935306965668447,0.08087754951410331,0.8239070348935749,0.811204926445168,6,6,1.2866416070419728e-10,-0.0015643930240121012,0.0015643930240121012
