source_release_id,source_archive_sha256,analysis_plan_sha256,analysis_plan_version,protocol_version,task_family,scaling_mode,condition_id,rule,allocation_rule,is_primary_allocation_rule,n_independent_runs,mean_loss_delta,sem_loss_delta,median_loss_delta,cluster_bootstrap_ci_low,cluster_bootstrap_ci_high,exact_sign_flip_p_two_sided,run_wins_loss,run_ties_loss,mean_accuracy_delta,sem_accuracy_delta
transformer_publication_20260622T101458Z,b1deb63807b04a4cd1032a7152d9664ff4b47929dd68ce99afc4317d500482e3,89c74a8d3e773cd20950bf2a9854bcdf39cd6f0a38a8eed78ca0d3345c85be6d,transformer_publication_plan_v1,synthetic_transformer_publication_protocol_v4,associative_recall,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,5,0.0095008407498382,0.0100246392546576,0.0224136122418539,-0.0102378361725381,0.0252999411756588,0.4375,2,0,-0.0014880952380952,0.0013092879706379
transformer_publication_20260622T101458Z,b1deb63807b04a4cd1032a7152d9664ff4b47929dd68ce99afc4317d500482e3,89c74a8d3e773cd20950bf2a9854bcdf39cd6f0a38a8eed78ca0d3345c85be6d,transformer_publication_plan_v1,synthetic_transformer_publication_protocol_v4,modular,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,5,0.0197758676099271,0.0222350738144149,0.0150995138816812,-0.0197417348852956,0.0553497507809597,0.375,1,0,-0.0063591166608856,0.0052240676830072
