experiment,subset,outcome,model,predictors,n,k,ols_r2,adj_r2,rmse,aic,spearman_first_predictor,abs_spearman_first_predictor
lora_rank,nondiverged,final_val_loss,adapter_overlap_true,adapter_mean_overlap_true,60,2,0.9548754455444219,0.954097435984843,0.011362593231877717,-533.2914332496476,-0.8450125034731871,0.8450125034731871
lora_rank,nondiverged,final_val_loss,log_adapter_frobenius,log10_adapter_frobenius,60,2,0.8112415656890066,0.807987109925024,0.023239360846069253,-447.4289418525695,-0.7318143928869132,0.7318143928869132
lora_rank,nondiverged,final_val_loss,adapter_detectable_plus_alpha,"adapter_detectable_rank,log2_alpha",60,3,0.7907568592723658,0.7834149946854313,0.024467895181088915,-439.24721048328524,,
lora_rank,nondiverged,final_val_loss,alpha,log2_alpha,60,2,0.7462279347493389,0.7418525543139827,0.026945913003749548,-429.67083722065956,-0.7411508272154553,0.7411508272154553
lora_rank,nondiverged,final_val_loss,rank_plus_alpha,"log2_rank,log2_alpha",60,3,0.7462279347493389,0.7373236517580877,0.026945913003749548,-427.67083722065956,,
lora_rank,nondiverged,final_val_loss,adapter_detectable,adapter_detectable_rank,60,2,0.5766741447834818,0.5693754231418177,0.034802335829549585,-398.9684927003197,-0.8100807397798703,0.8100807397798703
lora_rank,nondiverged,final_val_loss,adapter_stable_rank,adapter_stable_rank,60,2,0.5702308666127966,0.5628210539681897,0.035066192015944825,-398.0621363238313,-0.6540150041678245,0.6540150041678245
lora_rank,nondiverged,final_val_loss,adapter_effective_rank,adapter_effective_rank,60,2,0.404234648700038,0.3939628322983144,0.0412865522270879,-378.4662132415779,-0.5798833009169214,0.5798833009169214
lora_rank,nondiverged,final_val_loss,intruder_count,intruder_count,60,2,0.1495387947579928,0.1348756705296823,0.04932853868432663,-357.1102984682008,0.34337264762346825,0.34337264762346825
lora_rank,nondiverged,final_val_loss,intruder_energy,intruder_energy,60,2,0.07575441375481407,0.059819145026448806,0.05142386191501998,-352.1183569359166,0.34074004127927215,0.34074004127927215
lora_rank,nondiverged,final_val_loss,gradient_detectable,gradient_detectable_rank,60,2,7.71746636649695e-05,-0.017162874049030385,0.05348773866716433,-347.39634019560174,0.0,0.0
lora_rank,nondiverged,final_val_loss,rank,log2_rank,60,2,5.825229187905734e-12,-0.017241379304419047,0.05348980273560057,-347.3917095374459,,
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,adapter_frobenius,adapter_frobenius,57,2,0.9574852782736666,0.9567122833331878,0.010440825602924518,-516.0716040333652,-0.6963313456053928,0.6963313456053928
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,adapter_overlap_true,adapter_mean_overlap_true,57,2,0.9501953862197398,0.9492898477873714,0.01130055984477999,-507.05094277404964,-0.8255768732175266,0.8255768732175266
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,log_adapter_frobenius,log10_adapter_frobenius,57,2,0.7837285591861465,0.7797963511713492,0.023548581848383973,-423.3506233129247,-0.6963313456053928,0.6963313456053928
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,adapter_detectable_plus_alpha,"adapter_detectable_rank,log2_alpha",57,3,0.769473263197171,0.7609352359081774,0.024312287490025508,-417.71216732251634,,
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,alpha,log2_alpha,57,2,0.7161312662904551,0.7109700165866452,0.02697888217604366,-407.84789803443937,-0.7034062482088459,0.7034062482088459
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,rank_plus_alpha,"log2_rank,log2_alpha",57,3,0.7161312662904551,0.705617609486398,0.02697888217604366,-405.84789803443937,,
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,adapter_detectable,adapter_detectable_rank,57,2,0.578658493778153,0.570997739119574,0.03286868224841465,-385.3367878844489,-0.8097735854047963,0.8097735854047963
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,adapter_stable_rank,adapter_stable_rank,57,2,0.5400253556549187,0.53166218030319,0.03434251664178039,-380.3363099324597,-0.6274954627949184,0.6274954627949184
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,adapter_effective_rank,adapter_effective_rank,57,2,0.38286623394961594,0.3716456200214271,0.03977908835051421,-363.583187197505,-0.5433627171376718,0.5433627171376718
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,intruder_count,intruder_count,57,2,0.1355111293556296,0.11979314988936829,0.04708091282254468,-344.371187289008,0.31518754028368906,0.31518754028368906
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,intruder_energy,intruder_energy,57,2,0.07996523835689018,0.0632373335997427,0.04856990897099845,-340.8216250119342,0.313711165224126,0.313711165224126
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,gradient_detectable,gradient_detectable_rank,57,2,0.0020257661147121686,-0.016119219955929465,0.050585358890133776,-336.18661275709275,-0.05413000560307028,0.05413000560307028
lora_rank,nondiverged_drop_top5pct_outcome,final_val_loss,rank,log2_rank,57,2,6.842193478462377e-12,-0.01818181817485165,0.050636673920292634,-336.0710269745402,,
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,adapter_frobenius,adapter_frobenius,60,2,0.9575789022324022,0.9568475039950298,0.011016964442535087,-536.9982761622493,-0.7318143928869132,0.7318143928869132
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,adapter_overlap_true,adapter_mean_overlap_true,60,2,0.9548754455444219,0.954097435984843,0.011362593231877717,-533.2914332496476,-0.8450125034731871,0.8450125034731871
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,log_adapter_frobenius,log10_adapter_frobenius,60,2,0.8112415656890066,0.807987109925024,0.023239360846069253,-447.4289418525695,-0.7318143928869132,0.7318143928869132
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,adapter_detectable_plus_alpha,"adapter_detectable_rank,log2_alpha",60,3,0.7907568592723658,0.7834149946854313,0.024467895181088915,-439.24721048328524,,
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,alpha,log2_alpha,60,2,0.7462279347493389,0.7418525543139827,0.026945913003749548,-429.67083722065956,-0.7411508272154553,0.7411508272154553
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,rank_plus_alpha,"log2_rank,log2_alpha",60,3,0.7462279347493389,0.7373236517580877,0.026945913003749548,-427.67083722065956,,
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,adapter_detectable,adapter_detectable_rank,60,2,0.5766741447834818,0.5693754231418177,0.034802335829549585,-398.9684927003197,-0.8100807397798703,0.8100807397798703
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,adapter_stable_rank,adapter_stable_rank,60,2,0.5702308666127966,0.5628210539681897,0.035066192015944825,-398.0621363238313,-0.6540150041678245,0.6540150041678245
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,adapter_effective_rank,adapter_effective_rank,60,2,0.404234648700038,0.3939628322983144,0.0412865522270879,-378.4662132415779,-0.5798833009169214,0.5798833009169214
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,intruder_count,intruder_count,60,2,0.1495387947579928,0.1348756705296823,0.04932853868432663,-357.1102984682008,0.34337264762346825,0.34337264762346825
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,intruder_energy,intruder_energy,60,2,0.07575441375481407,0.059819145026448806,0.05142386191501998,-352.1183569359166,0.34074004127927215,0.34074004127927215
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,gradient_detectable,gradient_detectable_rank,60,2,7.71746636649695e-05,-0.017162874049030385,0.05348773866716433,-347.39634019560174,0.0,0.0
