layer,target_estimand,target_estimand_version,target_reference,target_denominator,target_valid,target_status,n_rank_points,n_finite_rank_points,rank_grid,base_val_loss,best_rank,best_val_loss,best_observed_val_loss,observed_best_gap,improvement_gap,improvement_gap_reference,oracle_val_loss,oracle_improvement_gap,near_best_rank_gap_0.02,near_best_loss_threshold_gap_0.02,near_best_rank_gap_0.05,near_best_loss_threshold_gap_0.05,near_best_rank_gap_0.1,near_best_loss_threshold_gap_0.1,near_best_rank_gap_0.2,near_best_loss_threshold_gap_0.2,recovery_rank_0.5,recovery_loss_threshold_0.5,recovery_rank_0.7,recovery_loss_threshold_0.7,recovery_rank_0.8,recovery_loss_threshold_0.8,recovery_rank_0.9,recovery_loss_threshold_0.9,recovery_rank_0.95,recovery_loss_threshold_0.95,penalized_rank_lambda_0.05,penalized_rank_lambda_0.1,penalized_rank_lambda_0.15,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3,true_k_strong,gradient_matrix_mode,gradient_detectable_rank,predicted_rank_detectable,gradient_effective_rank,predicted_rank_effective,gradient_stable_rank,predicted_rank_stable,raw_gradient_detectable_rank,predicted_rank_raw_detectable,raw_gradient_effective_rank,predicted_rank_raw_effective,raw_gradient_stable_rank,predicted_rank_raw_stable,whitened_gradient_detectable_rank,predicted_rank_whitened_detectable,whitened_gradient_effective_rank,predicted_rank_whitened_effective,whitened_gradient_stable_rank,predicted_rank_whitened_stable,predicted_rank_from_gradient,source_run_id,source_run_path,condition,seed
10,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2509529428544267,32,0.0162261576006684,0.0162261576006684,0.2347267852537583,0.2347267852537583,best_observed_validation_loss_on_tested_rank_grid,0.002500590879608,0.2484523519748187,32,0.0209206933057435,16,0.0279624968633563,16,0.0396988361260442,8,0.06317151465142,4,0.1335895502275475,4,0.0866441931767958,8,0.06317151465142,16,0.0396988361260442,16,0.0279624968633563,16,16,16,16,16,6,activation_whitened,6,8,5.7089190497540105,8,3.810363445737361,4,4,4,4.190316562681008,8,1.9808946755441352,2,6,8,5.7089190497540105,8,3.810363445737361,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
11,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0363100495041738,32,0.0043600545873989,0.0043600545873989,0.0319499949167748,0.0319499949167748,best_observed_validation_loss_on_tested_rank_grid,0.0024925923329592,0.0338174571712145,16,0.0049990544857343,1,0.0059575543332376,1,0.0075550540790763,1,0.0107500535707538,1,0.0203350520457863,1,0.0139450530624313,1,0.0107500535707538,1,0.0075550540790763,1,0.0059575543332376,4,4,1,1,1,1,activation_whitened,1,1,1.1427727243003958,2,1.0148694174791335,2,1,1,1.0710601171496386,2,1.0075393146527432,2,1,1,1.1427727243003958,2,1.0148694174791335,2,1,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
12,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.203825374870387,32,0.0034472589366597,0.0034472589366597,0.2003781159337272,0.2003781159337272,best_observed_validation_loss_on_tested_rank_grid,0.0024900998757221,0.2013352749946649,2,0.0074548212553342,2,0.013466164733346,2,0.0234850705300324,2,0.0435228821234051,1,0.1036363169035233,2,0.0635606937167778,2,0.0435228821234051,2,0.0234850705300324,2,0.013466164733346,4,2,2,2,2,2,activation_whitened,2,2,2.0263253180256835,4,1.6799731433894125,2,2,2,1.910582846207179,2,1.4850662365624712,2,2,2,2.0263253180256835,4,1.6799731433894125,2,2,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
13,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3866353216349605,32,0.0211674208224248,0.0211674208224248,0.3654679008125357,0.3654679008125357,best_observed_validation_loss_on_tested_rank_grid,0.0024997222917252,0.3841355993432353,32,0.0284767788386755,16,0.0394408158630515,8,0.0577142109036783,8,0.0942610009849319,2,0.2039013712286926,4,0.1308077910661855,8,0.0942610009849319,8,0.0577142109036783,16,0.0394408158630515,32,16,16,16,8,7,activation_whitened,7,8,6.048340960761153,8,3.339158776017153,4,4,4,4.512279550471993,8,2.5513547542280457,4,7,8,6.048340960761153,8,3.339158776017153,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
14,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1987061323024602,32,0.0392964763656277,0.0392964763656277,0.1594096559368325,0.1594096559368325,best_observed_validation_loss_on_tested_rank_grid,0.0025000460170801,0.1962060862853801,32,0.0424846694843643,32,0.0472669591624693,16,0.0552374419593109,8,0.0711784075529942,4,0.1190013043340439,8,0.0871193731466774,8,0.0711784075529941,16,0.0552374419593109,32,0.0472669591624693,32,32,16,16,16,8,activation_whitened,8,8,7.279982830004823,8,4.1358760925402045,8,8,8,6.88099338633293,8,4.090117580988882,8,8,8,7.279982830004823,8,4.1358760925402045,8,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
15,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1010790858318417,32,0.0119990701414634,0.0119990701414634,0.0890800156903783,0.0890800156903783,best_observed_validation_loss_on_tested_rank_grid,0.0025008705930342,0.0985782152388075,32,0.0137806704552709,16,0.0164530709259823,8,0.0209070717105012,4,0.029815073279539,2,0.0565390779866525,4,0.0387230748485768,4,0.029815073279539,8,0.0209070717105012,16,0.0164530709259823,32,8,8,8,8,3,activation_whitened,3,4,2.995557706710517,4,2.292389634274094,4,3,4,2.4032376933610444,4,1.564393281244031,2,3,4,2.995557706710517,4,2.292389634274094,4,4,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
16,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.4200636487747597,32,0.0061666135261968,0.0061666135261968,0.4138970352485629,0.4138970352485629,best_observed_validation_loss_on_tested_rank_grid,0.0025031161762239,0.4175605325985358,8,0.014444554231168,8,0.0268614652886249,8,0.0475563170510531,4,0.0889460205759093,4,0.2131151311504782,4,0.1303357241007657,4,0.0889460205759093,8,0.047556317051053,8,0.0268614652886249,8,8,8,8,8,5,activation_whitened,5,8,4.970721164382818,8,3.6377412227532298,4,5,8,3.920914128210678,4,1.960426661331805,2,5,8,4.970721164382818,8,3.6377412227532298,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
17,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1158267352959766,32,0.0045028820502857,0.0045028820502857,0.1113238532456909,0.1113238532456909,best_observed_validation_loss_on_tested_rank_grid,0.0024923658953357,0.1133343694006409,4,0.0067293591151995,2,0.0100690747125702,2,0.0156352673748547,2,0.0267676526994238,1,0.0601648086731311,2,0.0379000380239929,2,0.0267676526994238,2,0.0156352673748547,2,0.0100690747125702,8,4,4,4,4,2,activation_whitened,2,2,2.046463123705619,4,1.7089220745787048,2,2,2,1.9753471321167309,2,1.5707831271989994,2,2,2,2.046463123705619,4,1.7089220745787048,2,2,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
18,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1748071523799418,32,0.0355618231589676,0.0355618231589676,0.1392453292209741,0.1392453292209741,best_observed_validation_loss_on_tested_rank_grid,0.0025023308283841,0.1723048215515576,32,0.038346729743387,32,0.0425240896200163,16,0.049486356081065,8,0.0634108890031624,2,0.1051844877694547,4,0.0773354219252598,8,0.0634108890031624,16,0.049486356081065,32,0.0425240896200163,32,32,16,16,16,6,activation_whitened,6,8,5.736803216441375,8,4.092506784936437,8,6,8,4.570280489591017,8,2.555418419844937,4,6,8,5.736803216441375,8,4.092506784936437,8,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
19,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2112550193760906,32,0.018433194288356,0.018433194288356,0.1928218250877346,0.1928218250877346,best_observed_validation_loss_on_tested_rank_grid,0.0024925922958682,0.2087624270802223,32,0.0222896307901106,16,0.0280742855427427,8,0.0377153767971294,8,0.0569975593059029,2,0.1148441068322232,4,0.0762797418146764,8,0.0569975593059028,8,0.0377153767971294,16,0.0280742855427427,32,16,16,16,8,6,activation_whitened,6,8,5.260456305425433,8,2.813780090046474,4,5,8,4.051976267855783,8,1.890925489441235,2,6,8,5.260456305425433,8,2.813780090046474,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
20,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.4437080307466626,32,0.0052732055641402,0.0052732055641402,0.4384348251825224,0.4384348251825224,best_observed_validation_loss_on_tested_rank_grid,0.0025133403514725,0.4411946903951901,4,0.0140419020677906,4,0.0271949468232663,4,0.0491166880823924,4,0.0929601706006446,2,0.2244906181554014,4,0.1368036531188969,4,0.0929601706006446,4,0.0491166880823923,4,0.0271949468232663,4,4,4,4,4,4,activation_whitened,4,4,4.048644240651008,8,3.1685532855392493,4,4,4,3.295014582977635,4,1.858328972169742,2,4,4,4.048644240651008,8,3.1685532855392493,4,4,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
21,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3860234364357076,32,0.01543654209758,0.01543654209758,0.3705868943381276,0.3705868943381276,best_observed_validation_loss_on_tested_rank_grid,0.0024877232355637,0.3835357132001439,32,0.0228482799843425,16,0.0339658868144863,8,0.0524952315313927,8,0.0895539209652055,4,0.2007299892666438,8,0.1266126103990182,8,0.0895539209652054,8,0.0524952315313927,16,0.0339658868144863,32,16,16,16,8,8,activation_whitened,8,8,7.679100582623945,8,4.987608045062355,8,7,8,5.615306553834079,8,2.302660467455562,4,8,8,7.679100582623945,8,4.987608045062355,8,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
22,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1176100340114006,32,0.0069812467343661,0.0069812467343661,0.1106287872770345,0.1106287872770345,best_observed_validation_loss_on_tested_rank_grid,0.002486451245048,0.1151235827663526,16,0.0091938224799067,8,0.0125126860982178,4,0.0180441254620695,4,0.029107004189773,2,0.0622956403728833,4,0.0401698829174764,4,0.0291070041897729,4,0.0180441254620695,8,0.0125126860982178,16,8,8,8,4,3,activation_whitened,3,4,2.991111495421772,4,2.20942988266187,4,3,4,2.9133855129502737,4,2.073693348672636,4,3,4,2.991111495421772,4,2.20942988266187,4,4,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
23,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2825290658379347,32,0.0236856013403125,0.0236856013403125,0.2588434644976222,0.2588434644976222,best_observed_validation_loss_on_tested_rank_grid,0.0025179196203203,0.2800111462176144,32,0.0288624706302649,16,0.0366277745651936,16,0.0495699477900747,8,0.0754542942398369,4,0.1531073335891236,8,0.1013386406895991,8,0.0754542942398369,16,0.0495699477900747,16,0.0366277745651936,32,16,16,16,8,7,activation_whitened,7,8,6.594869204597369,8,3.997043822394908,4,5,8,5.032382634677662,8,2.333952189759167,4,7,8,6.594869204597369,8,3.997043822394908,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
24,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2007271878679874,32,0.0106369992748356,0.0106369992748356,0.1900901885931518,0.1900901885931518,best_observed_validation_loss_on_tested_rank_grid,0.0025007682991417,0.1982264195688457,32,0.0144388030466986,8,0.0201415087044931,8,0.0296460181341507,8,0.0486550369934659,4,0.1056820935714115,4,0.0676640558527811,8,0.0486550369934659,8,0.0296460181341507,8,0.0201415087044932,32,8,8,8,8,5,activation_whitened,5,8,4.892930425025458,8,3.1234565459865222,4,5,8,4.01371202444702,8,2.0247307563417,4,5,8,4.892930425025458,8,3.1234565459865222,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
25,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.5291528689331533,32,0.0169430831866447,0.0169430831866447,0.5122097857465086,0.5122097857465086,best_observed_validation_loss_on_tested_rank_grid,0.002490428515939,0.5266624404172143,16,0.0271872789015748,16,0.0425535724739701,16,0.0681640617612955,8,0.1193850403359464,4,0.273047976059899,8,0.1706060189105973,8,0.1193850403359464,16,0.0681640617612955,16,0.0425535724739701,16,16,16,16,16,8,activation_whitened,8,8,7.396171827193042,8,4.492862222324527,8,4,4,5.1293021890686346,8,2.142342245604161,4,8,8,7.396171827193042,8,4.492862222324527,8,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
26,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2672026873031941,32,0.0088744550315591,0.0088744550315591,0.258328232271635,0.258328232271635,best_observed_validation_loss_on_tested_rank_grid,0.0024998193865772,0.2647028679166169,8,0.0140410196769918,8,0.0217908666451408,8,0.0347072782587226,4,0.0605401014858861,2,0.1380385711673765,4,0.0863729247130496,4,0.060540101485886,8,0.0347072782587225,8,0.0217908666451408,8,8,8,8,8,5,activation_whitened,5,8,4.85230140172601,8,3.1317322929622207,4,5,8,4.043457929539672,8,2.0987193138903533,4,5,8,4.85230140172601,8,3.1317322929622207,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
27,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0466078231861707,32,0.0042176504955394,0.0042176504955394,0.0423901726906313,0.0423901726906313,best_observed_validation_loss_on_tested_rank_grid,0.0025107155487092,0.0440971076374615,2,0.005065453949352,2,0.0063371591300709,2,0.0084566677646025,1,0.0126956850336656,1,0.025412736840855,1,0.0169347023027287,1,0.0126956850336656,2,0.0084566677646025,2,0.0063371591300709,2,2,2,2,2,1,activation_whitened,1,1,1.1826412149501488,2,1.021305478197712,2,1,1,1.1377873398336895,2,1.0189208695914391,2,1,1,1.1826412149501488,2,1.021305478197712,2,1,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
28,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1220116298946015,32,0.010444420099878,0.010444420099878,0.1115672097947235,0.1115672097947235,best_observed_validation_loss_on_tested_rank_grid,0.0024981809901123,0.1195134489044892,16,0.0126757642957724,16,0.0160227805896141,4,0.0216011410793503,4,0.0327578620588227,1,0.0662280249972397,2,0.043914583038295,4,0.0327578620588226,4,0.0216011410793503,16,0.0160227805896141,16,16,16,8,4,3,activation_whitened,3,4,3.0036954856657774,4,2.0533249620199925,4,2,2,1.992204221395371,2,1.27951703257075,2,3,4,3.0036954856657774,4,2.0533249620199925,4,4,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
29,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3859090460614715,32,0.0114213173660018,0.0114213173660018,0.3744877286954696,0.3744877286954696,best_observed_validation_loss_on_tested_rank_grid,0.0024996237236209,0.3834094223378506,16,0.0189110719399111,8,0.0301457038007752,8,0.0488700902355487,8,0.0863188631050957,4,0.1986651817137366,4,0.1237676359746427,8,0.0863188631050957,8,0.0488700902355487,8,0.0301457038007753,16,16,8,8,8,6,activation_whitened,6,8,5.810268096298507,8,4.091628894480146,8,5,8,4.659220342186541,8,2.5621443430756474,4,6,8,5.810268096298507,8,4.091628894480146,8,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
30,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.058884773165092,32,0.0041802416602324,0.0041802416602324,0.0547045315048596,0.0547045315048596,best_observed_validation_loss_on_tested_rank_grid,0.0025044790976295,0.0563802940674625,2,0.0052743322903295,1,0.0069154682354753,1,0.0096506948107183,1,0.0151211479612043,1,0.0315325074126622,1,0.0205916011116902,1,0.0151211479612043,1,0.0096506948107183,1,0.0069154682354753,2,2,2,2,2,1,activation_whitened,1,1,1.156909151560379,2,1.018650874378525,2,1,1,1.1282424561010285,2,1.0167791306210183,2,1,1,1.156909151560379,2,1.018650874378525,2,1,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
31,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1457887607281936,32,0.0117899713655639,0.0117899713655639,0.1339987893626297,0.1339987893626297,best_observed_validation_loss_on_tested_rank_grid,0.0025056990443462,0.1432830616838474,32,0.0144699471528164,16,0.0184899108336953,8,0.0251898503018268,8,0.0385897292380898,2,0.0787893660468787,4,0.0519896081743528,8,0.0385897292380898,8,0.0251898503018268,16,0.0184899108336953,16,16,16,16,8,4,activation_whitened,4,4,4.091238705278956,8,3.167952308490936,4,4,4,3.545885667075736,4,2.1003475979613864,4,4,4,4.091238705278956,8,3.167952308490936,4,4,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
32,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2098964539181278,32,0.0168733196957543,0.0168733196957543,0.1930231342223735,0.1930231342223735,best_observed_validation_loss_on_tested_rank_grid,0.0025057639368995,0.2073906899812283,32,0.0207337823802017,16,0.0265244764068729,8,0.0361756331179916,8,0.055477946540229,2,0.113384886806941,4,0.0747802599624663,8,0.055477946540229,8,0.0361756331179916,16,0.026524476406873,32,16,16,8,8,5,activation_whitened,5,8,4.4708958584703264,8,2.579604676974466,4,4,4,3.5295866303462686,4,2.0077022167427714,4,5,8,4.4708958584703264,8,2.579604676974466,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
33,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0873261912397873,32,0.0064030257273211,0.0064030257273211,0.0809231655124662,0.0809231655124662,best_observed_validation_loss_on_tested_rank_grid,0.0024978472865712,0.0848283439532161,16,0.0080214890375704,2,0.0104491840029444,2,0.0144953422785677,2,0.0225876588298143,2,0.0468646084835542,2,0.0306799753810609,2,0.0225876588298143,2,0.0144953422785677,2,0.0104491840029444,16,8,2,2,2,2,activation_whitened,2,2,2.153864777409391,4,1.8408506238108204,2,2,2,2.1497308620980844,4,1.9179097873590736,2,2,2,2.153864777409391,4,1.8408506238108204,2,2,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
34,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1322825487666852,32,0.0151400643179251,0.0151400643179251,0.11714248444876,0.11714248444876,best_observed_validation_loss_on_tested_rank_grid,0.0024872687805399,0.1297952799861453,32,0.0174829140069003,16,0.0209971885403631,8,0.0268543127628011,8,0.0385685612076771,2,0.0737113065423051,4,0.0502828096525531,8,0.0385685612076771,8,0.0268543127628011,16,0.0209971885403631,32,16,16,16,8,4,activation_whitened,4,4,3.922814329877351,4,2.739063039220645,4,3,4,3.015953026159816,4,1.759951877317693,2,4,4,3.922814329877351,4,2.739063039220645,4,4,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
35,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.4251032621997673,32,0.0146555484724829,0.0146555484724829,0.4104477137272844,0.4104477137272844,best_observed_validation_loss_on_tested_rank_grid,0.0024979194043748,0.4226053427953924,16,0.0228645027470285,16,0.0351779341588471,8,0.0557003198452113,8,0.0967450912179397,4,0.2198794053361251,8,0.1377898625906682,8,0.0967450912179397,8,0.0557003198452113,16,0.0351779341588471,16,16,16,16,8,7,activation_whitened,7,8,6.681871324118598,8,4.085236542953656,8,5,8,5.258157483943077,8,2.521951444521908,4,7,8,6.681871324118598,8,4.085236542953656,8,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
36,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0381020194586871,32,0.0045679052829576,0.0045679052829576,0.0335341141757295,0.0335341141757295,best_observed_validation_loss_on_tested_rank_grid,0.0024882184589837,0.0356138009997034,8,0.0052385875664721,8,0.006244610991744,4,0.0079213167005305,1,0.0112747281181035,1,0.0213349623708223,1,0.0146281395356764,1,0.0112747281181034,4,0.0079213167005305,8,0.006244610991744,8,8,8,8,8,1,activation_whitened,1,1,1.10970429356614,2,1.0108077241868392,2,1,1,1.0742707047806237,2,1.00780858994959,2,1,1,1.10970429356614,2,1.0108077241868392,2,1,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
37,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2090111067003855,32,0.0218695330768531,0.0218695330768531,0.1871415736235324,0.1871415736235324,best_observed_validation_loss_on_tested_rank_grid,0.0024858694898491,0.2065252372105364,16,0.0256123645493237,8,0.0312266117580297,8,0.0405836904392063,4,0.0592978478015595,1,0.1154403198886193,4,0.0780120051639128,4,0.0592978478015595,8,0.0405836904392063,8,0.0312266117580297,16,8,8,8,8,5,activation_whitened,4,4,3.773887520721352,4,1.935692763701348,2,1,1,1.829711541517139,2,1.1744284200633706,2,4,4,3.773887520721352,4,1.935692763701348,2,4,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
38,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3445052157377209,32,0.0289799100698459,0.0289799100698459,0.315525305667875,0.315525305667875,best_observed_validation_loss_on_tested_rank_grid,0.0024951346448052,0.3420100810929157,16,0.0352904161832034,8,0.0447561753532396,8,0.0605324406366334,4,0.0920849712034209,2,0.1867425629037834,4,0.1236375017702084,4,0.0920849712034209,8,0.0605324406366333,8,0.0447561753532396,16,8,8,8,8,7,activation_whitened,6,8,5.065106372056152,8,2.3749451552437755,4,3,4,2.859545226365624,4,1.4231815459518096,2,6,8,5.065106372056152,8,2.3749451552437755,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
39,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0566249735946737,32,0.0033804517073801,0.0033804517073801,0.0532445218872936,0.0532445218872936,best_observed_validation_loss_on_tested_rank_grid,0.0025010120050037,0.05412396158967,4,0.0044453421451259,2,0.0060426778017447,1,0.0087049038961094,1,0.0140293560848388,1,0.0300027126510269,1,0.0193538082735681,1,0.0140293560848388,1,0.0087049038961094,2,0.0060426778017447,4,4,4,4,4,1,activation_whitened,1,1,1.0878065217801445,2,1.0087426903619308,2,1,1,1.0391530027353637,2,1.0039707224044396,2,1,1,1.0878065217801445,2,1.0087426903619308,2,1,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
40,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2843884911084275,32,0.0257199711903864,0.0257199711903864,0.2586685199180411,0.2586685199180411,best_observed_validation_loss_on_tested_rank_grid,0.0024992358892382,0.2818892552191893,32,0.0308933415887472,16,0.0386533971862884,8,0.0515868231821905,4,0.0774536751739946,4,0.1550542311494069,4,0.1033205271657987,4,0.0774536751739946,8,0.0515868231821904,16,0.0386533971862884,16,16,8,8,8,7,activation_whitened,7,8,5.745679740566725,8,3.883525764963865,4,4,4,4.664166953040925,8,2.7547384632443066,4,7,8,5.745679740566725,8,3.883525764963865,4,8,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
