layer,target_estimand,target_estimand_version,target_reference,target_denominator,target_valid,target_status,n_rank_points,n_finite_rank_points,rank_grid,base_val_loss,best_rank,best_val_loss,best_observed_val_loss,observed_best_gap,improvement_gap,improvement_gap_reference,oracle_val_loss,oracle_improvement_gap,near_best_rank_gap_0.02,near_best_loss_threshold_gap_0.02,near_best_rank_gap_0.05,near_best_loss_threshold_gap_0.05,near_best_rank_gap_0.1,near_best_loss_threshold_gap_0.1,near_best_rank_gap_0.2,near_best_loss_threshold_gap_0.2,recovery_rank_0.5,recovery_loss_threshold_0.5,recovery_rank_0.7,recovery_loss_threshold_0.7,recovery_rank_0.8,recovery_loss_threshold_0.8,recovery_rank_0.9,recovery_loss_threshold_0.9,recovery_rank_0.95,recovery_loss_threshold_0.95,penalized_rank_lambda_0.05,penalized_rank_lambda_0.1,penalized_rank_lambda_0.15,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3,true_k_strong,gradient_matrix_mode,gradient_detectable_rank,predicted_rank_detectable,gradient_effective_rank,predicted_rank_effective,gradient_stable_rank,predicted_rank_stable,raw_gradient_detectable_rank,predicted_rank_raw_detectable,raw_gradient_effective_rank,predicted_rank_raw_effective,raw_gradient_stable_rank,predicted_rank_raw_stable,whitened_gradient_detectable_rank,predicted_rank_whitened_detectable,whitened_gradient_effective_rank,predicted_rank_whitened_effective,whitened_gradient_stable_rank,predicted_rank_whitened_stable,predicted_rank_from_gradient,source_run_id,source_run_path,condition,seed
41,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1789715097436727,32,0.0094160056465673,0.0094160056465673,0.1695555040971054,0.1695555040971054,best_observed_validation_loss_on_tested_rank_grid,0.0024839352717576,0.1764875744719151,32,0.0128071157285094,16,0.0178937808514225,4,0.0263715560562778,4,0.0433271064659883,2,0.09419375769512,4,0.0602826568756989,4,0.0433271064659883,4,0.0263715560562778,16,0.0178937808514225,32,16,8,4,4,4,activation_whitened,4,4,4.049263691786623,8,3.141127604770442,4,4,4,3.223687170615048,4,1.82569811629,2,4,4,4.049263691786623,8,3.141127604770442,4,4,20260622_142008_stage4_hard_s107,source_runs/20260622_142008_stage4_hard_s107,hard_knee,107
42,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3160332332081521,32,0.0096107248030669,0.0096107248030669,0.3064225084050851,0.3064225084050851,best_observed_validation_loss_on_tested_rank_grid,0.0024998637760325,0.3135333694321195,8,0.0157391749711686,8,0.0249318502233211,8,0.0402529756435754,4,0.0708952264840839,2,0.1628219790056095,4,0.1015374773245924,4,0.0708952264840839,8,0.0402529756435754,8,0.0249318502233211,8,8,8,8,8,5,activation_whitened,5,8,4.772770927401432,8,3.0063385149753468,4,4,4,3.763517126231532,4,2.118269998500275,4,5,8,4.772770927401432,8,3.0063385149753468,4,8,20260622_142008_stage4_hard_s107,source_runs/20260622_142008_stage4_hard_s107,hard_knee,107
43,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2068772948913464,32,0.0330725722907923,0.0330725722907923,0.1738047226005541,0.1738047226005541,best_observed_validation_loss_on_tested_rank_grid,0.0024893367768327,0.2043879581145137,32,0.0365486667428033,32,0.04176280842082,8,0.0504530445508477,4,0.0678335168109031,2,0.1199749335910693,4,0.0852139890709585,4,0.0678335168109031,8,0.0504530445508477,32,0.04176280842082,32,32,16,8,8,8,activation_whitened,7,8,6.346042261377781,8,3.1342633172981107,4,4,4,4.2913817184972896,8,1.963042629901912,2,7,8,6.346042261377781,8,3.1342633172981107,4,8,20260622_142008_stage4_hard_s107,source_runs/20260622_142008_stage4_hard_s107,hard_knee,107
44,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0960373694098917,32,0.0084760218498605,0.0084760218498605,0.0875613475600312,0.0875613475600312,best_observed_validation_loss_on_tested_rank_grid,0.0025097726391174,0.0935275967707743,16,0.0102272488010611,16,0.012854089227862,4,0.0172321566058636,4,0.0259882913618667,2,0.0522566956298761,4,0.0347444261178698,4,0.0259882913618667,4,0.0172321566058636,16,0.012854089227862,16,16,16,8,4,3,activation_whitened,3,4,3.041156954666681,4,2.3776734571901,4,3,4,2.923019739367669,4,2.2772305305163334,4,3,4,3.041156954666681,4,2.3776734571901,4,4,20260622_142008_stage4_hard_s107,source_runs/20260622_142008_stage4_hard_s107,hard_knee,107
45,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3341580219838658,32,0.0107948431376053,0.0107948431376053,0.3233631788462605,0.3233631788462605,best_observed_validation_loss_on_tested_rank_grid,0.0025205077616376,0.3316375142222282,16,0.0172621067145305,8,0.0269630020799183,8,0.0431311610222313,8,0.0754674789068574,4,0.1724764325607355,4,0.1078037967914834,8,0.0754674789068574,8,0.0431311610222313,8,0.0269630020799183,16,8,8,8,8,6,activation_whitened,6,8,5.715334041978358,8,3.627038732739532,4,5,8,4.247373842620699,8,2.028129808621152,4,6,8,5.715334041978358,8,3.627038732739532,4,8,20260622_142008_stage4_hard_s107,source_runs/20260622_142008_stage4_hard_s107,hard_knee,107
46,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3030281724482103,32,0.0122193358297351,0.0122193358297351,0.2908088366184752,0.2908088366184752,best_observed_validation_loss_on_tested_rank_grid,0.0025123132583391,0.3005158591898711,16,0.0180355125621046,16,0.0267597776606588,8,0.0413002194915826,4,0.0703811031534301,2,0.1576237541389727,4,0.0994619868152776,4,0.0703811031534301,8,0.0413002194915826,16,0.0267597776606589,16,16,16,16,4,5,activation_whitened,5,8,4.230083935355393,8,2.3347525034302627,4,2,2,2.500064678590898,4,1.36049376160899,2,5,8,4.230083935355393,8,2.3347525034302627,4,8,20260622_142008_stage4_hard_s107,source_runs/20260622_142008_stage4_hard_s107,hard_knee,107
47,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.4037134916389994,32,0.016069058059698,0.016069058059698,0.3876444335793014,0.3876444335793014,best_observed_validation_loss_on_tested_rank_grid,0.0025095594997557,0.4012039321392437,32,0.023821946731284,16,0.035451279738663,8,0.0548335014176281,8,0.0935979447755582,4,0.2098912748493487,8,0.1323623881334884,8,0.0935979447755582,8,0.0548335014176281,16,0.035451279738663,16,16,16,16,8,8,activation_whitened,8,8,7.757806651651566,8,5.555038987402235,8,7,8,6.835470042887129,8,3.922380983663102,4,8,8,7.757806651651566,8,5.555038987402235,8,8,20260622_142008_stage4_hard_s107,source_runs/20260622_142008_stage4_hard_s107,hard_knee,107
0,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3110563252959722,32,0.010163144133957,0.010163144133957,0.3008931811620152,0.3008931811620152,best_observed_validation_loss_on_tested_rank_grid,0.0025144456304824,0.3085418796654898,16,0.0161810077571973,8,0.0252078031920577,8,0.0402524622501585,4,0.07034178036636,2,0.1606097347149646,4,0.1004310984825616,4,0.07034178036636,8,0.0402524622501585,8,0.0252078031920577,8,8,8,8,8,5,activation_whitened,5,8,4.397516688052096,8,2.485311986259765,4,3,4,3.0920367308011247,4,1.6103801281697876,2,5,8,4.397516688052096,8,2.485311986259765,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
1,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2815030729989111,32,0.0115643386706461,0.0115643386706461,0.269938734328265,0.269938734328265,best_observed_validation_loss_on_tested_rank_grid,0.0025288904894448,0.2789741825094662,16,0.0169631133572114,8,0.0250612753870593,4,0.0385582121034726,4,0.0655520855362991,2,0.1465337058347786,4,0.0925459589691256,4,0.0655520855362991,4,0.0385582121034726,8,0.0250612753870593,8,8,8,8,8,5,activation_whitened,5,8,4.671172860682598,8,3.3445938857885262,4,4,4,3.861257675936717,4,2.219561001342309,4,5,8,4.671172860682598,8,3.3445938857885262,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
2,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1360392049641552,32,0.0066271476451513,0.0066271476451513,0.1294120573190039,0.1294120573190039,best_observed_validation_loss_on_tested_rank_grid,0.0025006963251888,0.1335385086389664,8,0.0092153887915313,4,0.0130977505111014,4,0.0195683533770516,4,0.032509559108952,1,0.0713331763046532,2,0.0454507648408524,4,0.032509559108952,4,0.0195683533770516,4,0.0130977505111015,4,4,4,4,4,3,activation_whitened,3,4,2.928528148175278,4,2.0160524676447977,4,3,4,2.6467217630962296,4,1.8095910666856607,2,3,4,2.928528148175278,4,2.0160524676447977,4,4,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
3,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1017136524297974,32,0.0028855889977959,0.0028855889977959,0.0988280634320015,0.0988280634320015,best_observed_validation_loss_on_tested_rank_grid,0.0025023933246114,0.099211259105186,1,0.0048621502664359,1,0.0078269921693959,1,0.012768395340996,1,0.0226512016841962,1,0.0522996207137966,1,0.0325340080273963,1,0.0226512016841961,1,0.012768395340996,1,0.0078269921693959,1,1,1,1,1,1,activation_whitened,1,1,1.0417016312064835,2,1.0037926461417994,2,1,1,1.0248977906324277,2,1.002372630981618,2,1,1,1.0417016312064835,2,1.0037926461417994,2,1,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
4,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1392728994152117,32,0.0066773603847811,0.0066773603847811,0.1325955390304306,0.1325955390304306,best_observed_validation_loss_on_tested_rank_grid,0.0024895170962757,0.136783382318936,8,0.0093292711653897,4,0.0133071373363026,4,0.0199369142878241,4,0.0331964681908672,2,0.0729751298999964,2,0.0464560220939102,4,0.0331964681908672,4,0.0199369142878241,4,0.0133071373363026,16,8,8,8,4,3,activation_whitened,3,4,3.0190193816611544,4,2.1518952159217224,4,3,4,2.4517534312123983,4,1.5265894758121503,2,3,4,3.0190193816611544,4,2.1518952159217224,4,4,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
5,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1303509204361196,32,0.0330973354467812,0.0330973354467812,0.0972535849893383,0.0972535849893383,best_observed_validation_loss_on_tested_rank_grid,0.0024922357509882,0.1278586846851314,32,0.0350424071465679,32,0.0379600146962481,8,0.042822693945715,8,0.0525480524446488,2,0.0817241279414504,4,0.0622734109435827,8,0.0525480524446488,8,0.042822693945715,32,0.0379600146962481,32,32,8,8,8,8,activation_whitened,7,8,6.363025365046903,8,3.344259785525136,4,5,8,4.8129880704074886,8,2.2751774654955934,4,7,8,6.363025365046903,8,3.344259785525136,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
6,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3224748688723711,32,0.0267112190694432,0.0267112190694432,0.2957636498029279,0.2957636498029279,best_observed_validation_loss_on_tested_rank_grid,0.0024982779572519,0.3199765909151192,32,0.0326264920655017,16,0.0414994015595895,8,0.0562875840497359,8,0.0858639490300287,4,0.1745930439709071,4,0.1154403140103215,8,0.0858639490300287,8,0.0562875840497359,16,0.0414994015595895,32,16,16,16,8,7,activation_whitened,7,8,6.626270545335253,8,4.290834614841493,8,6,8,5.494665639495848,8,2.8807740961694512,4,7,8,6.626270545335253,8,4.290834614841493,8,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
7,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3133530446343933,32,0.019603688893085,0.019603688893085,0.2937493557413083,0.2937493557413083,best_observed_validation_loss_on_tested_rank_grid,0.0025085412898568,0.3108445033445365,32,0.0254786760079111,16,0.0342911566801504,8,0.0489786244672158,8,0.0783535600413466,4,0.1664783667637391,4,0.1077284956154775,8,0.0783535600413466,8,0.0489786244672158,16,0.0342911566801504,16,16,16,8,8,7,activation_whitened,7,8,6.317206154096723,8,3.7279958249405976,4,6,8,4.877863139417692,8,2.1785141141866218,4,7,8,6.317206154096723,8,3.7279958249405976,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
8,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.25511581405238,32,0.0383276930273676,0.0383276930273676,0.2167881210250123,0.2167881210250123,best_observed_validation_loss_on_tested_rank_grid,0.0025266954724159,0.2525891185799641,32,0.0426634554478678,16,0.0491670990786182,8,0.0600065051298688,4,0.08168531723237,2,0.1467217535398738,4,0.1033641293348713,4,0.08168531723237,8,0.0600065051298688,16,0.0491670990786182,32,8,8,8,8,8,activation_whitened,7,8,6.417349363872159,8,3.4545754484828075,4,2,2,3.851848302759289,4,1.7332442920310058,2,7,8,6.417349363872159,8,3.4545754484828075,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
9,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1478074081848014,32,0.0321504452522871,0.0321504452522871,0.1156569629325142,0.1156569629325142,best_observed_validation_loss_on_tested_rank_grid,0.0025099276184016,0.1452974805663998,32,0.0344635845109373,32,0.0379332933989128,16,0.0437161415455385,8,0.0552818378387899,4,0.0899789267185442,4,0.0668475341320414,8,0.0552818378387899,16,0.0437161415455385,32,0.0379332933989128,32,32,32,16,8,7,activation_whitened,7,8,6.3808983380967605,8,4.14103721019224,8,4,4,4.307260476229834,8,1.947569108553752,2,7,8,6.3808983380967605,8,4.14103721019224,8,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
10,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2389746684068655,32,0.0040762001623899,0.0040762001623899,0.2348984682444755,0.2348984682444755,best_observed_validation_loss_on_tested_rank_grid,0.0025053674954749,0.2364693009113906,4,0.0087741695272794,4,0.0158211235746136,4,0.0275660469868374,4,0.051055893811285,2,0.1215254342846277,4,0.0745457406357326,4,0.051055893811285,4,0.0275660469868374,4,0.0158211235746137,4,4,4,4,4,3,activation_whitened,3,4,3.056676607397128,4,2.573484102867127,4,3,4,2.878745039019777,4,2.046056100855381,4,3,4,3.056676607397128,4,2.573484102867127,4,4,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
11,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1687780861004726,32,0.0032892738372204,0.0032892738372204,0.1654888122632521,0.1654888122632521,best_observed_validation_loss_on_tested_rank_grid,0.0025100557422006,0.166268030358272,2,0.0065990500824854,2,0.011563714450383,2,0.0198381550635456,2,0.0363870362898708,1,0.0860336799688465,2,0.052935917516196,2,0.0363870362898708,2,0.0198381550635456,2,0.011563714450383,2,2,2,2,2,2,activation_whitened,2,2,2.044571073552929,4,1.85341079841216,2,2,2,2.032561452676928,4,1.9157230524167683,2,2,2,2.044571073552929,4,1.85341079841216,2,2,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
12,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2615779211056317,32,0.0140998962137344,0.0140998962137344,0.2474780248918973,0.2474780248918973,best_observed_validation_loss_on_tested_rank_grid,0.0025122007919287,0.259065720313703,16,0.0190494567115723,16,0.0264737974583292,8,0.0388476987029241,4,0.0635955011921138,2,0.137838908659683,4,0.0883433036813036,4,0.0635955011921138,8,0.0388476987029241,16,0.0264737974583292,16,16,16,8,8,5,activation_whitened,5,8,4.61472800756852,8,2.7630829676070934,4,3,4,3.5657247401997934,4,2.088120739284541,4,5,8,4.61472800756852,8,2.7630829676070934,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
13,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.3965583760271958,32,0.0068294267834539,0.0068294267834539,0.3897289492437419,0.3897289492437419,best_observed_validation_loss_on_tested_rank_grid,0.0025035642816624,0.3940548117455334,8,0.0146240057683287,8,0.0263158742456409,8,0.045802321707828,4,0.0847752166322022,4,0.2016939014053248,4,0.1237481115565765,4,0.0847752166322022,8,0.045802321707828,8,0.026315874245641,8,8,8,8,8,5,activation_whitened,5,8,4.953671029098515,8,3.648854026527849,4,4,4,3.737074182302533,4,1.884083157707516,2,5,8,4.953671029098515,8,3.648854026527849,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
14,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2902479157445672,32,0.0377352303288431,0.0377352303288431,0.2525126854157241,0.2525126854157241,best_observed_validation_loss_on_tested_rank_grid,0.0025073267449255,0.2877405889996417,32,0.0427854840371575,16,0.0503608645996293,16,0.0629864988704155,8,0.0882377674119879,4,0.1639915730367051,8,0.1134890359535603,8,0.0882377674119878,16,0.0629864988704154,16,0.0503608645996292,32,16,16,16,8,8,activation_whitened,8,8,7.471631096082417,8,4.598286830975739,8,5,8,5.463198650836391,8,2.426159607243209,4,8,8,7.471631096082417,8,4.598286830975739,8,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
15,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.285715402982685,32,0.0128161732481858,0.0128161732481858,0.2728992297344992,0.2728992297344992,best_observed_validation_loss_on_tested_rank_grid,0.002502111479002,0.283213291503683,16,0.0182741578428757,8,0.0264611347349107,8,0.0401060962216357,4,0.0673960191950856,2,0.1492657881154354,4,0.0946859421685355,4,0.0673960191950856,8,0.0401060962216357,8,0.0264611347349107,16,16,8,8,8,5,activation_whitened,5,8,4.345795779956084,8,2.415322774953094,4,5,8,3.468871536669697,4,1.7506328285370532,2,5,8,4.345795779956084,8,2.415322774953094,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
16,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1817575240674722,32,0.0038078764832753,0.0038078764832753,0.1779496475841969,0.1779496475841969,best_observed_validation_loss_on_tested_rank_grid,0.0025047270539277,0.1792527970135445,2,0.0073668694349592,2,0.0127053588624851,2,0.0216028412416949,2,0.0393978060001146,1,0.0927827002753737,2,0.0571927707585343,2,0.0393978060001146,2,0.0216028412416949,2,0.0127053588624851,4,4,4,4,2,2,activation_whitened,2,2,2.072044024113334,4,1.874482326486064,2,2,2,1.8887900020162287,2,1.4357743748539529,2,2,2,2.072044024113334,4,1.874482326486064,2,2,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
17,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1011394054967572,32,0.0084313898666361,0.0084313898666361,0.0927080156301211,0.0927080156301211,best_observed_validation_loss_on_tested_rank_grid,0.0024958935820649,0.0986435119146923,16,0.0102855501792385,8,0.0130667906481421,4,0.0177021914296482,4,0.0269729929926603,2,0.0547853976816966,2,0.0362437945556724,4,0.0269729929926603,4,0.0177021914296482,8,0.0130667906481421,16,16,8,8,4,3,activation_whitened,3,4,3.033705927099517,4,2.4367069887557693,4,3,4,2.832725662521584,4,1.943004227201124,2,3,4,3.033705927099517,4,2.4367069887557693,4,4,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
18,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0808580081220268,32,0.0142155926235848,0.0142155926235848,0.066642415498442,0.066642415498442,best_observed_validation_loss_on_tested_rank_grid,0.0025140489591068,0.07834395916292,16,0.0155484409335536,16,0.0175477133985069,16,0.020879834173429,4,0.0275440757232732,4,0.0475368003728058,4,0.0342083172731174,4,0.0275440757232731,16,0.0208798341734289,16,0.0175477133985069,16,16,16,16,16,3,activation_whitened,3,4,3.2292844250183363,4,2.794549529448128,4,3,4,2.984275139201546,4,1.9739371675656352,2,3,4,3.2292844250183363,4,2.794549529448128,4,4,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
19,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2698010264437557,32,0.0074558610084348,0.0074558610084348,0.2623451654353209,0.2623451654353209,best_observed_validation_loss_on_tested_rank_grid,0.0025029460172273,0.2672980804265284,16,0.0127027643171412,4,0.0205731192802008,4,0.0336903775519668,4,0.0599248940954989,2,0.1386284437260952,4,0.0861594106390311,4,0.0599248940954989,4,0.0336903775519669,4,0.0205731192802008,16,16,4,4,4,4,activation_whitened,4,4,3.886412008756951,4,2.5328643102613104,4,2,2,2.346554402995314,4,1.346930701668592,2,4,4,3.886412008756951,4,2.5328643102613104,4,4,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
20,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.1153102476137087,32,0.0050992886816005,0.0050992886816005,0.1102109589321082,0.1102109589321082,best_observed_validation_loss_on_tested_rank_grid,0.0025042179440896,0.1128060296696191,8,0.0073035078602426,2,0.0106098366282059,2,0.0161203845748113,2,0.0271414804680221,1,0.0602047681476546,2,0.0381625763612329,2,0.0271414804680221,2,0.0161203845748113,2,0.0106098366282059,8,2,2,2,2,2,activation_whitened,2,2,2.148993476432085,4,1.7935714006800745,2,2,2,2.123359977165067,4,1.7745860584054685,2,2,2,2.148993476432085,4,1.7935714006800745,2,2,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
21,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.0644255230003053,32,0.0055312466514109,0.0055312466514109,0.0588942763488943,0.0588942763488943,best_observed_validation_loss_on_tested_rank_grid,0.0024987501892598,0.0619267728110454,2,0.0067091321783887,1,0.0084759604688556,1,0.0114206742863003,1,0.0173101019211897,1,0.0349783848258581,1,0.0231995295560792,1,0.0173101019211897,1,0.0114206742863003,1,0.0084759604688556,2,2,2,2,2,1,activation_whitened,1,1,1.2907654347834645,2,1.03970739143249,2,1,1,1.3995631391073542,2,1.06436480298065,2,1,1,1.2907654347834645,2,1.03970739143249,2,1,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
22,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.201224168294832,32,0.0160969519880562,0.0160969519880562,0.1851272163067758,0.1851272163067758,best_observed_validation_loss_on_tested_rank_grid,0.0024913013761611,0.1987328669186709,32,0.0197994963141917,32,0.0253533128033949,8,0.0346096736187337,4,0.0531223952494113,2,0.1086605601414441,4,0.0716351168800889,4,0.0531223952494113,8,0.0346096736187337,32,0.0253533128033949,32,32,8,8,4,5,activation_whitened,5,8,4.235844150323941,8,2.3434862379469044,4,3,4,2.7762987868613127,4,1.4653102595817518,2,5,8,4.235844150323941,8,2.3434862379469044,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
23,observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,True,ok,6,6,1;2;4;8;16;32,0.2195525586182443,32,0.0206121442745891,0.0206121442745891,0.1989404143436552,0.1989404143436552,best_observed_validation_loss_on_tested_rank_grid,0.0024967417474732,0.2170558168707711,32,0.0245909525614622,16,0.0305591649917718,8,0.0405061857089546,4,0.0604002271433201,2,0.1200823514464167,4,0.0802942685776856,4,0.0604002271433201,8,0.0405061857089546,16,0.0305591649917718,32,16,16,16,8,6,activation_whitened,6,8,5.5738703987631855,8,3.2053020709605407,4,3,4,3.7975742575928,4,1.8649337787684457,2,6,8,5.5738703987631855,8,3.2053020709605407,4,8,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
