target_estimand,target_estimand_version,target_reference,target_denominator,analysis_plan_version,analysis_pair_role,target_transform,predictor_transform,target,target_role,predictor,n,r2_log2_target,spearman,rmse_log2,source_run_id,source_run_path,condition,seed
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),recovery_rank_0.8,useful_rank,gradient_effective_rank,48,0.7903324248384733,0.8673616803824521,0.3891356859260052,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),recovery_rank_0.9,useful_rank,gradient_effective_rank,48,0.682057237164076,0.8151086219482684,0.6170339850092428,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),recovery_rank_0.95,useful_rank,true_k_strong,48,0.723128748725892,0.8515646852820177,0.7184214297965548,20260622_142318_stage4_hard_s109,source_runs/20260622_142318_stage4_hard_s109,hard_knee,109
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,gradient_detectable_rank,48,0.584304051262619,0.7348287840429663,0.984772456017985,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,gradient_detectable_rank,48,0.7560664445941129,0.8250999266422437,0.7459004955962301,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,primary_pair,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,gradient_effective_rank,48,0.8457544898831247,0.8805775063780595,0.5080157996899461,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.2,useful_rank,gradient_effective_rank,48,0.8669665162061875,0.8623780352592547,0.4161285159609377,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),penalized_rank_lambda_0.05,useful_rank,gradient_detectable_rank,48,0.6546201247509313,0.7748202582531692,0.8046349244422965,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),penalized_rank_lambda_0.1,useful_rank,gradient_effective_rank,48,0.6650959875982454,0.8179708551709969,0.7467207800951022,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),penalized_rank_lambda_0.15,useful_rank,gradient_effective_rank,48,0.6855711743627269,0.7812609007099383,0.7144235146485076,20260622_142627_stage4_hard_s113,source_runs/20260622_142627_stage4_hard_s113,hard_knee,113
