target,predictor,n,r2_log2_target,spearman,rmse_log2
penalized_rank_lambda_0.3,true_k_strong,48,0.5345735664859449,0.6140763975662428,0.7213685671643849
penalized_rank_lambda_0.3,predicted_rank_detectable,48,0.4975444171601906,0.5235727020667321,0.7495153472837988
penalized_rank_lambda_0.3,gradient_stable_rank,48,0.4257868051169761,0.5129454813139195,0.8012504306471665
penalized_rank_lambda_0.5,gradient_effective_rank,48,0.6421758673424258,0.6325148396603639,0.5298986210057456
penalized_rank_lambda_0.5,gradient_detectable_rank,48,0.5532457659809895,0.5746345789083791,0.592096255102652
penalized_rank_lambda_0.5,predicted_rank_detectable,48,0.5483638608767236,0.6055946589406418,0.595322530002588
penalized_rank_lambda_0.5,gradient_stable_rank,48,0.44711895107983846,0.5273752731132965,0.658679015403696
penalized_rank_lambda_0.5,true_k_strong,48,0.44488417270525704,0.5057474489154059,0.6600088829595084
recovery_rank_0.5,gradient_effective_rank,48,0.2828679933464018,0.5468258084414439,0.6803208795016468
recovery_rank_0.5,true_k_strong,48,0.2374786716728432,0.5233956491816208,0.7015203031799199
recovery_rank_0.5,gradient_detectable_rank,48,0.18558567201008558,0.4424023837751665,0.7249982356662568
recovery_rank_0.5,gradient_stable_rank,48,0.16825741360961965,0.4738390069874784,0.7326705178027386
recovery_rank_0.5,predicted_rank_detectable,48,0.14463333385464716,0.44783767047527057,0.7430027269974058
recovery_rank_0.6,gradient_effective_rank,48,0.41466120462077105,0.6835118713339599,0.8257596793797484
recovery_rank_0.6,true_k_strong,48,0.35634023141298743,0.6263002522103033,0.8659208577051535
recovery_rank_0.6,gradient_detectable_rank,48,0.27596182922135704,0.5787523083319663,0.9183976200582146
recovery_rank_0.6,gradient_stable_rank,48,0.23441917416073177,0.5385296815133932,0.9443773063599207
recovery_rank_0.6,predicted_rank_detectable,48,0.21737774234914908,0.5059408389359838,0.9548301322200451
recovery_rank_0.7,gradient_effective_rank,46,0.46177430860924806,0.6151161006211879,0.9257098523638181
recovery_rank_0.7,true_k_strong,46,0.2835364415384316,0.5214396223261967,1.0680454314748251
recovery_rank_0.7,gradient_stable_rank,46,0.2515773084288926,0.4841880337732245,1.0916065855299402
