experiment,seed,layer,rank,alpha,alpha_rule,true_k_strong,spike_peak,spike_decay,weak_factor,task_spikes,lr,steps,steps_completed,diverged,base_val_loss,oracle_val_loss,final_train_loss,final_val_loss,forgetting_loss,adapter_edge,adapter_detectable_rank,gradient_edge,gradient_detectable_rank,gradient_stable_rank,gradient_effective_rank,gradient_frobenius,gradient_nuclear,gradient_top_sv,gradient_left_overlap_true,gradient_right_overlap_true,gradient_mean_overlap_true,gradient_null_method,gradient_null_quantile,adapter_frobenius,adapter_nuclear,adapter_stable_rank,adapter_effective_rank,adapter_top_sv,adapter_left_overlap_true,adapter_right_overlap_true,adapter_mean_overlap_true,intruder_count,intruder_energy,detectable_signal_energy,detectable_adapter_rank
layerwise_sample_limited,91,0,1,1.0,proportional,6,3.247426654562518,0.2548287296845439,0.1085051749281564,3.36629;2.48457;1.91544;1.49016;1.12896;0.876499;0.0794583;0.0618848,0.18,1000,1000,False,0.2178761535680936,0.014379762308523718,0.13661803701980624,0.13482691445147252,0.07787625082664569,0.5089568516499936,1,0.042068440298172916,3,1.5093436535949054,2.986129260273887,0.15776770210200813,0.40428031240268214,0.12841744755175002,0.7964511391414806,0.40440955851631305,0.6004303488288968,permute,0.995,2.8316541140046043,2.831654114004606,0.9999999999998753,0.9999999999991248,2.8316541140046043,0.16824187592447926,0.17592149462084447,0.17208168527266188,0,0.0,8.0182650213592,1
layerwise_sample_limited,91,0,2,2.0,proportional,6,3.247426654562518,0.2548287296845439,0.1085051749281564,3.36629;2.48457;1.91544;1.49016;1.12896;0.876499;0.0794583;0.0618848,0.18,1000,1000,False,0.2178761535680936,0.014379762308523718,0.08493294064344718,0.09028937100230211,0.1167371916980645,0.615715539528107,2,0.042068440298172916,3,1.5093436535949054,2.986129260273887,0.15776770210200813,0.40428031240268214,0.12841744755175002,0.7964511391414806,0.40440955851631305,0.6004303488288968,permute,0.995,3.404396446104931,4.634488759285159,1.3144265404400501,1.7335474521511338,2.9694223201931815,0.277823531465829,0.2586947648891334,0.2682591481774812,0,0.0,11.589915162251884,2
layerwise_sample_limited,91,0,4,4.0,proportional,6,3.247426654562518,0.2548287296845439,0.1085051749281564,3.36629;2.48457;1.91544;1.49016;1.12896;0.876499;0.0794583;0.0618848,0.18,1000,1000,False,0.2178761535680936,0.014379762308523718,0.04790822386548832,0.052583934558374595,0.14773262371752902,0.682742904675953,3,0.042068440298172916,3,1.5093436535949054,2.986129260273887,0.15776770210200813,0.40428031240268214,0.12841744755175002,0.7964511391414806,0.40440955851631305,0.6004303488288968,permute,0.995,3.8321157160299957,6.363291512864016,1.559791517466187,2.376555412275608,3.068353112147582,0.5213511366695313,0.440560394061445,0.4809557653654881,0,0.0,14.657457563526743,3
layerwise_sample_limited,91,0,8,8.0,proportional,6,3.247426654562518,0.2548287296845439,0.1085051749281564,3.36629;2.48457;1.91544;1.49016;1.12896;0.876499;0.0794583;0.0618848,0.18,1000,1000,False,0.2178761535680936,0.014379762308523718,0.03516387818569234,0.0400514101871907,0.15772689248124191,0.7047714855514987,4,0.042068440298172916,3,1.5093436535949054,2.986129260273887,0.15776770210200813,0.40428031240268214,0.12841744755175002,0.7964511391414806,0.40440955851631305,0.6004303488288968,permute,0.995,4.000092993703931,7.223040984646571,1.664053929106256,2.7371661635198103,3.100890206576414,0.76187939277615,0.5731242348724407,0.6675018138242954,0,0.0,15.9988054139549,4
layerwise_sample_limited,91,0,16,16.0,proportional,6,3.247426654562518,0.2548287296845439,0.1085051749281564,3.36629;2.48457;1.91544;1.49016;1.12896;0.876499;0.0794583;0.0618848,0.18,1000,1000,False,0.2178761535680936,0.014379762308523718,0.03288698785366572,0.037532573207627054,0.16159689866873686,0.7372351732179122,4,0.042068440298172916,3,1.5093436535949054,2.986129260273887,0.15776770210200813,0.40428031240268214,0.12841744755175002,0.7964511391414806,0.40440955851631305,0.6004303488288968,permute,0.995,4.081911033326413,7.495968802889775,1.7177427356175166,2.8596047328337253,3.1144723141167954,0.7578975731441394,0.5937567382510743,0.6758271556976069,0,0.0,16.65968521723416,4
layerwise_sample_limited,91,0,32,32.0,proportional,6,3.247426654562518,0.2548287296845439,0.1085051749281564,3.36629;2.48457;1.91544;1.49016;1.12896;0.876499;0.0794583;0.0618848,0.18,1000,1000,False,0.2178761535680936,0.014379762308523718,0.029286320755305396,0.033900188805216384,0.16373561117403476,0.737551001302444,4,0.042068440298172916,3,1.5093436535949054,2.986129260273887,0.15776770210200813,0.40428031240268214,0.12841744755175002,0.7964511391414806,0.40440955851631305,0.6004303488288968,permute,0.995,4.12133633059008,7.789425643319529,1.743539850009421,2.9436646727930875,3.1212037391826444,0.7658451142070649,0.6074841540291446,0.6866646341181047,0,0.0,16.948928431391,4
layerwise_sample_limited,91,1,1,1.0,proportional,3,3.2048970108814343,0.1691726533592654,0.15966843797297525,3.32205;2.8515;2.55291;0.317678;0.257806;0.228718;0.186256;0.1617,0.18,1000,1000,False,0.22585285884214318,0.0144436537319659,0.14872313739923473,0.1557420076250466,0.06312716383373702,0.4607217787171551,1,0.0337749265600966,3,2.121878665085026,3.0995930036765182,0.14129386680277334,0.35261182132278474,0.096998057615767,0.9008787910632831,0.454343465107639,0.6776111280854611,permute,0.995,2.588452371812454,2.5884523718124557,0.9999999999998508,0.9999999999991491,2.588452371812454,0.16903085804722415,0.18275291515902542,0.17589188660312477,0,0.0,6.700085681141518,1
layerwise_sample_limited,91,1,2,2.0,proportional,3,3.2048970108814343,0.1691726533592654,0.15966843797297525,3.32205;2.8515;2.55291;0.317678;0.257806;0.228718;0.186256;0.1617,0.18,1000,1000,False,0.22585285884214318,0.0144436537319659,0.08035891187165443,0.08456252865577227,0.12825756441938793,0.6754572767965709,2,0.0337749265600966,3,2.121878665085026,3.0995930036765182,0.14129386680277334,0.35261182132278474,0.096998057615767,0.9008787910632831,0.454343465107639,0.6776111280854611,permute,0.995,3.7891347850957358,5.341772337766917,1.7269796612165023,1.9750588218115024,2.883343888626245,0.27344966180468905,0.2841663129484431,0.2788079873765661,0,0.0,14.3575424196225,2
layerwise_sample_limited,91,1,4,4.0,proportional,3,3.2048970108814343,0.1691726533592654,0.15966843797297525,3.32205;2.8515;2.55291;0.317678;0.257806;0.228718;0.186256;0.1617,0.18,1000,1000,False,0.22585285884214318,0.0144436537319659,0.018541313922631548,0.022610737917792376,0.1839677596017657,0.8106937285944118,3,0.0337749265600966,3,2.121878665085026,3.0995930036765182,0.14129386680277334,0.35261182132278474,0.096998057615767,0.9008787910632831,0.454343465107639,0.6776111280854611,permute,0.995,4.451365300465055,7.633723087803538,2.188281288471422,2.8831040168696163,3.0091349344196745,0.42181090757825423,0.38051920510547316,0.4011650563418637,0,0.0,19.814652666003937,3
layerwise_sample_limited,91,1,8,8.0,proportional,3,3.2048970108814343,0.1691726533592654,0.15966843797297525,3.32205;2.8515;2.55291;0.317678;0.257806;0.228718;0.186256;0.1617,0.18,1000,1000,False,0.22585285884214318,0.0144436537319659,0.018246111958813115,0.022008737771729403,0.18547374126540808,0.809805485821223,3,0.0337749265600966,3,2.121878665085026,3.0995930036765182,0.14129386680277334,0.35261182132278474,0.096998057615767,0.9008787910632831,0.454343465107639,0.6776111280854611,permute,0.995,4.4905916176383975,7.706859568766613,2.2000573651268427,2.8885543347067397,3.0275167799102363,0.5984153825335906,0.3795348113762738,0.48897509695493224,0,0.0,20.16541149500024,3
