target,predictor,n,r2_log2_target,spearman,rmse_log2,run_dir,condition,seed
penalized_rank_lambda_0.3,gradient_effective_rank,48,0.539957972492622,0.6655787828430414,0.5706692840856625,runs/20260612_202808_stage4_sample_s109,sample_limited,109
penalized_rank_lambda_0.5,gradient_stable_rank,48,0.4895863248578394,0.6353927464098473,0.7193766426313684,runs/20260612_202808_stage4_sample_s109,sample_limited,109
recovery_rank_0.5,gradient_stable_rank,47,0.6214130541933567,0.8666106585573107,0.6792388018823453,runs/20260612_202808_stage4_sample_s109,sample_limited,109
recovery_rank_0.6,gradient_effective_rank,45,0.4738562965860426,0.6933838339518764,0.7428770318631145,runs/20260612_202808_stage4_sample_s109,sample_limited,109
recovery_rank_0.7,gradient_effective_rank,43,0.5678907681280637,0.7401965858417663,0.7219061612972928,runs/20260612_202808_stage4_sample_s109,sample_limited,109
recovery_rank_0.8,gradient_effective_rank,35,0.4630412835447455,0.6775484348301016,1.002764869808025,runs/20260612_202808_stage4_sample_s109,sample_limited,109
recovery_rank_0.85,predicted_rank_whitened_effective,29,0.4689272211720227,0.6015433304371588,1.1559441580594298,runs/20260612_202808_stage4_sample_s109,sample_limited,109
recovery_rank_0.9,gradient_effective_rank,17,0.6035482350775278,0.6669348377241576,1.0798308213387655,runs/20260612_202808_stage4_sample_s109,sample_limited,109
recovery_rank_0.95,raw_gradient_effective_rank,6,0.9006311757130746,0.9258200997725516,0.7145945333054496,runs/20260612_202808_stage4_sample_s109,sample_limited,109
near_best_rank_gap_0.02,gradient_effective_rank,48,0.5916347181592969,0.6577078688807766,0.7632784850570844,runs/20260612_204555_stage4_sample_s113,sample_limited,113
near_best_rank_gap_0.05,gradient_effective_rank,48,0.7755434751773035,0.818933107345951,0.6673873810951466,runs/20260612_204555_stage4_sample_s113,sample_limited,113
near_best_rank_gap_0.1,gradient_effective_rank,48,0.724600271501032,0.82212491771892,0.6237578337657081,runs/20260612_204555_stage4_sample_s113,sample_limited,113
near_best_rank_gap_0.2,raw_gradient_effective_rank,48,0.7508305731178546,0.8446378894576497,0.4612201994086187,runs/20260612_204555_stage4_sample_s113,sample_limited,113
near_best_rank_gap_0.5,gradient_stable_rank,48,0.3584265336822071,0.6473213851776567,0.3917037770213236,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.03,gradient_effective_rank,48,0.5911592067545459,0.714097818408671,0.610879442110349,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.05,gradient_effective_rank,48,0.5221542065342852,0.6202028961356048,0.869344338910623,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.08,gradient_effective_rank,48,0.6529978556677647,0.7683757017859089,0.647064002596675,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.1,gradient_effective_rank,48,0.6828372869865256,0.7771614088201025,0.6577668999770717,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.15,gradient_effective_rank,48,0.6117297584903574,0.7677765423334242,0.7005215515101892,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.2,gradient_effective_rank,48,0.5932845646364624,0.717696061762801,0.6474942215356437,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.3,gradient_effective_rank,48,0.6172337128137295,0.7440838463903539,0.6181438039664618,runs/20260612_204555_stage4_sample_s113,sample_limited,113
penalized_rank_lambda_0.5,raw_gradient_effective_rank,48,0.5746996288775839,0.692659151218216,0.609879686952392,runs/20260612_204555_stage4_sample_s113,sample_limited,113
recovery_rank_0.5,raw_gradient_effective_rank,48,0.6309809529380725,0.8157805424528544,0.5989728858444878,runs/20260612_204555_stage4_sample_s113,sample_limited,113
recovery_rank_0.6,gradient_effective_rank,48,0.6626936706824462,0.8226521325166338,0.6701911452393479,runs/20260612_204555_stage4_sample_s113,sample_limited,113
recovery_rank_0.7,gradient_effective_rank,45,0.6262778150708587,0.7541981312280542,0.819169668251871,runs/20260612_204555_stage4_sample_s113,sample_limited,113
recovery_rank_0.8,predicted_rank_whitened_effective,35,0.5535990114303369,0.7530765418276169,1.1270890250240528,runs/20260612_204555_stage4_sample_s113,sample_limited,113
recovery_rank_0.85,true_k_strong,23,0.8489041611883252,0.9041937142324452,0.6802302218903483,runs/20260612_204555_stage4_sample_s113,sample_limited,113
recovery_rank_0.9,predicted_rank_whitened_effective,13,0.2543346774193548,0.4346591439606113,1.4552889764451522,runs/20260612_204555_stage4_sample_s113,sample_limited,113
