target,predictor,n,r2_log2_target,spearman,rmse_log2,run_dir,condition,seed
recovery_rank_0.5,gradient_effective_rank,48,0.7750179225323848,0.9035982939003582,0.4135002695725152,runs/20260612_193443_stage4_sample_s101,sample_limited,101
recovery_rank_0.6,gradient_effective_rank,48,0.7138984227706817,0.9015443347838212,0.6176315808304259,runs/20260612_193443_stage4_sample_s101,sample_limited,101
recovery_rank_0.7,gradient_effective_rank,46,0.6822797807663517,0.8274553445689943,0.6993160154284893,runs/20260612_193443_stage4_sample_s101,sample_limited,101
recovery_rank_0.8,gradient_effective_rank,36,0.6818975325917838,0.7568575961898937,0.8454281482950351,runs/20260612_193443_stage4_sample_s101,sample_limited,101
recovery_rank_0.85,gradient_effective_rank,28,0.6904171153366901,0.7636621304447107,1.028721548381374,runs/20260612_193443_stage4_sample_s101,sample_limited,101
recovery_rank_0.9,predicted_rank_whitened_effective,17,0.6632472585779979,0.8270404458857261,1.0944683469917458,runs/20260612_193443_stage4_sample_s101,sample_limited,101
recovery_rank_0.95,predicted_rank_whitened_stable,8,0.5929824561403509,0.7190924955066749,0.7772815877574012,runs/20260612_193443_stage4_sample_s101,sample_limited,101
near_best_rank_gap_0.02,predicted_rank_whitened_effective,48,0.5742771684945165,0.7316389736544581,0.7233839324490765,runs/20260612_195235_stage4_sample_s103,sample_limited,103
near_best_rank_gap_0.05,gradient_effective_rank,48,0.4988477184588601,0.6533352456255004,0.8216833273284735,runs/20260612_195235_stage4_sample_s103,sample_limited,103
near_best_rank_gap_0.1,gradient_stable_rank,48,0.6716015701399443,0.7065190279008149,0.6148172704445077,runs/20260612_195235_stage4_sample_s103,sample_limited,103
near_best_rank_gap_0.2,gradient_stable_rank,48,0.6110580425019336,0.6985233659896554,0.4845791518162102,runs/20260612_195235_stage4_sample_s103,sample_limited,103
near_best_rank_gap_0.5,gradient_stable_rank,48,0.2751184969479675,0.57741391867366,0.4013536824996218,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.03,gradient_effective_rank,48,0.5072303876974706,0.6386677524129805,0.6077526910899802,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.05,gradient_effective_rank,48,0.4687742604089647,0.6624355150411055,0.8181290908014544,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.08,predicted_rank_whitened_effective,48,0.5084033613445378,0.7166647209371151,0.757317246446102,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.1,gradient_detectable_rank,48,0.5603789689826608,0.6861470460726561,0.7442545712135606,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.15,gradient_detectable_rank,48,0.5071893712967639,0.5580072912359393,0.787992916482119,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.2,gradient_detectable_rank,48,0.4642248682611524,0.4904004617352605,0.7653571121048967,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.3,gradient_detectable_rank,48,0.5805084342145563,0.6146756686363113,0.6058507407458237,runs/20260612_195235_stage4_sample_s103,sample_limited,103
penalized_rank_lambda_0.5,gradient_detectable_rank,48,0.4776670928010872,0.5489708241630387,0.5962185520794405,runs/20260612_195235_stage4_sample_s103,sample_limited,103
recovery_rank_0.5,raw_gradient_effective_rank,48,0.6406444704822994,0.8421104887080502,0.4776866362297186,runs/20260612_195235_stage4_sample_s103,sample_limited,103
recovery_rank_0.6,gradient_effective_rank,48,0.619516728417208,0.8345754332549332,0.7159577631817049,runs/20260612_195235_stage4_sample_s103,sample_limited,103
