layer,base_val_loss,oracle_val_loss,improvement_gap,best_rank,best_val_loss,true_k_strong,gradient_matrix_mode,gradient_detectable_rank,predicted_rank_detectable,gradient_effective_rank,predicted_rank_effective,gradient_stable_rank,predicted_rank_stable,raw_gradient_detectable_rank,predicted_rank_raw_detectable,raw_gradient_effective_rank,predicted_rank_raw_effective,raw_gradient_stable_rank,predicted_rank_raw_stable,whitened_gradient_detectable_rank,predicted_rank_whitened_detectable,whitened_gradient_effective_rank,predicted_rank_whitened_effective,whitened_gradient_stable_rank,predicted_rank_whitened_stable,predicted_rank_from_gradient,near_best_rank_gap_0.02,near_best_rank_gap_0.05,near_best_rank_gap_0.1,near_best_rank_gap_0.2,near_best_rank_gap_0.5,recovery_rank_0.5,recovery_rank_0.6,recovery_rank_0.7,recovery_rank_0.8,recovery_rank_0.85,recovery_rank_0.9,recovery_rank_0.95,penalized_rank_lambda_0.03,penalized_rank_lambda_0.05,penalized_rank_lambda_0.08,penalized_rank_lambda_0.1,penalized_rank_lambda_0.15,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3,penalized_rank_lambda_0.5,run_dir,condition,seed
7,0.3133530446343933,0.0025085412898568,0.3108445033445365,32,0.019603688893085,7,activation_whitened,7,8,6.31720615409672,8,3.727995824940592,4,6,8,4.8778631394176895,8,2.1785141141866213,4,7,8,6.31720615409672,8,3.727995824940592,4,8,32,16,8,8,4,4.0,4.0,4.0,8.0,8.0,16.0,,32,16,16,16,16,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
8,0.2551158140523801,0.0025266954724159,0.2525891185799642,32,0.0383276930273676,8,activation_whitened,7,8,6.417349363872159,8,3.454575448482808,4,2,2,3.851848302759292,4,1.733244292031007,2,7,8,6.417349363872159,8,3.454575448482808,4,8,32,16,8,4,2,4.0,4.0,4.0,16.0,32.0,,,32,32,32,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
9,0.1478074081848014,0.0025099276184016,0.1452974805663998,32,0.0321504452522871,7,activation_whitened,7,8,6.380898338096762,8,4.14103721019224,8,4,4,4.307260476229832,8,1.947569108553752,2,7,8,6.380898338096762,8,4.14103721019224,8,8,32,32,16,8,2,4.0,8.0,16.0,,,,,32,32,32,32,16,16,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
10,0.2389746684068656,0.0025053674954749,0.2364693009113907,32,0.0040762001623899,3,activation_whitened,3,4,3.056676607397129,4,2.573484102867128,4,3,4,2.878745039019777,4,2.04605610085538,4,3,4,3.056676607397129,4,2.573484102867128,4,4,4,4,4,4,2,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
11,0.1687780861004727,0.0025100557422006,0.1662680303582721,32,0.0032892738372204,2,activation_whitened,2,2,2.044571073552929,4,1.8534107984121595,2,2,2,2.032561452676928,4,1.9157230524167683,2,2,2,2.044571073552929,4,1.8534107984121595,2,2,2,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,runs/20260612_181259_stage4_hard_s109,hard_knee,109
12,0.2615779211056316,0.0025122007919287,0.2590657203137029,32,0.0140998962137344,5,activation_whitened,5,8,4.61472800756852,8,2.7630829676070934,4,3,4,3.5657247401997942,4,2.0881207392845407,4,5,8,4.61472800756852,8,2.7630829676070934,4,8,16,16,8,4,2,2.0,4.0,4.0,8.0,8.0,8.0,32.0,16,16,16,16,16,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
13,0.3965583760271958,0.0025035642816624,0.3940548117455334,32,0.0068294267834539,5,activation_whitened,5,8,4.953671029098515,8,3.648854026527852,4,4,4,3.737074182302533,4,1.8840831577075152,2,5,8,4.953671029098515,8,3.648854026527852,4,8,8,8,8,4,4,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
14,0.2902479157445672,0.0025073267449255,0.2877405889996417,32,0.0377352303288431,8,activation_whitened,8,8,7.471631096082417,8,4.598286830975737,8,5,8,5.463198650836389,8,2.4261596072432097,4,8,8,7.471631096082417,8,4.598286830975737,8,8,32,16,8,8,2,4.0,4.0,8.0,16.0,32.0,,,32,32,16,16,16,16,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
15,0.2857154029826851,0.002502111479002,0.2832132915036831,32,0.0128161732481858,5,activation_whitened,5,8,4.345795779956081,8,2.415322774953092,4,5,8,3.4688715366696967,4,1.7506328285370525,2,5,8,4.345795779956081,8,2.415322774953092,4,8,16,8,8,4,2,2.0,2.0,4.0,4.0,4.0,8.0,16.0,16,16,16,16,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
16,0.1817575240674723,0.0025047270539277,0.1792527970135446,32,0.0038078764832753,2,activation_whitened,2,2,2.072044024113333,4,1.874482326486064,2,2,2,1.8887900020162296,2,1.435774374853953,2,2,2,2.072044024113333,4,1.874482326486064,2,2,2,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8,4,4,4,4,4,2,2,runs/20260612_181259_stage4_hard_s109,hard_knee,109
17,0.1011394054967573,0.0024958935820649,0.0986435119146924,32,0.0084313898666361,3,activation_whitened,3,4,3.0337059270995166,4,2.436706988755769,4,3,4,2.832725662521584,4,1.943004227201124,2,3,4,3.0337059270995166,4,2.436706988755769,4,4,16,8,4,4,2,2.0,2.0,4.0,4.0,4.0,16.0,,32,16,16,16,8,8,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
18,0.0808580081220268,0.0025140489591068,0.07834395916292,32,0.0142155926235848,3,activation_whitened,3,4,3.2292844250183363,4,2.794549529448125,4,3,4,2.984275139201545,4,1.973937167565634,2,3,4,3.2292844250183363,4,2.794549529448125,4,4,16,16,16,4,2,4.0,4.0,8.0,16.0,32.0,,,32,16,16,16,16,16,16,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
19,0.2698010264437557,0.0025029460172273,0.2672980804265284,32,0.0074558610084348,4,activation_whitened,4,4,3.886412008756952,4,2.5328643102613126,4,2,2,2.346554402995314,4,1.346930701668592,2,4,4,3.886412008756952,4,2.5328643102613126,4,4,16,4,4,4,2,2.0,4.0,4.0,4.0,4.0,4.0,16.0,16,16,16,16,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
20,0.1153102476137086,0.0025042179440896,0.112806029669619,32,0.0050992886816005,2,activation_whitened,2,2,2.148993476432085,4,1.7935714006800754,2,2,2,2.123359977165067,4,1.7745860584054671,2,2,2,2.148993476432085,4,1.7935714006800754,2,2,8,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8,8,2,2,2,2,2,2,runs/20260612_181259_stage4_hard_s109,hard_knee,109
21,0.0644255230003053,0.0024987501892598,0.0619267728110454,32,0.0055312466514109,1,activation_whitened,1,1,1.290765434783465,2,1.03970739143249,2,1,1,1.3995631391073542,2,1.06436480298065,2,1,1,1.290765434783465,2,1.03970739143249,2,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,32.0,4,2,2,2,2,2,2,2,runs/20260612_181259_stage4_hard_s109,hard_knee,109
22,0.201224168294832,0.0024913013761611,0.1987328669186709,32,0.0160969519880563,5,activation_whitened,5,8,4.235844150323939,8,2.3434862379469044,4,3,4,2.7762987868613123,4,1.4653102595817518,2,5,8,4.235844150323939,8,2.3434862379469044,4,8,32,32,8,4,2,2.0,2.0,4.0,4.0,8.0,32.0,,32,32,32,8,8,8,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
23,0.2195525586182443,0.0024967417474732,0.2170558168707711,32,0.0206121442745891,6,activation_whitened,6,8,5.573870398763183,8,3.205302070960534,4,3,4,3.797574257592799,4,1.8649337787684448,2,6,8,5.573870398763183,8,3.205302070960534,4,8,32,16,8,4,2,4.0,4.0,4.0,8.0,16.0,32.0,,32,32,16,16,16,16,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
24,0.3326049575985743,0.0025259316587037,0.3300790259398706,32,0.017477866366284,6,activation_whitened,6,8,5.3334903163256335,8,3.247690036771211,4,4,4,3.584256325023884,4,1.8368199603804327,2,6,8,5.3334903163256335,8,3.247690036771211,4,8,32,8,8,8,2,2.0,4.0,4.0,8.0,8.0,8.0,32.0,32,32,8,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
25,0.2009136488557792,0.0024930531110515,0.1984205957447277,32,0.0049509328725912,2,activation_whitened,2,2,2.127712409492748,4,1.7593748487079035,2,2,2,1.96583322868932,2,1.4422318422233735,2,2,2,2.127712409492748,4,1.7593748487079035,2,2,2,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,runs/20260612_181259_stage4_hard_s109,hard_knee,109
26,0.1142923471071074,0.0024952105452745,0.1117971365618328,32,0.0077053929368329,2,activation_whitened,2,2,1.7383012585923927,2,1.27739123421553,2,1,1,1.2757396735264046,2,1.068553526942931,2,2,2,1.7383012585923927,2,1.27739123421553,2,2,16,4,2,1,1,1.0,1.0,1.0,2.0,2.0,4.0,32.0,8,4,4,4,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
27,0.1322042728275701,0.0025081114513161,0.129696161376254,32,0.0110582638583048,4,activation_whitened,4,4,3.895697639251348,4,2.7690426993731743,4,4,4,3.5964958882057627,4,2.503060415813528,4,4,4,3.895697639251348,4,2.7690426993731743,4,4,16,8,8,4,2,2.0,2.0,4.0,4.0,8.0,16.0,,16,16,16,16,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
28,0.1247282613259446,0.0025052635665978,0.1222229977593468,32,0.006841517500437,3,activation_whitened,3,4,3.1208247659824355,4,2.4861044968183346,4,3,4,3.020084904281262,4,2.1472936116222447,4,3,4,3.1208247659824355,4,2.4861044968183346,4,4,8,8,8,4,2,2.0,2.0,4.0,4.0,8.0,8.0,16.0,16,8,8,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
29,0.4274116394337213,0.002510492078944,0.4249011473547773,32,0.0304255564850694,7,activation_whitened,5,8,4.721969478288338,8,2.274603175531385,4,2,2,2.425087295403183,4,1.3099587514300737,2,5,8,4.721969478288338,8,2.274603175531385,4,8,16,8,4,4,2,2.0,2.0,4.0,4.0,4.0,16.0,,16,16,16,16,16,8,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
30,0.0380188799314719,0.0024920797840538,0.035526800147418,32,0.0052770247613518,1,activation_whitened,1,1,1.118887352761944,2,1.0119202211047942,2,1,1,1.0958356305022474,2,1.010344076829932,2,1,1,1.118887352761944,2,1.0119202211047942,2,1,32,8,8,4,1,1.0,1.0,4.0,8.0,8.0,32.0,,32,8,8,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
31,0.1316830395488099,0.0024951497890774,0.1291878897597325,32,0.0053288285878331,2,activation_whitened,2,2,2.1338874970185966,4,1.819818554585913,2,2,2,1.7956825572772197,2,1.3016974546712308,2,2,2,2.1338874970185966,4,1.819818554585913,2,2,4,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8,8,8,4,4,2,2,2,runs/20260612_181259_stage4_hard_s109,hard_knee,109
32,0.4112773866532858,0.002512455151144,0.4087649315021417,32,0.0051908095888236,5,activation_whitened,5,8,4.795553823618652,8,3.0888351218630348,4,5,8,3.4008334687482966,4,1.7031203349797246,2,5,8,4.795553823618652,8,3.0888351218630348,4,8,8,8,8,4,2,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
33,0.2231813098920143,0.0025026399438877,0.2206786699481266,32,0.0055707563016188,4,activation_whitened,4,4,3.915388154003772,4,2.826947182944428,4,4,4,3.5632028080965803,4,2.476874425211831,4,4,4,3.915388154003772,4,2.826947182944428,4,4,8,4,4,4,2,2.0,4.0,4.0,4.0,4.0,4.0,4.0,8,8,8,8,8,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
34,0.1713736308998527,0.0024917519288734,0.1688818789709792,32,0.0375693695509688,7,activation_whitened,7,8,6.890378478316471,8,5.0542895427008405,8,7,8,5.956968126437214,8,3.2131560246272346,4,7,8,6.890378478316471,8,5.0542895427008405,8,8,32,16,16,8,2,4.0,8.0,16.0,,,,,32,32,16,16,16,16,16,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
35,0.2479231637915002,0.0024944641688869,0.2454286996226133,32,0.0075416832431756,4,activation_whitened,4,4,3.828642013940116,4,2.8016849869060336,4,4,4,3.1630649517227853,4,2.006625870648353,4,4,4,3.828642013940116,4,2.8016849869060336,4,4,8,4,4,4,2,2.0,2.0,4.0,4.0,4.0,4.0,4.0,16,16,8,4,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
36,0.1541853184891407,0.002511802831181,0.1516735156579597,32,0.0324957322393598,8,activation_whitened,7,8,6.7973725231874536,8,3.8501133576872686,4,4,4,4.389886700981542,8,1.934683047066481,2,7,8,6.7973725231874536,8,3.8501133576872686,4,8,32,32,16,4,2,4.0,4.0,16.0,32.0,,,,32,32,32,32,8,8,8,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
37,0.175537831025314,0.0024919657255975,0.1730458652997165,32,0.0054446333024707,2,activation_whitened,2,2,2.205022798763824,4,1.815154349452896,2,2,2,2.097270981004548,4,1.6773179092966533,2,2,2,2.205022798763824,4,1.815154349452896,2,2,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,4,4,4,4,2,2,2,runs/20260612_181259_stage4_hard_s109,hard_knee,109
38,0.0790201620374375,0.0024868605409486,0.0765333014964889,32,0.0050186899330262,2,activation_whitened,2,2,2.092540404791236,4,1.860749977573167,2,2,2,1.87695836722136,2,1.4266647898078784,2,2,2,2.092540404791236,4,1.860749977573167,2,2,16,4,4,2,1,1.0,2.0,2.0,4.0,4.0,4.0,16.0,16,16,8,8,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
39,0.4371575950470862,0.0024968266748238,0.4346607683722623,32,0.003978703605361,4,activation_whitened,4,4,3.751850642010214,4,2.38505350751648,4,2,2,2.316185455605816,4,1.345657427592467,2,4,4,3.751850642010214,4,2.38505350751648,4,4,4,4,4,4,2,2.0,2.0,4.0,4.0,4.0,4.0,4.0,8,4,4,4,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
40,0.0457722609054274,0.0024940636752718,0.0432781972301556,32,0.0039295924371624,1,activation_whitened,1,1,1.1386445780690293,2,1.014998607799181,2,1,1,1.132348177459092,2,1.0169694893554242,2,1,1,1.1386445780690293,2,1.014998607799181,2,1,8,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,8.0,16,8,8,1,1,1,1,1,runs/20260612_181259_stage4_hard_s109,hard_knee,109
41,0.4634989401214569,0.0024824663853106,0.4610164737361463,32,0.0096819756437521,7,activation_whitened,7,8,6.749058078411412,8,4.704988571833157,8,5,8,5.287244734980872,8,2.3612833906519173,4,7,8,6.749058078411412,8,4.704988571833157,8,8,16,8,8,8,4,4.0,4.0,8.0,8.0,8.0,8.0,8.0,16,16,8,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
42,0.2862812476627411,0.0024907286962368,0.2837905189665043,32,0.0102934784782424,5,activation_whitened,5,8,4.8845499817751765,8,3.457675200375004,4,5,8,4.026154073637719,8,2.2118192330020845,4,5,8,4.8845499817751765,8,3.457675200375004,4,8,16,8,8,4,2,4.0,4.0,4.0,4.0,8.0,8.0,16.0,16,16,16,16,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
43,0.1954784447748721,0.0024990633017455,0.1929793814731266,32,0.005612453122028,3,activation_whitened,3,4,3.142205548256418,4,2.6394117282428744,4,3,4,2.946935318982853,4,1.9929818899713667,2,3,4,3.142205548256418,4,2.6394117282428744,4,4,4,4,4,4,2,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
44,0.3209816438486527,0.0025202882244749,0.3184613556241777,32,0.0052272628564217,4,activation_whitened,4,4,3.891624891402728,4,2.987729530298589,4,4,4,3.2167524922817323,4,1.8816300544367508,2,4,4,3.891624891402728,4,2.987729530298589,4,4,4,4,4,4,2,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
45,0.1787432366612012,0.0025034008449563,0.1762398358162449,32,0.0099270794364053,4,activation_whitened,4,4,4.002952843368341,8,3.300301574929117,4,4,4,3.355770668791281,4,1.9980921271169985,2,4,4,4.002952843368341,8,3.300301574929117,4,4,32,8,8,4,2,2.0,4.0,4.0,4.0,8.0,8.0,32.0,32,8,8,8,8,8,8,8,runs/20260612_181259_stage4_hard_s109,hard_knee,109
46,0.1476808059801401,0.0024938540145959,0.1451869519655442,32,0.0058276700187668,3,activation_whitened,3,4,3.03735872729561,4,2.5404707280909817,4,3,4,2.7502680901284826,4,1.865955353997512,2,3,4,3.03735872729561,4,2.5404707280909817,4,4,8,4,4,4,2,2.0,2.0,2.0,4.0,4.0,4.0,8.0,16,8,8,8,8,4,4,4,runs/20260612_181259_stage4_hard_s109,hard_knee,109
47,0.1097419986899587,0.002485900488556,0.1072560982014027,32,0.0027931532750628,1,activation_whitened,1,1,1.0418019450584972,2,1.0038504537176585,2,1,1,1.0198383555652075,2,1.0018640633702618,2,1,1,1.0418019450584972,2,1.0038504537176585,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,runs/20260612_181259_stage4_hard_s109,hard_knee,109
0,0.1425107463055052,0.0025136447607339,0.1399971015447713,32,0.0096943090134662,3,activation_whitened,3,4,3.064921297298386,4,2.304116260700011,4,3,4,2.552981156353726,4,1.5868285090018188,2,3,4,3.064921297298386,4,2.304116260700011,4,4,8,8,8,8,2,2.0,4.0,4.0,8.0,8.0,8.0,,8,8,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
1,0.0538337844035121,0.0025021474729578,0.0513316369305543,32,0.0035560684404385,1,activation_whitened,1,1,1.0999410129903266,2,1.0102136688737962,2,1,1,1.0673992138557469,2,1.0074240498603446,2,1,1,1.0999410129903266,2,1.0102136688737962,2,1,4,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,4,1,1,1,runs/20260612_185340_stage4_hard_s113,hard_knee,113
2,0.1124786103927425,0.0025003248972642,0.1099782854954782,32,0.0046329711906609,2,activation_whitened,2,2,2.085970343435353,4,1.7153099014621045,2,2,2,1.7091537146028386,2,1.27066850790813,2,2,2,2.085970343435353,4,1.7153099014621045,2,2,8,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8,8,2,2,2,2,2,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
3,0.3622078808630249,0.0024977219468994,0.3597101589161255,32,0.0233693533676666,7,activation_whitened,7,8,5.816647649790372,8,3.3774182045343104,4,3,4,3.967198520066865,4,1.8885949314961947,2,7,8,5.816647649790372,8,3.3774182045343104,4,8,32,16,8,4,2,2.0,4.0,4.0,8.0,8.0,16.0,,32,32,16,16,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
4,0.1029946527215418,0.0024974578544778,0.100497194867064,32,0.0049644713977503,2,activation_whitened,2,2,2.06984364171267,4,1.6670007125930455,2,2,2,1.7697944569478157,2,1.3072163169928672,2,2,2,2.06984364171267,4,1.6670007125930455,2,2,8,4,4,2,1,1.0,2.0,2.0,2.0,4.0,4.0,8.0,8,8,8,8,4,4,4,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
5,0.3269921390223127,0.0025141953119883,0.3244779437103244,32,0.0077165262361922,5,activation_whitened,5,8,4.837764169851072,8,3.269672096929674,4,5,8,3.973434588012493,4,2.066866567748322,4,5,8,4.837764169851072,8,3.269672096929674,4,8,16,8,8,4,2,2.0,4.0,4.0,4.0,8.0,8.0,8.0,16,16,16,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
6,0.5235575555844306,0.0025212283695057,0.5210363272149249,32,0.0099229276571532,7,activation_whitened,7,8,6.264860771458332,8,3.4488851499251183,4,4,4,4.267358924926435,8,1.8916603424557263,2,7,8,6.264860771458332,8,3.4488851499251183,4,8,16,8,8,8,2,2.0,4.0,4.0,8.0,8.0,8.0,8.0,16,16,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
7,0.0648278668810309,0.0024949557437149,0.062332911137316,32,0.0037206486333783,1,activation_whitened,1,1,1.1360754386888472,2,1.0156922648724396,2,1,1,1.105883301854662,2,1.014497962525835,2,1,1,1.1360754386888472,2,1.0156922648724396,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,1,1,1,1,1,1,1,runs/20260612_185340_stage4_hard_s113,hard_knee,113
8,0.0917976276808459,0.0025031243807024,0.0892945033001435,32,0.0060455595245981,2,activation_whitened,2,2,2.258179338682841,4,1.8815153371779416,2,2,2,2.196122957922523,4,1.8948992683819657,2,2,2,2.258179338682841,4,1.8815153371779416,2,2,16,4,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,32.0,16,8,8,8,4,4,4,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
9,0.1978047472184559,0.0025219548500511,0.1952827923684048,32,0.0036001675187914,2,activation_whitened,2,2,2.0899408227735607,4,1.9358041835106188,2,2,2,1.864007072822442,2,1.4078403862916578,2,2,2,2.0899408227735607,4,1.9358041835106188,2,2,2,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
10,0.2509529428544268,0.002500590879608,0.2484523519748188,32,0.0162261576006684,6,activation_whitened,6,8,5.708919049754012,8,3.8103634457373534,4,4,4,4.190316562681008,8,1.9808946755441343,2,6,8,5.708919049754012,8,3.8103634457373534,4,8,32,16,16,8,4,4.0,4.0,4.0,8.0,16.0,16.0,,32,16,16,16,16,16,16,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
11,0.0363100495041738,0.0024925923329592,0.0338174571712145,32,0.0043600545873989,1,activation_whitened,1,1,1.1427727243003958,2,1.014869417479134,2,1,1,1.0710601171496386,2,1.0075393146527432,2,1,1,1.1427727243003958,2,1.014869417479134,2,1,16,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,16,4,4,4,1,1,1,1,runs/20260612_185340_stage4_hard_s113,hard_knee,113
12,0.2038253748703873,0.0024900998757221,0.2013352749946652,32,0.0034472589366597,2,activation_whitened,2,2,2.026325318025684,4,1.6799731433894132,2,2,2,1.9105828462071788,2,1.4850662365624705,2,2,2,2.026325318025684,4,1.6799731433894132,2,2,2,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4,4,4,2,2,2,2,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
13,0.3866353216349604,0.0024997222917252,0.3841355993432352,32,0.0211674208224248,7,activation_whitened,7,8,6.048340960761155,8,3.339158776017153,4,4,4,4.512279550471993,8,2.551354754228045,4,7,8,6.048340960761155,8,3.339158776017153,4,8,32,16,8,4,2,4.0,4.0,4.0,8.0,8.0,16.0,32.0,32,32,16,16,16,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
14,0.1987061323024602,0.0025000460170801,0.1962060862853801,32,0.0392964763656277,8,activation_whitened,8,8,7.279982830004822,8,4.135876092540203,8,8,8,6.8809933863329285,8,4.09011758098888,8,8,8,7.279982830004822,8,4.135876092540203,8,8,32,16,16,8,4,4.0,8.0,8.0,32.0,,,,32,32,32,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
15,0.1010790858318417,0.0025008705930342,0.0985782152388075,32,0.0119990701414634,3,activation_whitened,3,4,2.9955577067105184,4,2.2923896342740955,4,3,4,2.403237693361042,4,1.5643932812440302,2,3,4,2.9955577067105184,4,2.2923896342740955,4,4,32,16,8,4,2,2.0,2.0,4.0,8.0,8.0,32.0,,32,32,8,8,8,8,8,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
16,0.42006364877476,0.0025031161762239,0.4175605325985361,32,0.0061666135261968,5,activation_whitened,5,8,4.970721164382817,8,3.6377412227532258,4,5,8,3.920914128210677,4,1.9604266613318044,2,5,8,4.970721164382817,8,3.6377412227532258,4,8,8,8,8,4,4,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
17,0.1158267352959765,0.0024923658953357,0.1133343694006407,32,0.0045028820502857,2,activation_whitened,2,2,2.0464631237056192,4,1.7089220745787068,2,2,2,1.975347132116732,2,1.5707831271990014,2,2,2,2.0464631237056192,4,1.7089220745787068,2,2,4,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,4.0,8,8,8,4,4,4,4,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
18,0.1748071523799418,0.0025023308283841,0.1723048215515576,32,0.0355618231589677,6,activation_whitened,6,8,5.736803216441376,8,4.092506784936442,8,6,8,4.570280489591017,8,2.5554184198449383,4,6,8,5.736803216441376,8,4.092506784936442,8,8,32,32,16,4,2,4.0,4.0,16.0,32.0,,,,32,32,32,32,16,16,8,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
19,0.2112550193760907,0.0024925922958682,0.2087624270802225,32,0.018433194288356,6,activation_whitened,6,8,5.260456305425432,8,2.813780090046472,4,5,8,4.051976267855782,8,1.8909254894412344,2,6,8,5.260456305425432,8,2.813780090046472,4,8,32,16,8,8,2,4.0,4.0,4.0,8.0,16.0,32.0,,32,16,16,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
20,0.4437080307466626,0.0025133403514725,0.4411946903951901,32,0.0052732055641402,4,activation_whitened,4,4,4.048644240651008,8,3.1685532855392453,4,4,4,3.295014582977634,4,1.8583289721697407,2,4,4,4.048644240651008,8,3.1685532855392453,4,4,4,4,4,4,2,2.0,4.0,4.0,4.0,4.0,4.0,4.0,8,4,4,4,4,4,4,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
21,0.3860234364357073,0.0024877232355637,0.3835357132001436,32,0.0154365420975801,8,activation_whitened,8,8,7.679100582623942,8,4.987608045062353,8,7,8,5.615306553834079,8,2.302660467455562,4,8,8,7.679100582623942,8,4.987608045062353,8,8,32,16,8,8,4,4.0,8.0,8.0,8.0,8.0,16.0,32.0,32,32,16,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
22,0.1176100340114006,0.002486451245048,0.1151235827663526,32,0.0069812467343661,3,activation_whitened,3,4,2.991111495421772,4,2.20942988266187,4,3,4,2.9133855129502746,4,2.073693348672637,4,3,4,2.991111495421772,4,2.20942988266187,4,4,16,8,4,4,2,2.0,4.0,4.0,4.0,4.0,8.0,32.0,16,16,16,8,8,8,4,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
23,0.2825290658379347,0.0025179196203203,0.2800111462176144,32,0.0236856013403125,7,activation_whitened,7,8,6.594869204597369,8,3.997043822394912,4,5,8,5.032382634677662,8,2.333952189759167,4,7,8,6.594869204597369,8,3.997043822394912,4,8,32,16,8,8,4,4.0,4.0,8.0,8.0,16.0,32.0,,32,32,32,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
