layer,base_val_loss,oracle_val_loss,improvement_gap,best_rank,best_val_loss,true_k_strong,gradient_matrix_mode,gradient_detectable_rank,predicted_rank_detectable,gradient_effective_rank,predicted_rank_effective,gradient_stable_rank,predicted_rank_stable,raw_gradient_detectable_rank,predicted_rank_raw_detectable,raw_gradient_effective_rank,predicted_rank_raw_effective,raw_gradient_stable_rank,predicted_rank_raw_stable,whitened_gradient_detectable_rank,predicted_rank_whitened_detectable,whitened_gradient_effective_rank,predicted_rank_whitened_effective,whitened_gradient_stable_rank,predicted_rank_whitened_stable,predicted_rank_from_gradient,near_best_rank_gap_0.02,near_best_rank_gap_0.05,near_best_rank_gap_0.1,near_best_rank_gap_0.2,near_best_rank_gap_0.5,recovery_rank_0.5,recovery_rank_0.6,recovery_rank_0.7,recovery_rank_0.8,recovery_rank_0.85,recovery_rank_0.9,recovery_rank_0.95,penalized_rank_lambda_0.03,penalized_rank_lambda_0.05,penalized_rank_lambda_0.08,penalized_rank_lambda_0.1,penalized_rank_lambda_0.15,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3,penalized_rank_lambda_0.5,run_dir,condition,seed
42,0.1933197539047289,0.0143968430965452,0.1789229108081837,32,0.0250307001558142,4,activation_whitened,4,4,4.388033038821383,8,2.582121801621334,4,4,4,3.497827784966673,4,2.3173607239589944,4,4,4,4.388033038821383,8,2.582121801621334,4,4,16,16,8,4,2,2.0,2.0,4.0,4.0,8.0,16.0,,32,16,16,16,8,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
43,0.135544708709345,0.0144344692741947,0.1211102394351503,32,0.0353902090136425,5,activation_whitened,5,8,5.475308855502052,8,2.683813906766826,4,4,4,4.252421356301567,8,2.308741364545665,4,5,8,5.475308855502052,8,2.683813906766826,4,8,32,8,8,4,2,2.0,4.0,4.0,16.0,,,,32,16,16,16,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
44,0.0843893603953456,0.0143821359813502,0.0700072244139954,32,0.0373608148163178,7,activation_whitened,5,8,6.541748900102088,8,2.4003517559042407,4,4,4,4.853639444039918,8,2.09681209074167,4,5,8,6.541748900102088,8,2.4003517559042407,4,8,32,16,8,8,1,8.0,16.0,,,,,,32,32,32,16,16,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
45,0.0951475548059837,0.0144407545972337,0.08070680020875,32,0.042680589392016,8,activation_whitened,6,8,7.995970850382729,8,3.406267022069278,4,3,4,4.015783416734972,8,1.7435721725170228,2,6,8,7.995970850382729,8,3.406267022069278,4,8,32,32,16,4,1,8.0,32.0,,,,,,32,32,32,32,16,16,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
46,0.049073424621202,0.0144455327973873,0.0346278918238147,32,0.0193676637130351,1,activation_whitened,1,1,3.132337140447989,4,1.2130769453887456,2,2,2,2.150997763703066,4,1.1735341891461224,2,1,1,3.132337140447989,4,1.2130769453887456,2,1,16,2,1,1,1,1.0,1.0,1.0,2.0,32.0,,,16,8,2,2,2,2,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
47,0.0875912199920232,0.0144375557373908,0.0731536642546323,32,0.0250993192104138,3,activation_whitened,3,4,4.954220906223947,8,2.536430396722015,4,3,4,3.2765706004428705,4,1.8574177448323228,2,3,4,4.954220906223947,8,2.536430396722015,4,4,32,8,4,4,1,2.0,2.0,4.0,8.0,32.0,,,32,8,8,8,8,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
0,0.1392458640941566,0.0144150515280221,0.1248308125661345,32,0.0377466811646576,5,activation_whitened,5,8,6.1567718549183095,8,2.900517350120166,4,4,4,4.079751239293932,8,2.210486654704773,4,5,8,6.1567718549183095,8,2.900517350120166,4,8,32,16,8,4,2,2.0,4.0,8.0,32.0,,,,32,32,16,16,16,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
1,0.1083622534671779,0.0144231258845085,0.0939391275826694,32,0.024202665983435,3,activation_whitened,3,4,3.601673912286566,4,1.7346055217431011,2,3,4,2.7572680489472394,4,1.5291956827677635,2,3,4,3.601673912286566,4,1.7346055217431011,2,4,16,8,4,2,1,1.0,1.0,2.0,4.0,8.0,,,32,16,8,8,8,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
2,0.142438343086102,0.0144356599215023,0.1280026831645997,32,0.0225169705339953,3,activation_whitened,3,4,3.833287150211566,4,2.398054441857757,4,3,4,2.4877288482588984,4,1.4665325502437354,2,3,4,3.833287150211566,4,2.398054441857757,4,4,8,4,4,4,2,2.0,2.0,4.0,4.0,4.0,8.0,,16,8,8,8,8,8,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
3,0.0667972118142723,0.0144845532010063,0.052312658613266,32,0.0217902482113178,2,activation_whitened,2,2,3.5203577923148743,4,1.6110198277270606,2,2,2,2.234219541194095,4,1.339051792737471,2,2,2,3.5203577923148743,4,1.6110198277270606,2,2,16,16,2,2,1,1.0,2.0,2.0,16.0,16.0,,,16,16,16,16,16,16,2,2,runs/20260612_195235_stage4_sample_s103,sample_limited,103
4,0.1464193319288992,0.0143443832104186,0.1320749487184806,32,0.0391128146450049,5,activation_whitened,5,8,5.662322236804542,8,3.0288059114634174,4,3,4,3.7098497439763647,4,2.150296369397993,4,5,8,5.662322236804542,8,3.0288059114634174,4,8,32,16,8,4,2,2.0,4.0,8.0,32.0,,,,32,32,16,16,16,16,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
5,0.1096425622768729,0.0144296857260679,0.095212876550805,32,0.03840085814926,5,activation_whitened,5,8,6.377384627507466,8,2.975563409347392,4,5,8,4.534147047126464,8,2.172694305740924,4,5,8,6.377384627507466,8,2.975563409347392,4,8,32,32,16,4,1,4.0,8.0,32.0,,,,,32,32,32,32,16,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
6,0.2348752183784876,0.0143480450953147,0.2205271732831729,32,0.0246098456294122,4,activation_whitened,4,4,4.152414534973587,8,2.217053160969628,4,4,4,3.001183273857301,4,1.5927288500903936,2,4,4,4.152414534973587,8,2.217053160969628,4,4,16,8,4,4,1,2.0,2.0,4.0,4.0,4.0,8.0,32.0,16,8,8,8,8,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
7,0.1953713501658748,0.014393528331413,0.1809778218344618,32,0.0329159055524816,6,activation_whitened,4,4,4.557541962092691,8,2.1796325863989585,4,3,4,3.113546491703512,4,1.822421950429775,2,4,4,4.557541962092691,8,2.1796325863989585,4,4,16,4,4,2,1,2.0,2.0,2.0,4.0,4.0,,,16,16,8,8,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
8,0.1764773520461969,0.0143864848949974,0.1620908671511995,32,0.0353996953861933,5,activation_whitened,5,8,5.388928864489949,8,3.0598316189485275,4,4,4,3.453969210894106,4,1.7828352132602232,2,5,8,5.388928864489949,8,3.0598316189485275,4,8,32,16,4,4,2,2.0,4.0,4.0,8.0,32.0,,,32,16,16,16,8,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
9,0.0419832452631101,0.0144041009910985,0.0275791442720116,32,0.0192891956164988,1,activation_whitened,1,1,3.951552169537442,4,1.2719644469702152,2,1,1,2.314261840306523,4,1.167913662935926,2,1,1,3.951552169537442,4,1.2719644469702152,2,1,16,8,1,1,1,1.0,1.0,1.0,16.0,,,,32,16,8,1,1,1,1,1,runs/20260612_195235_stage4_sample_s103,sample_limited,103
10,0.140770483822078,0.0143183814938249,0.1264521023282531,32,0.0231888337588936,3,activation_whitened,3,4,3.731378746486061,4,2.074132811842512,4,3,4,2.592888909308883,4,1.4835395521368169,2,3,4,3.731378746486061,4,2.074132811842512,4,4,16,8,4,4,1,2.0,2.0,4.0,4.0,4.0,16.0,,32,16,8,8,8,8,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
11,0.2385681276693029,0.0144560834963015,0.2241120441730014,32,0.0354081032813484,6,activation_whitened,5,8,5.003859998766191,8,2.305458303946849,4,3,4,3.726810255151269,4,1.9026029282453991,2,5,8,5.003859998766191,8,2.305458303946849,4,8,32,8,8,4,2,2.0,2.0,4.0,8.0,8.0,32.0,,32,16,16,8,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
12,0.1419540496055651,0.0144074507127414,0.1275465988928237,32,0.0365887132189859,5,activation_whitened,5,8,5.138701762854647,8,2.360732260388461,4,3,4,3.533945582949845,4,1.9112400380479,2,5,8,5.138701762854647,8,2.360732260388461,4,8,32,8,8,2,1,2.0,2.0,4.0,32.0,,,,32,8,8,8,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
13,0.0558890126146016,0.0143560026752024,0.0415330099393992,32,0.0206210415984636,2,activation_whitened,2,2,4.166989723910063,8,2.225474572537664,4,2,2,2.6200915625914467,4,1.6310767552114658,2,2,2,4.166989723910063,8,2.225474572537664,4,2,32,16,4,4,1,2.0,4.0,4.0,16.0,,,,32,32,16,4,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
14,0.1204520502094322,0.0143988900842935,0.1060531601251387,32,0.0289064214839717,3,activation_whitened,3,4,3.740994395862748,4,1.9292696348309977,2,2,2,2.370208230383557,4,1.5763969519725023,2,3,4,3.740994395862748,4,1.9292696348309977,2,4,32,16,4,2,1,1.0,2.0,2.0,4.0,32.0,,,32,32,4,4,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
15,0.1232847864924326,0.014420227463176,0.1088645590292566,32,0.0437376573573216,7,activation_whitened,7,8,7.221682074933712,8,2.848065632035776,4,2,2,3.825150720068908,4,1.6335445416280905,2,7,8,7.221682074933712,8,2.848065632035776,4,8,32,16,8,4,1,4.0,8.0,32.0,,,,,32,32,16,16,16,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
16,0.1609582585148838,0.0144184969144767,0.1465397616004071,32,0.023033791678311,3,activation_whitened,3,4,3.770072097927229,4,2.1511247370902544,4,3,4,3.107549748595266,4,1.939869914980164,2,3,4,3.770072097927229,4,2.1511247370902544,4,4,8,8,8,8,2,2.0,2.0,4.0,8.0,8.0,8.0,,16,16,8,8,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
17,0.118012722176773,0.0144373497286474,0.1035753724481256,32,0.0352439947585546,6,activation_whitened,6,8,6.238858450716204,8,2.583047198410612,4,4,4,4.76651146335566,8,2.377514719459715,4,6,8,6.238858450716204,8,2.583047198410612,4,8,32,8,8,4,1,2.0,4.0,8.0,,,,,32,32,8,8,8,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
18,0.1885570947159233,0.0144214097095523,0.174135685006371,32,0.0295131728797284,4,activation_whitened,4,4,4.50995709065712,8,2.555505720583457,4,4,4,3.200298339852256,4,1.739272380943874,2,4,4,4.50995709065712,8,2.555505720583457,4,4,8,8,8,4,2,2.0,2.0,4.0,8.0,8.0,16.0,,16,8,8,8,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
19,0.0675233843110865,0.0143556650219693,0.0531677192891172,32,0.0346019911629843,3,activation_whitened,3,4,5.543335584323624,8,2.130571981840662,4,4,4,3.760566081661228,4,1.6293348360257582,2,3,4,5.543335584323624,8,2.130571981840662,4,4,32,16,8,2,1,8.0,32.0,,,,,,32,32,16,16,16,16,8,2,runs/20260612_195235_stage4_sample_s103,sample_limited,103
20,0.1380698583008761,0.0143815200051632,0.1236883382957129,32,0.0391304260952989,6,activation_whitened,5,8,5.165510900140409,8,2.1604712774096635,4,4,4,4.155378759190948,8,2.137167445645773,4,5,8,5.165510900140409,8,2.1604712774096635,4,8,32,16,4,2,1,2.0,2.0,4.0,,,,,32,32,16,16,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
21,0.0967655623767927,0.0143237525813296,0.082441809795463,32,0.0374099074115903,6,activation_whitened,5,8,5.8302422101978655,8,2.2274744139304787,4,4,4,4.497300697151121,8,2.0422972073515155,4,5,8,5.8302422101978655,8,2.2274744139304787,4,8,32,16,4,2,1,2.0,4.0,32.0,,,,,32,32,32,16,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
22,0.1729366942878623,0.0143834855122644,0.1585532087755979,32,0.036326205697763,5,activation_whitened,5,8,5.7422944382211405,8,3.1079353701649386,4,5,8,4.538767633016407,8,2.3383502346597376,4,5,8,5.7422944382211405,8,3.1079353701649386,4,8,32,16,8,4,2,4.0,4.0,8.0,16.0,32.0,,,32,32,16,16,16,16,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
23,0.0472647871166516,0.014380664505433,0.0328841226112186,32,0.0166977355753485,1,activation_whitened,1,1,2.580130586251503,4,1.1500922247028618,2,1,1,1.572275018489315,2,1.0642959510118557,2,1,1,2.580130586251503,4,1.1500922247028618,2,1,4,4,1,1,1,1.0,1.0,1.0,1.0,4.0,4.0,,8,8,4,4,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
24,0.1980946826979086,0.0144091237088827,0.1836855589890259,32,0.0559997833344543,8,activation_whitened,8,8,8.074472105817625,16,4.246386753675991,8,5,8,5.406393719278963,8,2.2593180898649385,4,8,8,8.074472105817625,16,4.246386753675991,8,8,32,16,8,4,2,4.0,8.0,16.0,,,,,32,32,16,16,16,16,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
25,0.1806082088009809,0.0144314808387706,0.1661767279622103,32,0.0328805034436019,4,activation_whitened,4,4,4.929509133152242,8,2.709218097419859,4,4,4,3.066817493601841,4,1.5643058360981077,2,4,4,4.929509133152242,8,2.709218097419859,4,4,32,16,16,4,2,2.0,4.0,4.0,16.0,16.0,,,32,32,16,16,16,16,16,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
26,0.1179178063933055,0.0144465930818293,0.1034712133114762,32,0.0242643856169486,2,activation_whitened,2,2,3.622836653568197,4,1.97852144413592,2,2,2,2.5072015940322747,4,1.563038844258865,2,2,2,3.622836653568197,4,1.97852144413592,2,2,8,2,2,2,1,2.0,2.0,2.0,2.0,2.0,32.0,,16,2,2,2,2,2,2,2,runs/20260612_195235_stage4_sample_s103,sample_limited,103
27,0.1904798038722875,0.0143975621808048,0.1760822416914827,32,0.0423758013493275,8,activation_whitened,5,8,5.307653377978759,8,2.2386941871609856,4,3,4,4.28988583692973,8,2.0554909403444808,4,5,8,5.307653377978759,8,2.2386941871609856,4,8,16,8,4,4,1,2.0,2.0,4.0,8.0,,,,16,8,8,8,8,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
28,0.0760834135145327,0.0144229305854523,0.0616604829290804,32,0.0212612981762174,1,activation_whitened,1,1,2.6503759145793304,4,1.1816446828787002,2,2,2,2.2767385534374425,4,1.196747967174438,2,1,1,2.6503759145793304,4,1.1816446828787002,2,1,8,2,1,1,1,1.0,1.0,1.0,1.0,2.0,,,8,8,8,8,2,2,2,2,runs/20260612_195235_stage4_sample_s103,sample_limited,103
29,0.2822841874937947,0.0144044765857638,0.2678797109080308,32,0.0478010564023857,7,activation_whitened,5,8,4.992397928563162,8,2.03722833721216,4,1,1,2.274153764403249,4,1.2338137728940215,2,5,8,4.992397928563162,8,2.03722833721216,4,8,32,16,8,4,1,1.0,2.0,4.0,8.0,32.0,,,32,32,16,16,16,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
30,0.1866626749943988,0.014464929291358,0.1721977457030407,32,0.0292129632411497,5,activation_whitened,5,8,5.6559034805839135,8,3.429766885773184,4,5,8,4.581602073632232,8,2.479855617480326,4,5,8,5.6559034805839135,8,3.429766885773184,4,8,16,8,8,4,2,4.0,4.0,4.0,8.0,8.0,32.0,,16,16,16,16,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
31,0.0975732418911489,0.0143970442475632,0.0831761976435856,32,0.0291311467528647,4,activation_whitened,4,4,5.1192255356624985,8,2.302993050877243,4,3,4,3.077051310183877,4,1.5404495394134443,2,4,4,5.1192255356624985,8,2.302993050877243,4,4,32,16,8,2,1,2.0,2.0,8.0,32.0,,,,32,32,16,8,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
32,0.0833177864793189,0.0144185834257865,0.0688992030535323,32,0.0268695681504478,3,activation_whitened,3,4,4.667422794205844,8,2.221422471132735,4,3,4,2.811871812456465,4,1.5257574037752737,2,3,4,4.667422794205844,8,2.221422471132735,4,4,32,32,8,4,1,2.0,4.0,8.0,32.0,,,,32,32,32,8,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
33,0.0507639909168389,0.0144362659736723,0.0363277249431666,32,0.022360715724454,1,activation_whitened,1,1,3.93041409287904,4,1.3091355161500582,2,1,1,1.9808497004292167,2,1.1357333469268065,2,1,1,3.93041409287904,4,1.3091355161500582,2,1,8,1,1,1,1,1.0,1.0,1.0,,,,,16,4,1,1,1,1,1,1,runs/20260612_195235_stage4_sample_s103,sample_limited,103
34,0.1116778745770926,0.0143466074466727,0.0973312671304199,32,0.0407426300091194,8,activation_whitened,7,8,7.862982530451147,8,3.09673938342851,4,4,4,5.062205221265285,8,2.198239117471549,4,7,8,7.862982530451147,8,3.09673938342851,4,8,32,16,8,4,1,4.0,8.0,32.0,,,,,32,32,16,16,8,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
35,0.2801580405315039,0.014338861064578,0.2658191794669259,32,0.0278847158256549,3,activation_whitened,3,4,3.844151335468896,4,2.271737737536068,4,3,4,2.62374831281915,4,1.5026368101053984,2,3,4,3.844151335468896,4,2.271737737536068,4,4,4,4,4,4,2,2.0,2.0,2.0,4.0,4.0,4.0,,4,4,4,4,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
36,0.1546126284035606,0.014419614354264,0.1401930140492966,32,0.0489587750348005,6,activation_whitened,6,8,6.29132599456608,8,3.31053631578456,4,4,4,4.487206732922621,8,2.3625910589930017,4,6,8,6.29132599456608,8,3.31053631578456,4,8,32,16,4,4,2,4.0,4.0,16.0,,,,,32,32,16,16,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
37,0.0957100830299757,0.0143995007012546,0.0813105823287211,32,0.0391289599222093,5,activation_whitened,5,8,6.860828872024161,8,3.1639053811441165,4,5,8,4.2346217842921074,8,2.1739526557444373,4,5,8,6.860828872024161,8,3.1639053811441165,4,8,32,32,16,4,1,4.0,16.0,,,,,,32,32,32,32,16,16,16,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
38,0.0513227845971899,0.0144069512126253,0.0369158333845646,32,0.0219086511698921,2,activation_whitened,2,2,4.653396050056636,8,1.8147504409912445,2,2,2,2.969389624333727,4,1.9878038205069208,2,2,2,4.653396050056636,8,1.8147504409912445,2,2,32,16,8,4,1,2.0,4.0,8.0,,,,,32,16,16,16,16,16,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
39,0.0959081258172234,0.0144146856857271,0.0814934401314963,32,0.0199239153441248,1,activation_whitened,1,1,1.971652056074056,2,1.1093455932717349,2,1,1,1.256951307667776,2,1.033737569676102,2,1,1,1.971652056074056,2,1.1093455932717349,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,2,2,2,2,1,1,1,1,runs/20260612_195235_stage4_sample_s103,sample_limited,103
40,0.1495943509520569,0.0143773377332231,0.1352170132188337,32,0.0425675008250633,6,activation_whitened,6,8,6.093079164561934,8,3.202857237626036,4,5,8,5.4229107568364725,8,2.8868033760146203,4,6,8,6.093079164561934,8,3.202857237626036,4,8,32,16,8,8,2,4.0,8.0,16.0,,,,,32,32,16,16,16,16,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
41,0.1582988159475466,0.014473842716992,0.1438249732305546,32,0.0229494420512178,2,activation_whitened,2,2,3.122507690905136,4,1.8666076328580783,2,2,2,2.5936930274830243,4,1.5867445468532588,2,2,2,3.122507690905136,4,1.8666076328580783,2,2,4,4,4,4,1,1.0,2.0,2.0,4.0,4.0,4.0,,8,4,4,4,4,4,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
42,0.1079419667050157,0.0143370812751724,0.0936048854298433,32,0.0375709637011638,8,activation_whitened,5,8,7.275651160873302,8,3.0014571098076788,4,4,4,4.449795759798157,8,1.9379457261631927,2,5,8,7.275651160873302,8,3.0014571098076788,4,8,16,16,8,4,1,4.0,8.0,16.0,,,,,32,16,16,16,16,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
43,0.2029002583733791,0.0144182926423707,0.1884819657310084,32,0.0410059438793954,8,activation_whitened,5,8,5.8818536234597865,8,2.688824136289863,4,4,4,4.568568532660986,8,2.5125042358345264,4,5,8,5.8818536234597865,8,2.688824136289863,4,8,16,8,4,4,1,2.0,2.0,4.0,8.0,32.0,,,32,16,16,8,8,8,8,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
44,0.1629010383577399,0.0143735842734381,0.1485274540843018,32,0.0595562270577539,8,activation_whitened,8,8,8.583481571372847,16,4.3929867288021045,8,5,8,5.562450258973485,8,2.688440181349821,4,8,8,8.583481571372847,16,4.3929867288021045,8,8,32,16,16,4,2,4.0,16.0,,,,,,32,32,16,16,16,16,16,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
45,0.1759916161032372,0.0144090186684582,0.1615825974347789,32,0.0383691451000913,5,activation_whitened,5,8,4.441802541681191,8,1.8876887735251064,2,3,4,2.3594783056397763,4,1.2819576404566542,2,5,8,4.441802541681191,8,1.8876887735251064,2,8,32,16,4,2,1,1.0,2.0,4.0,16.0,32.0,,,32,32,32,8,8,8,4,4,runs/20260612_195235_stage4_sample_s103,sample_limited,103
46,0.1528475702728176,0.0143848282219749,0.1384627420508427,32,0.0571641686608098,8,activation_whitened,8,8,8.626669994770968,16,3.941508251172202,4,5,8,5.484430093653039,8,2.142943136205149,4,8,8,8.626669994770968,16,3.941508251172202,4,8,32,32,16,8,1,8.0,16.0,,,,,,32,32,32,32,16,16,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
47,0.2103051480645615,0.0143850608058325,0.195920087258729,32,0.0408316769840877,6,activation_whitened,6,8,6.490126410137822,8,3.540926258765994,4,6,8,5.212578919567545,8,2.528513430530145,4,6,8,6.490126410137822,8,3.540926258765994,4,8,32,16,8,8,2,4.0,4.0,8.0,16.0,32.0,,,32,32,16,16,16,8,8,8,runs/20260612_195235_stage4_sample_s103,sample_limited,103
0,0.0519499170387246,0.0144038746871551,0.0375460423515695,32,0.0237449356393978,1,activation_whitened,2,2,3.9782803825270032,4,1.2972265821879674,2,3,4,3.441212918239507,4,1.328045963482015,2,2,2,3.9782803825270032,4,1.2972265821879674,2,2,32,16,2,1,1,1.0,2.0,8.0,,,,,32,32,16,8,2,2,2,2,runs/20260612_201022_stage4_sample_s107,sample_limited,107
1,0.1160277205441305,0.0144199322122881,0.1016077883318424,32,0.0458728533376419,6,activation_whitened,6,8,7.6688328577191935,8,3.8428095194800034,4,6,8,5.815187216941245,8,2.926516273826413,4,6,8,7.6688328577191935,8,3.8428095194800034,4,8,32,16,16,4,2,4.0,16.0,,,,,,32,32,32,16,16,16,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
2,0.1617714858095936,0.014405570763484,0.1473659150461096,32,0.0251833419533309,4,activation_whitened,4,4,4.3887532245966,8,2.1284145381898325,4,3,4,3.025934388517769,4,1.5684387219483469,2,4,4,4.3887532245966,8,2.1284145381898325,4,4,16,16,4,4,1,2.0,2.0,4.0,4.0,4.0,16.0,,32,16,16,16,4,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
3,0.0877589207861994,0.0143738147137432,0.0733851060724562,32,0.02333888645477,2,activation_whitened,2,2,3.3946672429032434,4,2.026102975693296,4,2,2,2.516001836251971,4,1.4982031932525808,2,2,2,3.3946672429032434,4,2.026102975693296,4,2,32,4,4,4,1,4.0,4.0,4.0,4.0,32.0,,,32,4,4,4,4,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
4,0.1786706912041032,0.0144713649951355,0.1641993262089677,32,0.0275901862916803,4,activation_whitened,4,4,4.11838794275427,8,2.0264883225464168,4,3,4,2.6873536201530994,4,1.4327750259964256,2,4,4,4.11838794275427,8,2.0264883225464168,4,4,32,8,4,4,1,1.0,2.0,4.0,4.0,8.0,32.0,,32,32,16,8,8,8,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
5,0.1291696220071483,0.0143629910448319,0.1148066309623163,32,0.0210738167635696,2,activation_whitened,2,2,2.972402376471032,4,2.0013298347659827,4,2,2,2.4289831332454312,4,1.7515140581665432,2,2,2,2.972402376471032,4,2.0013298347659827,4,2,4,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2.0,,4,4,4,4,2,2,2,2,runs/20260612_201022_stage4_sample_s107,sample_limited,107
6,0.1673272970560627,0.0144231323499676,0.1529041647060951,32,0.047428562996925,7,activation_whitened,7,8,7.332528405495504,8,3.336762351482624,4,4,4,4.600109168424721,8,1.9291250342928363,2,7,8,7.332528405495504,8,3.336762351482624,4,8,32,16,8,8,2,4.0,8.0,16.0,,,,,32,32,32,16,16,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
7,0.2143525717841597,0.0143830809481444,0.1999694908360153,32,0.0402865490568995,6,activation_whitened,6,8,6.281038139206012,8,3.283420290913196,4,6,8,5.617540268476551,8,2.925200774829299,4,6,8,6.281038139206012,8,3.283420290913196,4,8,32,16,8,8,2,4.0,8.0,8.0,16.0,32.0,,,32,32,16,16,16,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
8,0.1841102623165167,0.0144032222178803,0.1697070400986364,32,0.0272747920152994,4,activation_whitened,4,4,4.2744384672043765,8,2.123608084865648,4,4,4,3.356888518990717,4,1.7978574252176116,2,4,4,4.2744384672043765,8,2.123608084865648,4,4,16,8,4,4,1,2.0,2.0,4.0,4.0,8.0,16.0,,32,8,8,8,8,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
9,0.2169960202191758,0.0144455421510404,0.2025504780681354,32,0.0413932452379587,6,activation_whitened,6,8,6.7452133845149245,8,3.807299160150327,4,5,8,4.956655412854331,8,2.187635555687488,4,6,8,6.7452133845149245,8,3.807299160150327,4,8,32,16,16,4,2,4.0,4.0,8.0,16.0,32.0,,,32,32,16,16,16,16,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
10,0.1250605622182469,0.0144347683841619,0.110625793834085,32,0.0268901081625541,1,activation_whitened,1,1,2.3600757062990745,4,1.1776861211405956,2,1,1,1.6231656631934377,2,1.0945395530290123,2,1,1,2.3600757062990745,4,1.1776861211405956,2,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,,8,2,2,1,1,1,1,1,runs/20260612_201022_stage4_sample_s107,sample_limited,107
11,0.1470217890048914,0.0144208787144226,0.1326009102904688,32,0.0453586367268756,7,activation_whitened,6,8,6.79389936110809,8,3.00794743523267,4,4,4,4.18093688075695,8,1.8298797761436936,2,6,8,6.79389936110809,8,3.00794743523267,4,8,32,16,16,4,1,4.0,4.0,16.0,,,,,32,32,16,16,16,16,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
12,0.0532142823243124,0.0144804898946491,0.0387337924296632,32,0.0294628044788531,3,activation_whitened,3,4,5.802680259980943,8,2.4587525057847666,4,3,4,3.6019799573948337,4,1.8619843655039687,2,3,4,5.802680259980943,8,2.4587525057847666,4,4,32,32,16,8,1,16.0,32.0,,,,,,32,32,32,32,16,16,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
