condition,target,predictor,n_runs,mean_r2,sem_r2,mean_spearman,sem_spearman,mean_rmse_log2
hard_knee,recovery_rank_0.7,predicted_rank_raw_effective,5,0.6152210913721954,0.027072992599589205,0.7793157343757428,0.022306800829400772,0.592273384464734
hard_knee,recovery_rank_0.7,raw_gradient_detectable_rank,5,0.5939728957693243,0.0423062530193419,0.724854526851973,0.03819760583199817,0.6037235906865999
hard_knee,recovery_rank_0.7,predicted_rank_raw_detectable,5,0.5557324221095984,0.03624695378068374,0.715603925647498,0.03496379320139977,0.6344954059951127
hard_knee,recovery_rank_0.8,true_k_strong,5,0.7362222328493653,0.04755845383026887,0.8440005450556459,0.027156378950317955,0.5967251823804482
hard_knee,recovery_rank_0.8,gradient_effective_rank,5,0.7341641286657646,0.043384944502277666,0.8414921606826669,0.02571426025328691,0.5999225144663299
hard_knee,recovery_rank_0.8,whitened_gradient_effective_rank,5,0.7341641286657646,0.043384944502277666,0.8414921606826669,0.02571426025328691,0.5999225144663299
hard_knee,recovery_rank_0.8,gradient_detectable_rank,5,0.7339110058554601,0.04900716125056966,0.8453351454963185,0.026800571639356972,0.5970808931469156
hard_knee,recovery_rank_0.8,whitened_gradient_detectable_rank,5,0.7339110058554601,0.04900716125056966,0.8453351454963185,0.026800571639356972,0.5970808931469156
hard_knee,recovery_rank_0.8,predicted_rank_detectable,5,0.6991262966609686,0.05572682490953969,0.8199342161483723,0.03276348400142242,0.6369550173029737
hard_knee,recovery_rank_0.8,predicted_rank_whitened_detectable,5,0.6991262966609686,0.05572682490953969,0.8199342161483723,0.03276348400142242,0.6369550173029737
hard_knee,recovery_rank_0.8,raw_gradient_effective_rank,5,0.6839109921728593,0.0496252353458528,0.8059738692009806,0.02522471548603425,0.6525265805829014
hard_knee,recovery_rank_0.8,predicted_rank_whitened_effective,5,0.5961494443628736,0.059209143958025165,0.7556462747532933,0.041638730011924065,0.7409537789954234
hard_knee,recovery_rank_0.8,predicted_rank_raw_effective,5,0.5761777162691712,0.03481451925141372,0.7566872728249507,0.024725537883076108,0.7696049705195351
hard_knee,recovery_rank_0.8,raw_gradient_detectable_rank,5,0.5304165479297044,0.06291537798305176,0.6702354192295907,0.042354218059273384,0.7986419270498064
hard_knee,recovery_rank_0.8,predicted_rank_raw_detectable,5,0.5041086962541333,0.0578202043431122,0.6767470656712339,0.04135907804267,0.8243388106392595
sample_limited,near_best_rank_gap_0.1,gradient_effective_rank,5,0.6849249893232585,0.02820105431179996,0.7862211707068372,0.022323435155844052,0.6093890690417342
sample_limited,near_best_rank_gap_0.1,whitened_gradient_effective_rank,5,0.6849249893232585,0.02820105431179996,0.7862211707068372,0.022323435155844052,0.6093890690417342
sample_limited,near_best_rank_gap_0.1,raw_gradient_effective_rank,5,0.6268349351858917,0.03192201227778765,0.7398869801094963,0.029674473885360788,0.6623669575007465
sample_limited,near_best_rank_gap_0.1,predicted_rank_whitened_effective,5,0.5711174894157418,0.027905192275623512,0.7268105722067693,0.013453532957030619,0.7124299835887864
sample_limited,near_best_rank_gap_0.1,gradient_detectable_rank,5,0.5509499781611259,0.07543724452741446,0.6627461496007018,0.048409925160931115,0.7117056098554684
sample_limited,near_best_rank_gap_0.1,whitened_gradient_detectable_rank,5,0.5509499781611259,0.07543724452741446,0.6627461496007018,0.048409925160931115,0.7117056098554684
sample_limited,near_best_rank_gap_0.1,predicted_rank_detectable,5,0.52605391509029,0.07017654980492831,0.6392202569530114,0.05378362125409053,0.7339556151435097
sample_limited,near_best_rank_gap_0.1,predicted_rank_whitened_detectable,5,0.52605391509029,0.07017654980492831,0.6392202569530114,0.05378362125409053,0.7339556151435097
sample_limited,near_best_rank_gap_0.1,raw_gradient_detectable_rank,5,0.5147231665508436,0.035688079721910945,0.6402872289787848,0.028204297285268035,0.7543334640596668
sample_limited,near_best_rank_gap_0.1,predicted_rank_raw_detectable,5,0.5095263807359146,0.03814262147208993,0.6559840699205265,0.03230878035432513,0.7582315954572089
sample_limited,near_best_rank_gap_0.1,true_k_strong,5,0.4986319721122139,0.07735937853114243,0.5938262316412157,0.05930758584467341,0.753219834712378
sample_limited,near_best_rank_gap_0.1,predicted_rank_raw_effective,5,0.4728013281134065,0.04659438092083239,0.6438337990916378,0.04417450458941113,0.7859385309466955
sample_limited,near_best_rank_gap_0.2,raw_gradient_effective_rank,5,0.5938895181266638,0.07304507780998405,0.7283361677662845,0.057420069833220365,0.5137003497444684
