rule,budget,n_runs,mean_actual_cost,mean_val_loss,sem_val_loss,median_val_loss,mean_val_accuracy,sem_val_accuracy,median_val_accuracy,diverged_count,task,task_family
effective_rank,512,3,469.3333333333333,2.3556612730026245,0.4295180722861665,2.69188529253006,0.28125,0.126991931168356,0.1748046875,0,modular,
effective_rank,1024,3,1024.0,2.14459877461195,0.7583710149596842,2.442335367202759,0.3570963541666667,0.2153686277047446,0.26171875,0,modular,
effective_rank,1536,3,1536.0,1.7730822656303644,0.8614933182693266,1.829208850860596,0.470703125,0.2691175446305243,0.390625,0,modular,
effective_rank,2048,3,2005.3333333333333,1.614731286962827,0.8430359686379723,1.6439548879861832,0.5231119791666666,0.2614844239529342,0.484375,0,modular,
effective_rank,3072,3,3029.333333333333,0.4115015802284081,0.1674091994698612,0.5063189044594765,0.916015625,0.0411703431087561,0.892578125,0,modular,
effective_rank,4096,3,4010.6666666666665,0.3407551613636315,0.1476042766859022,0.3997074291110039,0.9459635416666666,0.0285290737169342,0.9423828125,0,modular,
gradient_norm,512,3,469.3333333333333,3.0022315283616385,0.2616578087512448,3.2328287065029144,0.1070963541666666,0.0300803091513977,0.08203125,0,modular,
gradient_norm,1024,3,1024.0,1.9096828202406568,0.73157017573595,1.824724704027176,0.4108072916666667,0.2147885029976355,0.357421875,0,modular,
gradient_norm,1536,3,1472.0,1.2361564015348752,0.3725477965314741,1.556339994072914,0.6168619791666666,0.1340564984705042,0.525390625,0,modular,
gradient_norm,2048,3,2048.0,0.8710562493652105,0.355516604006703,1.0243331044912338,0.7600911458333334,0.1127557367377086,0.703125,0,modular,
gradient_norm,3072,3,3072.0,0.5329074061786135,0.216854325865172,0.6978797540068626,0.8668619791666666,0.0676684139633709,0.830078125,0,modular,
gradient_norm,4096,3,4096.0,0.2599312579259276,0.0941212140644563,0.3538761623203754,0.9651692708333334,0.0171972382055628,0.96484375,0,modular,
marginal_gain_edge,512,3,448.0,3.1095142662525177,0.225295657787065,3.251082479953766,0.083984375,0.0280382868263656,0.0673828125,0,modular,
marginal_gain_edge,1024,3,1024.0,2.2655795191725097,0.7375098273508478,2.9913797676563263,0.3271484375,0.2035752221999278,0.1474609375,0,modular,
marginal_gain_edge,1536,3,1493.3333333333333,1.576879830410083,0.7078492638855142,1.6599006950855255,0.5240885416666666,0.2178415478006616,0.4453125,0,modular,
marginal_gain_edge,2048,3,2048.0,1.262018047273159,0.6211266039855716,1.140486605465412,0.6136067708333334,0.2053928120492102,0.640625,0,modular,
marginal_gain_edge,3072,3,3072.0,0.8174228981758156,0.5453980388618774,0.472503088414669,0.7786458333333334,0.187283143276376,0.939453125,0,modular,
marginal_gain_edge,4096,3,4096.0,0.3563859686255455,0.1790443448001285,0.3002546839416027,0.9329427083333334,0.0485975458503164,0.962890625,0,modular,
marginal_gain_soft,512,3,448.0,3.099058012167613,0.2494335019273245,3.283610224723816,0.0833333333333333,0.0318960588157784,0.0595703125,0,modular,
marginal_gain_soft,1024,3,1024.0,1.9214517225821808,0.6814615342650128,2.0025439262390137,0.4007161458333333,0.2005842364588968,0.3173828125,0,modular,
marginal_gain_soft,1536,3,1493.3333333333333,1.5593238087991874,0.6270073559155404,1.733605533838272,0.517578125,0.2008587520653506,0.431640625,0,modular,
marginal_gain_soft,2048,3,2026.6666666666667,0.801868220170339,0.28871303929285,1.0651849135756493,0.7841796875,0.0862495075893628,0.7109375,0,modular,
marginal_gain_soft,3072,3,3072.0,0.5152312777936459,0.1970437448376314,0.5682809948921204,0.8811848958333334,0.0508198387703174,0.869140625,0,modular,
marginal_gain_soft,4096,3,4096.0,0.2710373639129101,0.1147644238161173,0.3003630246967077,0.9599609375,0.0216244839586489,0.9541015625,0,modular,
soft_dimension,512,3,469.3333333333333,2.3795651644468307,0.3602619661313191,2.673824816942215,0.2688802083333333,0.0885506419700338,0.212890625,0,modular,
soft_dimension,1024,3,1024.0,1.9670822098851204,0.5623685106168028,2.087429866194725,0.3684895833333333,0.1738357447026904,0.279296875,0,modular,
soft_dimension,1536,3,1493.3333333333333,1.249027046064536,0.5312349677591317,1.476843744516373,0.5904947916666666,0.1882363448316258,0.4521484375,0,modular,
soft_dimension,2048,3,2005.3333333333333,0.9711713194847108,0.3519640512757365,1.2066546380519867,0.7080078125,0.1225978185695051,0.5908203125,0,modular,
soft_dimension,3072,3,2986.6666666666665,0.4858479571218292,0.1823642093433777,0.6558334603905678,0.8961588541666666,0.0456286861144146,0.8544921875,0,modular,
soft_dimension,4096,3,4010.6666666666665,0.3711192634267111,0.1661915655998485,0.4855692684650421,0.9296875,0.0383106352459629,0.9208984375,0,modular,
uniform,512,3,0.0,12.891331354777018,1.0907501262631325,12.151927947998049,0.0,0.0,0.0,0,modular,
uniform,1024,3,0.0,12.847374121348064,1.0621766357690554,12.062842845916748,0.0,0.0,0.0,0,modular,
uniform,1536,3,1152.0,1.7412690135339897,0.6053636195262413,2.1964242458343506,0.4794921875,0.1877617598303494,0.34375,0,modular,
uniform,2048,3,1152.0,1.5461571303506692,0.5449863904156407,1.780200481414795,0.4915364583333333,0.1785359362495344,0.3935546875,0,modular,
uniform,3072,3,2304.0,0.7720419842128953,0.3407641239283804,0.96013905107975,0.7587890625,0.1167363276729558,0.6943359375,0,modular,
uniform,4096,3,2304.0,0.8269042360285918,0.3140331604589452,1.025565929710865,0.7685546875,0.0947332740319979,0.708984375,0,modular,
uniform_fill,512,3,512.0,2.778332745035489,0.5558841392115231,3.294864922761917,0.1884765625,0.1387452124150558,0.0576171875,0,modular,
uniform_fill,1024,3,960.0,2.287653610110283,0.5356500279178881,2.296742618083954,0.3115234375,0.1451841163235488,0.3125,0,modular,
uniform_fill,1536,3,1536.0,1.3839444555342195,0.544637995260659,1.8019040375947952,0.5680338541666666,0.1786213820084898,0.41796875,0,modular,
uniform_fill,2048,3,1920.0,1.0593584949771564,0.4175201574092884,1.2785932570695877,0.6780598958333334,0.1425383583479608,0.5458984375,0,modular,
uniform_fill,3072,3,3072.0,0.6605514297261833,0.2980440494007602,0.7962235808372498,0.833984375,0.0822537749408788,0.7939453125,0,modular,
uniform_fill,4096,3,3840.0,0.4514892296865582,0.1934507357610928,0.5832834914326668,0.90234375,0.0503884800496327,0.8818359375,0,modular,
effective_rank,512,3,512.0,0.317436230679353,0.0708509824080423,0.2724726721644401,0.9791666666666666,0.0208333333333333,1.0,0,assoc,assoc
effective_rank,1024,3,1024.0,0.0123181849873314,0.0006930385727722,0.0119638743344694,1.0,0.0,1.0,0,assoc,assoc
effective_rank,1536,3,1536.0,0.0067419415766683,0.0004430601863398,0.006382783234585,1.0,0.0,1.0,0,assoc,assoc
effective_rank,2048,3,2048.0,0.0052765782456844,0.0025648208348824,0.003384664771147,1.0,0.0,1.0,0,assoc,assoc
effective_rank,3072,3,3072.0,0.0016540335685325,0.0002774018801431,0.0014250528474804,1.0,0.0,1.0,0,assoc,assoc
effective_rank,4096,3,4096.0,0.0012857603093531,3.745603808018464e-05,0.0013018574682064,1.0,0.0,1.0,0,assoc,assoc
effective_rank,6144,3,6144.0,0.0011432421500406,8.495190445381792e-05,0.0012102470500394,1.0,0.0,1.0,0,assoc,assoc
gradient_norm,512,3,512.0,0.424820398290952,0.030985582466401,0.4390171281993389,1.0,0.0,1.0,0,assoc,assoc
gradient_norm,1024,3,1002.6666666666666,0.0171260833352182,0.0011214741960448,0.0161327630048617,1.0,0.0,1.0,0,assoc,assoc
gradient_norm,1536,3,1536.0,0.004493606693965,0.0003943579882516,0.0047236484824679,1.0,0.0,1.0,0,assoc,assoc
gradient_norm,2048,3,2048.0,0.0022188358901378,8.367750587455478e-05,0.0021478722046595,1.0,0.0,1.0,0,assoc,assoc
gradient_norm,3072,3,3072.0,0.0015923353251612,0.0001074567560994,0.0016711400821805,1.0,0.0,1.0,0,assoc,assoc
gradient_norm,4096,3,4096.0,0.0011538847563011,4.626295209027911e-05,0.0011995138193015,1.0,0.0,1.0,0,assoc,assoc
gradient_norm,6144,3,6144.0,0.0010436916199977,1.5654047987199192e-05,0.0010433508869027,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_edge,512,3,512.0,0.3779764870802561,0.0467770165400412,0.4225919656455517,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_edge,1024,3,1002.6666666666666,0.0238516049381966,0.005383164448223,0.0287957650143653,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_edge,1536,3,1493.3333333333333,0.0062651428161188,0.0009351348837607,0.0059062943328171,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_edge,2048,3,2048.0,0.002214485022705,0.0002060060174445,0.0020451418677112,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_edge,3072,3,3072.0,0.001482661270226,0.0001466998188773,0.0014330253616208,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_edge,4096,3,4096.0,0.0012161967169958,7.407779559909164e-05,0.0011800708743976,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_edge,6144,3,6144.0,0.0009767007989769,6.916430623391006e-05,0.0009190030323225,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_soft,512,3,512.0,0.3262842384477456,0.0212699313564399,0.333236712962389,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_soft,1024,3,1024.0,0.0178831691931311,0.0022244123700538,0.0177876721136271,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_soft,1536,3,1536.0,0.0052916359660836,0.0004640609277665,0.005559439829085,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_soft,2048,3,2026.6666666666667,0.0025193771677246,0.0001009866512952,0.0025343219167552,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_soft,3072,3,3072.0,0.001595956418896,0.0001994879050317,0.0014637085841968,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_soft,4096,3,4096.0,0.0015440930340748,0.0001468314217157,0.0014828569837845,1.0,0.0,1.0,0,assoc,assoc
marginal_gain_soft,6144,3,6144.0,0.0012046273186569,7.82128399254247e-05,0.0011695241992129,1.0,0.0,1.0,0,assoc,assoc
soft_dimension,512,3,512.0,0.4228646519283454,0.0989857294068923,0.354807898402214,0.978515625,0.021484375,1.0,0,assoc,assoc
soft_dimension,1024,3,1024.0,0.0164174859722454,0.000557717561562,0.0168432143982499,1.0,0.0,1.0,0,assoc,assoc
soft_dimension,1536,3,1514.6666666666667,0.1672594316381339,0.1496286650089682,0.0303127483930438,0.9638671875,0.0361328125,1.0,0,assoc,assoc
soft_dimension,2048,3,2048.0,0.0024761186699227,0.0001896771777414,0.0024076226691249,1.0,0.0,1.0,0,assoc,assoc
soft_dimension,3072,3,3072.0,0.0017106869199778,0.0001010247813942,0.0016239237156696,1.0,0.0,1.0,0,assoc,assoc
soft_dimension,4096,3,4096.0,0.0012408015948797,8.017623822819653e-05,0.0013115805195411,1.0,0.0,1.0,0,assoc,assoc
soft_dimension,6144,3,6144.0,0.0010871767881325,2.885968776241528e-05,0.0010977134952554,1.0,0.0,1.0,0,assoc,assoc
uniform,512,3,0.0,11.36691121260325,0.1286183366462541,11.392446875572205,0.0,0.0,0.0,0,assoc,assoc
uniform,1024,3,0.0,11.397330204645792,0.1394828290514354,11.48525083065033,0.0,0.0,0.0,0,assoc,assoc
uniform,1536,3,1408.0,0.0141030335798858,0.0043117079968838,0.0117471700068563,1.0,0.0,1.0,0,assoc,assoc
uniform,2048,3,1408.0,0.0093615254542479,0.0019998728106378,0.0082640982000157,1.0,0.0,1.0,0,assoc,assoc
uniform,3072,3,2816.0,0.0024984128540381,0.0001782435664744,0.0024476901744492,1.0,0.0,1.0,0,assoc,assoc
uniform,4096,3,2816.0,0.0026904784317593,0.0004486561887802,0.0025317366817034,1.0,0.0,1.0,0,assoc,assoc
uniform,6144,3,5632.0,0.0011883212282554,0.0001151200666488,0.0011016254866262,1.0,0.0,1.0,0,assoc,assoc
uniform_fill,512,3,512.0,0.7273410049577554,0.3248039710337597,0.4114628508687019,0.83203125,0.1674807060099145,0.9990234375,0,assoc,assoc
uniform_fill,1024,3,1024.0,0.0602000045279661,0.0424110366222645,0.0200846788939088,1.0,0.0,1.0,0,assoc,assoc
uniform_fill,1536,3,1536.0,0.0140145267553937,0.0069678636726499,0.0091642568586394,1.0,0.0,1.0,0,assoc,assoc
uniform_fill,2048,3,2048.0,0.0046646039991173,0.0005283090006022,0.0044230647035874,1.0,0.0,1.0,0,assoc,assoc
uniform_fill,3072,3,3072.0,0.0020833439872755,0.000110475993189,0.0021644639491569,1.0,0.0,1.0,0,assoc,assoc
uniform_fill,4096,3,4096.0,0.0017414421696836,7.998299022992931e-05,0.0017073894414352,1.0,0.0,1.0,0,assoc,assoc
