run,seed,budget,rule,loss_delta_vs_uniform_fill,acc_delta_vs_uniform_fill,loss_ratio_vs_uniform_fill,actual_cost,uniform_fill_cost,task,task_family
20260611_133953_assoc_small_step4_s202,202,1536,marginal_gain_edge,-0.0002705724909901,0.0,0.9472108460293326,1536,1536,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,1536,marginal_gain_soft,-0.0007373876287602,0.0,0.856134417330283,1536,1536,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,2048,uniform,0.004369552974822,0.0,2.121967449897741,1408,2048,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,2048,effective_rank,0.0064572046103421,0.0,2.6580124859176446,2048,2048,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,2048,soft_dimension,-0.0017073093622457,0.0,0.5616152173041501,2048,2048,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,2048,gradient_norm,-0.0017466730205342,0.0,0.5515078347954409,2048,2048,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,2048,marginal_gain_edge,-0.0019206694414607,0.0,0.5068308800123965,2048,2048,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,2048,marginal_gain_soft,-0.0015570749528706,0.0,0.6001908148869534,2048,2048,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,3072,uniform,0.0002832262252923,0.0,1.130852826355746,2816,3072,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,3072,effective_rank,-0.0007394111016764,0.0,0.6583860396637631,3072,3072,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,3072,soft_dimension,-0.0002523697039577,0.0,0.8834031381968257,3072,3072,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,3072,gradient_norm,-0.0007846876396797,0.0,0.6374679097864159,3072,3072,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,3072,marginal_gain_edge,-0.0009074137924472,0.0,0.5807674261330825,3072,3072,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,3072,marginal_gain_soft,-0.0008283731149276,0.0,0.6172848638803308,3072,3072,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,4096,uniform,0.0001111829624277,0.0,1.0587080617308149,2816,4096,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,4096,effective_rank,-0.0005919703835388,0.0,0.6874212283902382,4096,4096,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,4096,soft_dimension,-0.0005822473322042,0.0,0.6925553018625126,4096,4096,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,4096,gradient_norm,-0.0006943140324438,0.0,0.6333805990845793,4096,4096,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,4096,marginal_gain_edge,-0.0007840019388822,0.0,0.5860225953695922,4096,4096,assoc,assoc
