experiment,seed,task_rep,rank,alpha,lr,steps,steps_completed,diverged,base_val_loss,oracle_val_loss,final_train_loss,final_val_loss,forgetting_loss,adapter_edge,adapter_detectable_rank,adapter_stable_rank_edge_summary,adapter_effective_rank_edge_summary,gradient_edge,gradient_detectable_rank,gradient_stable_rank,gradient_effective_rank,gradient_frobenius,gradient_nuclear,gradient_top_sv,gradient_left_overlap_true,gradient_right_overlap_true,gradient_mean_overlap_true,gradient_null_method,gradient_null_quantile,adapter_frobenius,adapter_nuclear,adapter_stable_rank,adapter_effective_rank,adapter_top_sv,adapter_left_overlap_true,adapter_right_overlap_true,adapter_mean_overlap_true,intruder_count,intruder_energy,detectable_signal_energy,detectable_adapter_rank
lora_rank,11,0,1,16.0,0.8,500,500,False,0.1617715916510065,0.0025112200121864335,6082719.838361973,6009827.967480641,6009220.2893998055,2902.6252943177883,1,1.0,0.9999999999989999,0.029341940210705,3,1.6074408601941146,3.3493553189225436,0.11635459894591409,0.27303299975947065,0.09177323730774166,0.99971250179145,0.5434706969744443,0.7715915993829472,permute,0.995,8593.956201220626,8593.956201220626,1.0,0.9999999999989999,8593.956201220626,0.17777771916884938,0.053142152980509665,0.11545993607467953,0,0.0,73856083.18849845,1
lora_rank,11,0,2,16.0,0.8,500,500,False,0.1617715916510065,0.0025112200121864335,0.055419698374729,0.05693296248021998,0.10497320686520643,0.6395359577924734,2,1.6174520927040554,1.9443180272739482,0.029341940210705,3,1.6074408601941146,3.3493553189225436,0.11635459894591409,0.27303299975947065,0.09177323730774166,0.99971250179145,0.5434706969744443,0.7715915993829472,permute,0.995,3.539078321806414,4.969385714337264,1.6174520927038465,1.9443180272740004,2.7827517263123593,0.29181122722782454,0.2816298907343765,0.2867205589811005,0,0.0,12.525075367880099,2
lora_rank,11,0,4,16.0,0.8,500,500,False,0.1617715916510065,0.0025112200121864335,0.0209034741120816,0.021265815193111832,0.1406822138530145,0.7676414035758823,4,2.2997998402582662,3.5742203478384353,0.029341940210705,3,1.6074408601941146,3.3493553189225436,0.11635459894591409,0.27303299975947065,0.09177323730774166,0.99971250179145,0.5434706969744443,0.7715915993829472,permute,0.995,4.234124857425912,8.226884632066703,2.299799840257971,3.5742203478383807,2.7920207447129597,0.5112238583007491,0.5210208655046954,0.5161223619027222,0,0.0,17.927813308272004,4
lora_rank,11,0,8,16.0,0.8,500,500,False,0.1617715916510065,0.0025112200121864335,0.002581688475380305,0.002648452288169954,0.1587204418644662,0.8146493892381123,6,2.6087030772608806,5.079752582658314,0.029341940210705,3,1.6074408601941146,3.3493553189225436,0.11635459894591409,0.27303299975947065,0.09177323730774166,0.99971250179145,0.5434706969744443,0.7715915993829472,permute,0.995,4.520775237882485,11.180822261871104,2.6087030772605475,5.079752582658158,2.7989851237013967,0.9997981886493834,0.990964207016585,0.9953811978329843,0,0.0,19.919164067443237,6
lora_rank,11,0,16,16.0,0.8,500,500,False,0.1617715916510065,0.0025112200121864335,0.004767407386110391,0.004865212967514548,0.15262200514512494,0.7918625054382209,5,2.4281601672910424,4.45927416534631,0.029341940210705,3,1.6074408601941146,3.3493553189225436,0.11635459894591409,0.27303299975947065,0.09177323730774166,0.99971250179145,0.5434706969744443,0.7715915993829472,permute,0.995,4.356632708342375,10.13347556558226,2.428160167290732,4.459274165346195,2.7958397968937048,0.9997208007953723,0.9065242552352378,0.9531225280153051,0,0.0,18.42721534533287,5
lora_rank,11,0,32,16.0,0.8,500,500,False,0.1617715916510065,0.0025112200121864335,0.02161354121580166,0.022692581641617453,0.12208769697352488,0.6614895838794078,3,1.79036864740561,2.87415807430321,0.029341940210705,3,1.6074408601941146,3.3493553189225436,0.11635459894591409,0.27303299975947065,0.09177323730774166,0.99971250179145,0.5434706969744443,0.7715915993829472,permute,0.995,3.62818607337984,6.877242222161619,1.7903686474053666,2.874158074303198,2.71155438868325,0.9996516693087238,0.7361291973708166,0.8678904333397702,0,0.0,12.881314997870248,3
lora_rank,11,1,1,16.0,0.8,500,500,False,0.15882277301178963,0.002502898188563066,187901.19561074476,191417.53281536634,191365.42205292714,589.6095267186387,1,1.0,0.9999999999989999,0.021899544825813484,4,2.747592135210397,4.759486457737571,0.09618423074678695,0.25009771940284264,0.05802668275273856,0.9996981995086016,0.5704361746474683,0.785067187078035,permute,0.995,1485.8457486900418,1485.845748690042,1.0,0.9999999999989999,1485.8457486900418,0.18388750343635174,0.05353910332463651,0.11871330338049413,0,0.0,2207737.58890027,1
lora_rank,11,1,2,16.0,0.8,500,500,False,0.15882277301178963,0.002502898188563066,0.05761717133150373,0.060628596446794115,0.09839032210434338,0.6361783764124355,2,1.6111390988400769,1.9420241534946003,0.021899544825813484,4,2.747592135210397,4.759486457737571,0.09618423074678695,0.25009771940284264,0.05802668275273856,0.9996981995086016,0.5704361746474683,0.785067187078035,permute,0.995,3.5321154701649697,4.958109144595487,1.6111390988398688,1.9420241534946527,2.782712726904223,0.2908512145797069,0.27987835379281567,0.2853647841862613,0,0.0,12.475839694578708,2
lora_rank,11,1,4,16.0,0.8,500,500,False,0.15882277301178963,0.002502898188563066,0.024893125683554725,0.02613357936428213,0.13278602830508654,0.7404046472243105,4,2.222746209898844,3.4747411493773934,0.021899544825813484,4,2.747592135210397,4.759486457737571,0.09618423074678695,0.25009771940284264,0.05802668275273856,0.9996981995086016,0.5704361746474683,0.785067187078035,permute,0.995,4.177511188309194,8.0492373103847,2.2227462098985606,3.474741149377344,2.8020293661261406,0.5094568304335678,0.5137822886870751,0.5116195595603215,0,0.0,17.451599728448492,4
lora_rank,11,1,8,16.0,0.8,500,500,False,0.15882277301178963,0.002502898188563066,0.0028543913276059115,0.002980816768212711,0.15537386676641987,0.8144082891630671,6,2.5932456968795776,5.002684620074087,0.021899544825813484,4,2.747592135210397,4.759486457737571,0.09618423074678695,0.25009771940284264,0.05802668275273856,0.9996981995086016,0.5704361746474683,0.785067187078035,permute,0.995,4.513845036086518,11.054588369063238,2.593245696879247,5.002684620073938,2.803011066306162,0.9997518827275361,0.9721342088152656,0.9859430457714009,0,0.0,19.922712013454156,6
lora_rank,11,1,16,16.0,0.8,500,500,False,0.15882277301178963,0.002502898188563066,0.004884787240294083,0.005101888070558458,0.15019342457990417,0.7777388515828701,5,2.4503766974046357,4.512103185265048,0.021899544825813484,4,2.747592135210397,4.759486457737571,0.09618423074678695,0.25009771940284264,0.05802668275273856,0.9996981995086016,0.5704361746474683,0.785067187078035,permute,0.995,4.379811682342465,10.180084580221656,2.4503766974043226,4.512103185264929,2.7979439536318864,0.9996840935895822,0.9195832482116771,0.9596336709006297,0,0.0,18.690934032769064,5
