task_family,scaling_mode,condition_id,rule,allocation_rule,is_primary_allocation_rule,budget,n_independent_runs,mean_loss_delta,sem_loss_delta,median_loss_delta,cluster_bootstrap_ci_low,cluster_bootstrap_ci_high,exact_sign_flip_p_two_sided,run_wins_loss,run_ties_loss,mean_accuracy_delta,sem_accuracy_delta
associative_recall,rslora,gradient_norm,gradient_norm,gradient_norm,False,512,5,-0.2961351641764244,0.1070545944598975,-0.18850276805460453,-0.4875713211794694,-0.11496045428017773,0.0625,5,0,0.1310546875,0.04999395969781026
associative_recall,rslora,gradient_norm,gradient_norm,gradient_norm,False,1024,5,-0.1308591919175039,0.09604606421035711,-0.030134765120844065,-0.32628621242474765,-0.018444670426348852,0.0625,5,0,0.04147135416666667,0.040903295669486514
associative_recall,rslora,gradient_norm,gradient_norm,gradient_norm,False,1536,5,-0.006173713897199687,0.0007545448946016642,-0.005954804713837767,-0.007436234048024454,-0.00484651054333274,0.0625,5,0,0.0,0.0
associative_recall,rslora,gradient_norm,gradient_norm,gradient_norm,False,2048,5,-0.0027721603701744667,0.0003509892168650534,-0.002767460226702167,-0.003377645365738607,-0.0021666753746103266,0.0625,5,0,0.0,0.0
associative_recall,rslora,gradient_norm,gradient_norm,gradient_norm,False,3072,5,-0.0008872352036026733,0.00015294835314640394,-0.0008396377331033999,-0.0011757057198944403,-0.0006489231396699466,0.0625,5,0,0.0,0.0
associative_recall,rslora,gradient_norm,gradient_norm,gradient_norm,False,4096,5,-0.0006270978017710333,8.699635916475953e-05,-0.0005437903455458667,-0.0008005045645404666,-0.0005295240514291066,0.0625,5,0,0.0,0.0
associative_recall,rslora,gradient_norm,gradient_norm,gradient_norm,False,6144,5,-0.00020865044740884004,2.6598032987813553e-05,-0.00018505440918186667,-0.00025863432141099335,-0.00016469800563454672,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,5,-0.36393090784549714,0.10024662110103345,-0.28548392715553444,-0.5449128245313963,-0.19982097633183002,0.0625,5,0,0.13138020833333336,0.050186466504629205
associative_recall,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,5,-0.12977547405753287,0.09796574326434745,-0.022055595957984536,-0.32980540798356134,-0.014575334001953415,0.0625,5,0,0.04147135416666667,0.040903295669486514
associative_recall,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,5,-0.005722051618310306,0.0007083846707268928,-0.005796380593286199,-0.0069762103919250125,-0.0044678928446956,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,5,-0.0026943995433005735,0.00034985156911982975,-0.0026304277804835665,-0.0033188842799669665,-0.00206991480663418,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,5,-0.0009039482994315466,0.00015555231921213035,-0.0008370711827107334,-0.0011809460809066336,-0.0006366491637891001,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,5,-0.0005937992100371132,8.821924512224079e-05,-0.0005779327620984999,-0.0007670410802044533,-0.0004538056770495067,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,6144,5,-0.00019698518881342003,2.9279908908902344e-05,-0.00021391683549156672,-0.00024642445205244,-0.00014542101513751333,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,5,-0.36393090784549714,0.10024662110103345,-0.28548392715553444,-0.5480534660319487,-0.19982097633183002,0.0625,5,0,0.13138020833333336,0.050186466504629205
associative_recall,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,5,-0.12826003123385213,0.09842438363250552,-0.022055595957984536,-0.328781295226266,-0.011544448354591934,0.0625,5,0,0.04147135416666667,0.040903295669486514
associative_recall,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,5,-0.006184941355604674,0.0008202495048471815,-0.0072736308793537345,-0.007544943787312746,-0.0046896466325658005,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,5,-0.0026182181327991734,0.0003977847896977737,-0.0026304277804835665,-0.003318884279966966,-0.0019175519856313799,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,5,-0.0008349676053815801,0.00016083343108173995,-0.0008101755811367335,-0.0011432441824581535,-0.0005730843578930802,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,5,-0.00056240837730002,0.00010621865258114536,-0.0005758829211117666,-0.00074108871437298,-0.00035985086869916663,0.0625,5,0,0.0,0.0
associative_recall,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,5,-0.00013921071125273335,2.2392142752468776e-05,-0.00012048158047646663,-0.00018264553364135338,-0.00010496307174133338,0.0625,5,0,0.0,0.0
associative_recall,rslora,soft_dimension,soft_dimension,soft_dimension,True,512,5,-0.23417393850783505,0.10981737050897424,-0.1785916512211164,-0.4430978362758954,-0.0616018754740556,0.125,4,0,0.07513020833333334,0.04980824044380463
associative_recall,rslora,soft_dimension,soft_dimension,soft_dimension,True,1024,5,-0.13208443770805994,0.09790069654997631,-0.0284290480970716,-0.3314907631604001,-0.015427649013387678,0.0625,5,0,0.04147135416666667,0.040903295669486514
associative_recall,rslora,soft_dimension,soft_dimension,soft_dimension,True,1536,5,-0.0035411458113230798,0.0005007645758093833,-0.0041129766420151,-0.004388394183479246,-0.0026609363926885198,0.0625,5,0,-6.510416666666667e-05,6.510416666666667e-05
associative_recall,rslora,soft_dimension,soft_dimension,soft_dimension,True,2048,5,-0.0020306315641695,0.0002901507176902211,-0.0020560847478918666,-0.0025284671819342007,-0.0015093702919936332,0.0625,5,0,0.0,0.0
associative_recall,rslora,soft_dimension,soft_dimension,soft_dimension,True,3072,5,-0.0004034521194019601,8.497865472156468e-05,-0.00033267785329373333,-0.0005620881750170734,-0.00026368802646173334,0.0625,5,0,0.0,0.0
associative_recall,rslora,soft_dimension,soft_dimension,soft_dimension,True,4096,5,-0.0005165264078338401,5.165352852074813e-05,-0.0005322989018168333,-0.0006046042292534067,-0.0004284485864142734,0.0625,5,0,0.0,0.0
associative_recall,rslora,soft_dimension,soft_dimension,soft_dimension,True,6144,5,-0.0001542879152111934,1.7712393389731237e-05,-0.00014426512886230004,-0.00019062768211976672,-0.00012923280689093342,0.0625,5,0,0.0,0.0
associative_recall,rslora,uniform,uniform,uniform,False,512,5,10.840303476030627,0.07913454288997514,10.759891385833422,10.70980956753095,10.991039325172702,0.0625,0,0,-0.8686197916666666,0.050186466504629205
associative_recall,rslora,uniform,uniform,uniform,False,1024,5,11.392683436426644,0.09641305472715851,11.51632172606575,11.20001058089547,11.54348137001507,0.0625,0,0,-0.9585286458333332,0.040903295669486514
associative_recall,rslora,uniform,uniform,uniform,False,1536,5,0.00012365519845237353,0.00045309571997230734,-0.00031645995719980016,-0.0003966726129874667,0.0010346357012167603,1.0,4,0,0.0,0.0
associative_recall,rslora,uniform,uniform,uniform,False,2048,5,0.006602133756193033,0.0026172034775529826,0.004367693036329033,0.00352329490706326,0.011860909371171156,0.0625,0,0,0.0,0.0
associative_recall,rslora,uniform,uniform,uniform,False,3072,5,-1.3795623090134e-06,9.821238827344734e-05,5.956145954163326e-05,-0.00019264527945780013,0.00013760392224260664,0.9375,2,0,0.0,0.0
associative_recall,rslora,uniform,uniform,uniform,False,4096,5,0.0006594556354684667,4.995573295181907e-05,0.0006357158611839,0.0005794121650978734,0.00075371723990732,0.0625,0,0,0.0,0.0
associative_recall,rslora,uniform,uniform,uniform,False,6144,5,-2.5045301300002567e-07,9.299681683728517e-06,-6.999839873333361e-06,-1.2635083597473357e-05,1.873227690036665e-05,1.0,4,0,0.0,0.0
associative_recall,standard,effective_rank,effective_rank,effective_rank,False,512,5,-0.3291522229711215,0.12423250079467295,-0.33013425146540004,-0.5675727799534799,-0.11499130999048549,0.125,4,0,0.09518229166666667,0.03369802609582631
associative_recall,standard,effective_rank,effective_rank,effective_rank,False,1024,5,-0.3626070790303251,0.19302743593412955,-0.18479148251935842,-0.7311874187085777,-0.05058725153406461,0.0625,5,0,0.11940104166666665,0.06886003724126406
associative_recall,standard,effective_rank,effective_rank,effective_rank,False,1536,5,-0.004057289983999613,0.0003490867549728736,-0.0042099393128106994,-0.004517862767291592,-0.003380461384464667,0.0625,5,0,0.0,0.0
associative_recall,standard,effective_rank,effective_rank,effective_rank,False,2048,5,-0.00422587153637626,0.002463625004951119,-0.001867883673791433,-0.009243030109792034,-0.0013911152471943265,0.0625,5,0,0.0,0.0
associative_recall,standard,effective_rank,effective_rank,effective_rank,False,3072,5,-0.00043003214426182,9.074376487608458e-05,-0.00043122167213969993,-0.0005687459614515867,-0.00025833132385740003,0.0625,5,0,0.0,0.0
associative_recall,standard,effective_rank,effective_rank,effective_rank,False,4096,5,-0.00046396023584142665,5.257143970428428e-05,-0.0004739046125905666,-0.0005530731519684266,-0.00035976204623392,0.0625,5,0,0.0,0.0
associative_recall,standard,effective_rank,effective_rank,effective_rank,False,6144,5,-0.00011948201038953334,2.0297422752262422e-05,-0.0001372288776716667,-0.00014788863481954667,-7.877346555082668e-05,0.0625,5,0,0.0,0.0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,False,512,5,-0.3590668393919866,0.11332900076861031,-0.3067185444136461,-0.5794092870006959,-0.1868197853366534,0.0625,5,0,0.14309895833333336,0.04387540253264075
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,False,1024,5,-0.36022966504873083,0.19130256218394345,-0.18697514586771533,-0.7260436385714759,-0.051845284101242825,0.0625,5,0,0.11940104166666665,0.06886003724126406
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,False,1536,5,-0.005741341196699073,0.0008366135804656177,-0.0056778142461553,-0.00727485996321776,-0.0041782835770088,0.0625,5,0,0.0,0.0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,False,2048,5,-0.004632846282523433,0.002358309570318831,-0.002711707522394167,-0.009379927733486206,-0.001939477707492193,0.0625,5,0,0.0,0.0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,False,3072,5,-0.0006083911886283466,4.296338289535696e-05,-0.0006518229347420667,-0.0006826028412130266,-0.0005341795360436667,0.0625,5,0,0.0,0.0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,False,4096,5,-0.0004449408578996934,8.426897817908804e-05,-0.0003857731790049334,-0.0006151621520984935,-0.00033056978621364005,0.0625,5,0,0.0,0.0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,False,6144,5,-0.00014636448274054668,1.9552894444152596e-05,-0.00013997827772983332,-0.00018260357901453333,-0.00011590133265902004,0.0625,5,0,0.0,0.0
