run,seed,task_family,protocol_version,site_name,d_in,d_out,n_tokens,n_batches,whitening,lambda_scale,calibration_data_seed,permutation_seed,dropout_disabled_during_calibration,edge,null_bootstrap,null_quantile,null_quantile_method,null_uncertainty_resamples,edge_mc_confidence,edge_mc_ci_low,edge_mc_ci_high,edge_q_0_99,edge_q_0_995,edge_q_0_999,gradient_norm,cov_trace,cov_effective_rank,top_sv,frobenius,nuclear,effective_rank,stable_rank,hard_detectable_rank,soft_dimension
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.k_proj,64,64,8192,8,diag,0.01,1137808852,564143459,True,0.0432020214270996,4096,0.995,linear,2000,0.95,0.0428759609147753,0.0436717667040315,0.0427011384263348,0.0432020214270996,0.0444615019887285,0.1574003078054243,67.01829690625001,19.513545809318803,0.1230920006072946,0.1567570824221315,0.4221165142972434,3.71751930197792,1.621790241486765,2,3.366412237056568
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.v_proj,64,64,8192,8,diag,0.01,1137808852,650855567,True,0.2591585012081863,4096,0.995,linear,2000,0.95,0.257624094154701,0.2599579928864471,0.2571807738347691,0.2591585012081863,0.2641865070947163,1.0134879575323068,67.01829690625001,19.513545809318803,0.4953645654615095,0.993525443950715,3.760522134086422,11.087722620687066,4.022611704522719,6,6.356065842658721
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.o_proj,64,64,8192,8,diag,0.01,1137808852,146246538,True,0.6557203840391506,4096,0.995,linear,2000,0.95,0.6530166043815822,0.6593044070460622,0.6515768214505506,0.6557203840391506,0.6629564767475946,1.2672273006991626,17.750324446029822,6.060482320514415,1.130227097126839,2.5215193591046776,9.020281671519566,10.37925600921628,4.977292723301299,6,6.112704032637671
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.mlp.fc2,128,64,8192,8,diag,0.01,1137808852,1583553375,True,0.7418877232408961,4096,0.995,linear,2000,0.95,0.7401672799210488,0.7446933164829892,0.7387491023162911,0.7418877232408961,0.7505520170674531,1.5304884943692658,29.269614478357013,14.459990689264435,1.416389427229436,3.3629259524722954,12.773463697509658,12.3803425783591,5.637275464147169,8,7.893428535781178
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.q_proj,64,64,1024,8,diag,0.01,1137808852,646435262,True,0.050203929514717,4096,0.995,linear,2000,0.95,0.0500307005678677,0.0503961730965122,0.0498069788368628,0.050203929514717,0.0507468714983727,0.1981346403752454,68.20432989900158,13.492209107634338,0.131557446538621,0.191445449747755,0.6014373362757142,6.4596297932221125,2.117674593055796,4,4.944018210170855
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.k_proj,64,64,8192,8,diag,0.01,1137808852,1087352208,True,0.0356547254290902,4096,0.995,linear,2000,0.95,0.035528680299365,0.035814488609224,0.0354272297382543,0.0356547254290902,0.0363375754902453,0.1405289256520683,67.77021350160575,18.008776777827673,0.0763490162510169,0.1363040910855197,0.522459857439824,8.935318563001054,3.1872115535909,4,5.65106710790543
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.v_proj,64,64,8192,8,diag,0.01,1137808852,1162640817,True,0.2020995088886029,4096,0.995,linear,2000,0.95,0.2014015134825194,0.203077731039475,0.2011344122061758,0.2020995088886029,0.205083073882567,0.8011062501067018,67.77021350160575,18.008776777827673,0.3620584033661522,0.7798980924735175,3.0157289536848597,11.627882548424568,4.640005041602019,6,6.509301369401541
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.o_proj,64,64,1024,8,diag,0.01,1137808852,190596109,True,0.4490506602739482,4096,0.995,linear,2000,0.95,0.4477792915671377,0.4512485081633351,0.4466730142591445,0.4490506602739482,0.4572836529019259,0.9353329004840704,18.76807357868823,9.44763165155884,0.7785402677142456,1.7309156804332255,6.353006143781691,11.552532544602933,4.942989230881437,6,6.518437006703382
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.mlp.fc2,128,64,1024,8,diag,0.01,1137808852,1792444613,True,0.4300338608805091,4096,0.995,linear,2000,0.95,0.4285859461211627,0.4323186312953708,0.4278975008065322,0.4300338608805091,0.4346947126714055,1.2294266441608648,49.425504675645605,10.881215553423738,0.7050806236402994,1.966859390481084,7.625767755153804,14.124089910323342,7.781602945346315,9,8.515595456743808
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.q_proj,64,64,8192,8,diag,0.01,1137808856,1193552951,True,0.0476281284497967,4096,0.995,linear,2000,0.95,0.0474694289075153,0.047820736595798,0.0473437775105158,0.0476281284497967,0.0483576826916523,0.1832828229343066,67.60107132941326,16.5677936544614,0.1122316968960942,0.1791266564391031,0.5452988873886301,5.787089147184097,2.547354458950971,3,4.40425478587392
