task_family,scaling_mode,condition_id,rule,allocation_rule,comparison_role,is_primary_allocation_rule,budget,n_runs,mean_adaptation_replicates,mean_actual_cost,mean_requested_budget,mean_val_loss,sem_val_loss,median_val_loss,mean_val_accuracy,sem_val_accuracy,median_val_accuracy,diverged_count
associative_recall,rslora,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,2048,5,3.0,2048.0,2048.0,0.005532558231304033,0.00048219475401730977,0.005400973973640501,1.0,0.0,1.0,0
associative_recall,rslora,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,3072,5,3.0,3072.0,3072.0,0.002486659320614567,0.000158813278906194,0.002369864746772967,1.0,0.0,1.0,0
associative_recall,rslora,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,4096,5,3.0,4096.0,4096.0,0.0018868908819664465,0.00010148619761559732,0.0018301909343183666,1.0,0.0,1.0,0
associative_recall,rslora,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,6144,5,3.0,6144.0,6144.0,0.00113076031266242,4.865135137154394e-05,0.0010956793654865,1.0,0.0,1.0,0
associative_recall,standard,effective_rank,effective_rank,effective_rank,candidate,False,512,5,3.0,512.0,512.0,0.43067159826556844,0.07851646426611252,0.47970472648739815,0.951171875,0.01151948275476303,0.953125,0
associative_recall,standard,effective_rank,effective_rank,effective_rank,candidate,False,1024,5,3.0,1024.0,1024.0,0.013799135309333554,0.001192609199823816,0.0130606964230537,1.0,0.0,1.0,0
associative_recall,standard,effective_rank,effective_rank,effective_rank,candidate,False,1536,5,3.0,1497.6,1536.0,0.005834025666505667,0.0007701606720163608,0.0060331519731940675,1.0,0.0,1.0,0
associative_recall,standard,effective_rank,effective_rank,effective_rank,candidate,False,2048,5,3.0,2048.0,2048.0,0.0029057484653700265,0.0003667244560139985,0.0026528500117516,1.0,0.0,1.0,0
associative_recall,standard,effective_rank,effective_rank,effective_rank,candidate,False,3072,5,3.0,3072.0,3072.0,0.0016526512578517467,6.908147644533136e-05,0.0016286505657869,1.0,0.0,1.0,0
associative_recall,standard,effective_rank,effective_rank,effective_rank,candidate,False,4096,5,3.0,4096.0,4096.0,0.0012382147780347333,6.842811105524229e-05,0.0012086068163625332,1.0,0.0,1.0,0
associative_recall,standard,effective_rank,effective_rank,effective_rank,candidate,False,6144,5,3.0,6144.0,6144.0,0.0009984014162909532,5.462843545408513e-05,0.0009462649395572333,1.0,0.0,1.0,0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,candidate,False,512,5,3.0,512.0,512.0,0.4007569818447034,0.02431520214633359,0.41117623696724576,0.9990885416666666,0.000558151959618562,0.9996744791666666,0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,candidate,False,1024,5,3.0,998.4,1024.0,0.016176549290927707,0.0032705829770890045,0.011050459734785,1.0,0.0,1.0,0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,candidate,False,1536,5,3.0,1536.0,1536.0,0.004149974453806207,0.00028117149093055807,0.0044634779139111,1.0,0.0,1.0,0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,candidate,False,2048,5,3.0,2048.0,2048.0,0.0024987737192228533,0.00015076959474398524,0.0024548435855345665,1.0,0.0,1.0,0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,candidate,False,3072,5,3.0,3072.0,3072.0,0.00147429221348522,7.578846109473107e-05,0.0014317629393189666,1.0,0.0,1.0,0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,candidate,False,4096,5,3.0,4096.0,4096.0,0.0012572341559764666,4.145402564906923e-05,0.0012864005887724998,1.0,0.0,1.0,0
associative_recall,standard,gradient_norm,gradient_norm,gradient_norm,candidate,False,6144,5,3.0,6144.0,6144.0,0.00097151894393994,2.8105846877782842e-05,0.0009505127479011334,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,512,5,3.0,512.0,512.0,0.36331595815718176,0.0352558977208737,0.3605090118944645,0.9957682291666666,0.004231770833333326,1.0,0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,1024,5,3.0,1024.0,1024.0,0.01808578557878106,0.0025114059039550644,0.018930721329525068,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,1536,5,3.0,1510.4,1536.0,0.005106219930651873,0.0004021739828243928,0.0046973831776994665,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,2048,5,3.0,2035.2,2048.0,0.0024041567085077535,0.00014544704046659106,0.0024235905633152,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,3072,5,3.0,3059.2,3072.0,0.0014363961527123533,7.287918273627772e-05,0.0014705571860152,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,4096,5,3.0,4096.0,4096.0,0.0013147088543821934,3.08971674954922e-05,0.0012906616369339331,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,6144,5,3.0,6144.0,6144.0,0.0009959103098177336,5.629259665794628e-05,0.0010472251160535666,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,512,5,3.0,512.0,512.0,0.36331595815718176,0.0352558977208737,0.3605090118944645,0.9957682291666666,0.004231770833333326,1.0,0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,1024,5,3.0,1024.0,1024.0,0.020286316083123236,0.001999547181577715,0.019442239892668967,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,1536,5,3.0,1536.0,1536.0,0.00482732736078708,0.0003158043311333397,0.004420628577160301,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,2048,5,3.0,2035.2,2048.0,0.00253690880975526,0.00023324312867180512,0.0024235905633152,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,3072,5,3.0,3046.4,3072.0,0.0015227571692472467,0.00015029063731057205,0.0014705571860152,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,4096,5,3.0,4096.0,4096.0,0.00133716048730998,6.571666520190925e-05,0.0013852708895379668,1.0,0.0,1.0,0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,6144,5,3.0,6144.0,6144.0,0.0011058013532116266,3.408941896953815e-05,0.0010616434835052002,1.0,0.0,1.0,0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,candidate,True,512,5,3.0,512.0,512.0,0.4713641174137592,0.07825787458081815,0.5507566407322884,0.9445963541666667,0.013817352869336268,0.953125,0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,candidate,True,1024,5,3.0,1024.0,1024.0,0.013799135309333554,0.001192609199823816,0.0130606964230537,1.0,0.0,1.0,0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,candidate,True,1536,5,3.0,1510.4,1536.0,0.007434670103248167,0.0015787689281499073,0.0061886534288835325,1.0,0.0,1.0,0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,candidate,True,2048,5,3.0,2048.0,2048.0,0.0029741623138154595,0.0003421228639708615,0.0028317133158755003,1.0,0.0,1.0,0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,candidate,True,3072,5,3.0,3072.0,3072.0,0.0017671530668545733,5.931314156959734e-05,0.0018118694424628667,1.0,0.0,1.0,0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,candidate,True,4096,5,3.0,4096.0,4096.0,0.0012423351591374734,6.451369452823451e-05,0.0012086068163625332,1.0,0.0,1.0,0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,candidate,True,6144,5,3.0,6144.0,6144.0,0.00100422733133498,5.783960151585746e-05,0.0009462649395572333,1.0,0.0,1.0,0
associative_recall,standard,uniform,uniform,uniform,cap_baseline,False,512,5,3.0,0.0,512.0,11.535631148020427,0.12058282106495939,11.600569009780884,0.0,0.0,0.0,0
associative_recall,standard,uniform,uniform,uniform,cap_baseline,False,1024,5,3.0,0.0,1024.0,11.54185648759206,0.12005608658904862,11.605939030647278,0.0,0.0,0.0,0
associative_recall,standard,uniform,uniform,uniform,cap_baseline,False,1536,5,3.0,1408.0,1536.0,0.012879497398777506,0.0026843270540502177,0.009929127273304967,1.0,0.0,1.0,0
associative_recall,standard,uniform,uniform,uniform,cap_baseline,False,2048,5,3.0,1408.0,2048.0,0.01238728681734448,0.002809831084680649,0.012376347886553599,0.9999348958333332,6.510416666667407e-05,1.0,0
associative_recall,standard,uniform,uniform,uniform,cap_baseline,False,3072,5,3.0,2816.0,3072.0,0.0020929436276976797,7.922326717172575e-05,0.0020662799361161333,1.0,0.0,1.0,0
associative_recall,standard,uniform,uniform,uniform,cap_baseline,False,4096,5,3.0,2816.0,4096.0,0.002241829198707453,0.0001529793824516771,0.002162367964046933,1.0,0.0,1.0,0
associative_recall,standard,uniform,uniform,uniform,cap_baseline,False,6144,5,3.0,5632.0,6144.0,0.00113050985964942,4.5193161497036405e-05,0.0010925769505168,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__1024,uniform_exact_cost__1024,uniform_exact_cost,exact_cost_baseline,False,1024,5,3.0,1024.0,1024.0,0.3764062143396586,0.19413619980019728,0.19749790585289398,0.8805989583333332,0.06886003724126404,0.9742838541666666,0
associative_recall,standard,uniform_exact_cost__1472,uniform_exact_cost__1472,uniform_exact_cost,exact_cost_baseline,False,1536,4,3.0,1472.0,1536.0,0.006846641020577675,0.0007016488008818976,0.007093895760287183,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__1536,uniform_exact_cost__1536,uniform_exact_cost,exact_cost_baseline,False,1536,5,3.0,1536.0,1536.0,0.014278565997180174,0.004157261239745,0.0135517385206185,0.9999348958333332,6.510416666667407e-05,1.0,0
associative_recall,standard,uniform_exact_cost__1984,uniform_exact_cost__1984,uniform_exact_cost,exact_cost_baseline,False,2048,1,3.0,1984.0,2048.0,0.0035764162797325,0.0,0.0035764162797325,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__2048,uniform_exact_cost__2048,uniform_exact_cost,exact_cost_baseline,False,2048,5,3.0,2048.0,2048.0,0.0052690887319234,0.0021303673428913024,0.003510062893231667,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__3008,uniform_exact_cost__3008,uniform_exact_cost,exact_cost_baseline,False,3072,2,3.0,3008.0,3072.0,0.0020045491716397003,2.675592016506659e-05,0.0020045491716397003,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__3072,uniform_exact_cost__3072,uniform_exact_cost,exact_cost_baseline,False,3072,5,3.0,3072.0,3072.0,0.0019067028993352132,5.294022828871238e-05,0.0018827523114547332,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__4096,uniform_exact_cost__4096,uniform_exact_cost,exact_cost_baseline,False,4096,5,3.0,4096.0,4096.0,0.0013838618566902534,7.756092620163275e-05,0.0013664401146039667,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__512,uniform_exact_cost__512,uniform_exact_cost,exact_cost_baseline,False,512,5,3.0,512.0,512.0,0.3066281724721193,0.054276176001831954,0.3199762776494026,0.9633463541666666,0.015607561340629707,0.9788411458333334,0
associative_recall,standard,uniform_exact_cost__6144,uniform_exact_cost__6144,uniform_exact_cost,exact_cost_baseline,False,6144,5,3.0,6144.0,6144.0,0.0010973036953752134,4.2446219835757894e-05,0.0010808640702937335,1.0,0.0,1.0,0
associative_recall,standard,uniform_exact_cost__960,uniform_exact_cost__960,uniform_exact_cost,exact_cost_baseline,False,1024,2,3.0,960.0,1024.0,0.0330091073798636,0.006660558904210731,0.0330091073798636,1.0,0.0,1.0,0
associative_recall,standard,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,512,5,3.0,512.0,512.0,0.7598238212366899,0.13125720507189387,0.6928916076819102,0.8559895833333334,0.044351015967203436,0.8821614583333334,0
associative_recall,standard,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,1024,5,3.0,1024.0,1024.0,0.3764062143396586,0.19413619980019728,0.19749790585289398,0.8805989583333332,0.06886003724126404,0.9742838541666666,0
associative_recall,standard,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,1536,5,3.0,1536.0,1536.0,0.009891315650505281,0.0010691548131182636,0.010398592741694234,1.0,0.0,1.0,0
associative_recall,standard,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,2048,5,3.0,2048.0,2048.0,0.007131620001746286,0.002270842501871823,0.0053482184108967,1.0,0.0,1.0,0
associative_recall,standard,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,3072,5,3.0,3072.0,3072.0,0.0020826834021135665,8.859620295254544e-05,0.0020300226897233668,1.0,0.0,1.0,0
associative_recall,standard,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,4096,5,3.0,4096.0,4096.0,0.0017021750138761602,0.00010058695362050205,0.0016721737677774333,1.0,0.0,1.0,0
associative_recall,standard,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,6144,5,3.0,6144.0,6144.0,0.0011178834266804866,4.0953909515429054e-05,0.0010967840741310335,1.0,0.0,1.0,0
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,candidate,False,512,5,3.0,486.4,512.0,1.8021561564979067,0.4191511901279271,1.8470258283565493,0.43614290669441547,0.13755926403000357,0.44328824141519246,0
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,candidate,False,1024,5,3.0,1024.0,1024.0,0.8769191580130343,0.257902158315391,0.9596810078108183,0.7246618106139439,0.08990621373473594,0.7155740548040236,0
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,candidate,False,1536,5,3.0,1523.2,1536.0,0.44347227944110906,0.14463540201220396,0.38465854622736345,0.9013527575442248,0.04282933104885901,0.9431148109608047,0
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,candidate,False,2048,5,3.0,2048.0,2048.0,0.3198095426960301,0.12819483753533711,0.2466072228647047,0.9345126604231704,0.03939970450646957,0.9795352063822408,0
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,candidate,False,3072,5,3.0,3072.0,3072.0,0.12941150109968788,0.04490368670521078,0.12458888464583066,0.9902878945542838,0.004270757952583114,0.9895941727367327,0
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,candidate,False,4096,5,3.0,4096.0,4096.0,0.12457089043728567,0.047531870930988165,0.09586369329459377,0.9893166840097122,0.006019211181677236,0.9961845300034685,0
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,candidate,False,512,5,3.0,473.6,512.0,1.7826027186306408,0.4333493238925231,2.136451838788083,0.45383281304197015,0.13465288800650888,0.35796045785639957,0
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,candidate,False,1024,5,3.0,1024.0,1024.0,0.7970477778848327,0.2546423835171157,0.6640078486603992,0.7580992022199098,0.090250688954305,0.8210197710718002,0
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,candidate,False,1536,5,3.0,1484.8,1536.0,0.4743567435152924,0.1644126842295867,0.4074122925992232,0.8887963926465489,0.053380485212554514,0.9240374609781478,0
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,candidate,False,2048,5,3.0,2048.0,2048.0,0.4655131350946233,0.268387317368317,0.2320213136038679,0.8922650017343046,0.07781092969408823,0.980922650017343,0
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,candidate,False,3072,5,3.0,3072.0,3072.0,0.14968673795312407,0.04853639403991386,0.13817293573451295,0.9872355185570587,0.00549684261624773,0.9861255636489767,0
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,candidate,False,4096,5,3.0,4096.0,4096.0,0.16891374817845528,0.10474380630656749,0.0920078847460394,0.9674644467568505,0.028958087588890447,0.9965313909122441,0
modular,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,512,5,3.0,473.6,512.0,2.034190139602424,0.5838386808792115,2.1391916106320323,0.4084634061741241,0.16922126234192578,0.3513701005896635,0
modular,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,1024,5,3.0,1024.0,1024.0,0.9872646595581079,0.33090722301166403,0.9607621571317218,0.6835934790149151,0.11029710044941635,0.6912937911897329,0
modular,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,1536,5,3.0,1523.2,1536.0,0.3972712291858152,0.13133664697005548,0.4232567556194658,0.9133541449878599,0.037212437155796564,0.9053069719042663,0
modular,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,2048,5,3.0,2035.2,2048.0,0.21726719942454284,0.059689589464238094,0.22100778478137986,0.9728061047519944,0.012605232766266778,0.9823100936524454,0
modular,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,3072,5,3.0,3072.0,3072.0,0.11975235351914697,0.03979467754454352,0.1074383696886842,0.9908428720083247,0.006094890025562974,0.9989594172736732,0
modular,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,candidate,False,4096,5,3.0,4044.8,4096.0,0.11859449398407643,0.05231603439576756,0.09586369329459377,0.9877211238293444,0.006882895181304188,0.9961845300034685,0
modular,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,512,5,3.0,473.6,512.0,2.027978576992665,0.5888467354701717,2.1391916106320323,0.4100589663544918,0.17055738146515165,0.3513701005896635,0
modular,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,1024,5,3.0,1024.0,1024.0,1.0320771582982853,0.3450943495207644,0.9848435863289121,0.6727714186611169,0.11509535936230286,0.6937218175511619,0
modular,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,1536,5,3.0,1510.4,1536.0,0.4166515083257994,0.12810431536569028,0.4027901752992425,0.9071106486298994,0.034760828258060816,0.9188345473465142,0
modular,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,2048,5,3.0,2022.4,2048.0,0.22027203450486593,0.05932818662976999,0.22100778478137986,0.9728754769337495,0.012621352911161683,0.9823100936524454,0
modular,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,3072,5,3.0,3072.0,3072.0,0.13005876690142842,0.04176109476188992,0.15481714830913762,0.9871661463753035,0.005887446677427361,0.9840443981963233,0
modular,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,candidate,False,4096,5,3.0,4096.0,4096.0,0.18396160143430457,0.10430361672572346,0.09586369329459377,0.9656607700312175,0.02867576983540806,0.9961845300034685,0
modular,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,candidate,True,512,5,3.0,499.2,512.0,1.7920616551939084,0.427718459796303,1.8470258283565493,0.4381546999653139,0.13929488421397143,0.44328824141519246,0
modular,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,candidate,True,1024,5,3.0,1024.0,1024.0,0.8296359549148284,0.25148028637524616,0.8380967154711269,0.7372875476933749,0.08916400880749119,0.7665626083940339,0
modular,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,candidate,True,1536,5,3.0,1523.2,1536.0,0.4474688088226749,0.15162748410546667,0.35086676193077526,0.9006590357266736,0.045773366794907705,0.9556018036767256,0
modular,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,candidate,True,2048,5,3.0,2048.0,2048.0,0.30891627644512065,0.11838351148200364,0.2466072228647047,0.9399236906000693,0.03430687607875215,0.9795352063822408,0
modular,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,candidate,True,3072,5,3.0,3072.0,3072.0,0.13122243710454035,0.04487546211348393,0.13352872413704883,0.9919528269164065,0.004520384199138379,0.9979188345473465,0
modular,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,candidate,True,4096,5,3.0,4096.0,4096.0,0.11887709052669235,0.04330707889081871,0.09586369329459377,0.9915365938258758,0.004461715432595342,0.9961845300034685,0
modular,fixed_update_scale,uniform,uniform,uniform,cap_baseline,False,512,5,3.0,0.0,512.0,11.259882263735356,1.3252384709393512,11.263133792301618,0.0,0.0,0.0,0
modular,fixed_update_scale,uniform,uniform,uniform,cap_baseline,False,1024,5,3.0,0.0,1024.0,11.259882263735356,1.3252384709393512,11.263133792301618,0.0,0.0,0.0,0
modular,fixed_update_scale,uniform,uniform,uniform,cap_baseline,False,1536,5,3.0,1152.0,1536.0,0.7415779998234596,0.2621040073366892,0.671537264783557,0.7741241762053417,0.09379297276575871,0.8244883801595561,0
modular,fixed_update_scale,uniform,uniform,uniform,cap_baseline,False,2048,5,3.0,1152.0,2048.0,0.7231276800997486,0.252178648649443,0.6588263237100073,0.7804370447450573,0.08916578991741206,0.8255289628858827,0
modular,fixed_update_scale,uniform,uniform,uniform,cap_baseline,False,3072,5,3.0,2304.0,3072.0,0.3466585130188478,0.1436171541147882,0.20890007215347542,0.9194588969823101,0.045819971572313954,0.9847381200138745,0
modular,fixed_update_scale,uniform,uniform,uniform,cap_baseline,False,4096,5,3.0,2304.0,4096.0,0.31002195383629794,0.12012978033131488,0.21363575253642106,0.9347207769684356,0.03516208261555252,0.9823100936524455,0
modular,fixed_update_scale,uniform_exact_cost__1024,uniform_exact_cost__1024,uniform_exact_cost,exact_cost_baseline,False,1024,5,3.0,1024.0,1024.0,0.8808559505858803,0.2620257046865717,0.8747624887015891,0.7294484911550468,0.08847965589862995,0.7571973638570934,0
modular,fixed_update_scale,uniform_exact_cost__1472,uniform_exact_cost__1472,uniform_exact_cost,exact_cost_baseline,False,1536,5,3.0,1472.0,1536.0,0.4883785855439836,0.1691948510740749,0.3939285632061371,0.8844953173777315,0.05319426146842637,0.9306278182448837,0
modular,fixed_update_scale,uniform_exact_cost__1536,uniform_exact_cost__1536,uniform_exact_cost,exact_cost_baseline,False,1536,5,3.0,1536.0,1536.0,0.4417003669747272,0.1499931412041821,0.35086676193077526,0.9030870620881026,0.04499116254744421,0.9556018036767256,0
modular,fixed_update_scale,uniform_exact_cost__1984,uniform_exact_cost__1984,uniform_exact_cost,exact_cost_baseline,False,2048,2,3.0,1984.0,2048.0,0.30658070740241206,0.046105148312721334,0.30658070740241206,0.960284425945196,0.013007284079084245,0.960284425945196,0
modular,fixed_update_scale,uniform_exact_cost__2048,uniform_exact_cost__2048,uniform_exact_cost,exact_cost_baseline,False,2048,5,3.0,2048.0,2048.0,0.32191589593110737,0.12796981458369058,0.23876548974806758,0.932570239334027,0.038732825639398664,0.9736385709330561,0
modular,fixed_update_scale,uniform_exact_cost__3072,uniform_exact_cost__3072,uniform_exact_cost,exact_cost_baseline,False,3072,5,3.0,3072.0,3072.0,0.12738479490841254,0.04416525826753198,0.13352872413704883,0.993479014915019,0.0038224009195853993,0.9979188345473465,0
modular,fixed_update_scale,uniform_exact_cost__3840,uniform_exact_cost__3840,uniform_exact_cost,exact_cost_baseline,False,4096,1,3.0,3840.0,4096.0,0.28459978061254926,0.0,0.28459978061254926,0.9434616718695802,0.0,0.9434616718695802,0
modular,fixed_update_scale,uniform_exact_cost__4096,uniform_exact_cost__4096,uniform_exact_cost,exact_cost_baseline,False,4096,5,3.0,4096.0,4096.0,0.1225028560561151,0.04694068291446102,0.1084571054623311,0.9899410336455082,0.00564435535395297,0.9944502254595907,0
modular,fixed_update_scale,uniform_exact_cost__448,uniform_exact_cost__448,uniform_exact_cost,exact_cost_baseline,False,512,4,3.0,448.0,512.0,1.7709141653024651,0.5151983355784536,1.9654149281412128,0.44562955254942765,0.16703476980435827,0.3737426292056885,0
modular,fixed_update_scale,uniform_exact_cost__512,uniform_exact_cost__512,uniform_exact_cost,exact_cost_baseline,False,512,4,3.0,512.0,512.0,1.4104295657470207,0.4505402399563059,1.418237449826774,0.5619146722164412,0.15694654424934348,0.5650364203954215,0
modular,fixed_update_scale,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,512,5,3.0,512.0,512.0,1.8590791396204895,0.49972552753342214,2.15725715413426,0.44259451959764134,0.15129554369476184,0.3472077696843565,0
modular,fixed_update_scale,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,1024,5,3.0,960.0,1024.0,1.1635745492239524,0.42601397827404475,0.9895248764966289,0.6400277488727021,0.131743572305922,0.6951092611862643,0
modular,fixed_update_scale,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,1536,5,3.0,1536.0,1536.0,0.7314281812406096,0.33271367407192926,0.4934993220769073,0.7909816163718348,0.11154847293131781,0.8955948664585501,0
modular,fixed_update_scale,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,2048,5,3.0,1920.0,2048.0,0.5510464601861549,0.272695712567412,0.31292313039612946,0.8491848768643774,0.08798387964669968,0.9448491155046826,0
modular,fixed_update_scale,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,3072,5,3.0,3072.0,3072.0,0.5284780035772274,0.3653160019648972,0.19021488855871685,0.8503642039542143,0.12418635884365394,0.9798820672910163,0
modular,fixed_update_scale,uniform_fill,uniform_fill,uniform_fill,cap_baseline,False,4096,5,3.0,3840.0,4096.0,0.43511043481181166,0.301391592500119,0.13071546522416544,0.8874783211932016,0.09360930906212629,0.989247311827957,0
modular,rslora,effective_rank,effective_rank,effective_rank,candidate,False,512,5,3.0,486.4,512.0,1.8227049911700308,0.4233238848932449,1.8878243186181922,0.4290669441553937,0.13630367128291948,0.43010752688172044,0
modular,rslora,effective_rank,effective_rank,effective_rank,candidate,False,1024,5,3.0,1024.0,1024.0,0.9784551965825432,0.32206986478395233,1.096659502902876,0.6958723551855706,0.10676170292922482,0.6628511966701353,0
modular,rslora,effective_rank,effective_rank,effective_rank,candidate,False,1536,5,3.0,1523.2,1536.0,0.49285393906896147,0.16732686823314616,0.4204562848903552,0.8779743322927507,0.054593240510468065,0.9257717655220258,0
modular,rslora,effective_rank,effective_rank,effective_rank,candidate,False,2048,5,3.0,2048.0,2048.0,0.329113959138512,0.1250943310500694,0.24790503951955742,0.9318071453347209,0.036986109037242566,0.9736385709330557,0
modular,rslora,effective_rank,effective_rank,effective_rank,candidate,False,3072,5,3.0,3072.0,3072.0,0.15541178552476487,0.0557463747993217,0.1261081506901634,0.9839750260145681,0.00829454605765389,0.9895941727367327,0
modular,rslora,effective_rank,effective_rank,effective_rank,candidate,False,4096,5,3.0,4096.0,4096.0,0.12743481511086677,0.05046364563754235,0.08908697639979957,0.9882761012833854,0.006608951988242553,0.9972251127297954,0
modular,rslora,gradient_norm,gradient_norm,gradient_norm,candidate,False,512,5,3.0,473.6,512.0,1.8898868651934642,0.48624629682897963,2.0963387982199437,0.4263614290669441,0.14100637854705625,0.3655913978494623,0
modular,rslora,gradient_norm,gradient_norm,gradient_norm,candidate,False,1024,5,3.0,1024.0,1024.0,0.8440129486099014,0.28242290838369594,0.6951390472998273,0.7372875476933749,0.10144923202739468,0.7991675338189386,0
modular,rslora,gradient_norm,gradient_norm,gradient_norm,candidate,False,1536,5,3.0,1484.8,1536.0,0.6289666338068792,0.2738057493181082,0.4333504257394834,0.8428720083246619,0.08036206600562089,0.9091224419007977,0
