task_family,run,seed,scaling_mode,budget,best_loss_condition_id,best_loss_rule,best_loss,best_accuracy_condition_id,best_accuracy_rule,best_accuracy
modular,transformer_publication_20260622T101458Z_modular_seed109,109,fixed_update_scale,1024,gradient_norm,gradient_norm,0.6568571467636114,gradient_norm,gradient_norm,0.8310787374262921
modular,transformer_publication_20260622T101458Z_modular_seed109,109,fixed_update_scale,1536,marginal_gain_edge,marginal_gain_edge,0.27573098760696485,marginal_gain_edge,marginal_gain_edge,0.9722511272979535
modular,transformer_publication_20260622T101458Z_modular_seed109,109,fixed_update_scale,2048,marginal_gain_edge,marginal_gain_edge,0.1826280967109202,marginal_gain_soft,marginal_gain_soft,0.9847381200138745
modular,transformer_publication_20260622T101458Z_modular_seed109,109,fixed_update_scale,3072,marginal_gain_soft,marginal_gain_soft,0.06539166751929837,effective_rank,effective_rank,1.0
modular,transformer_publication_20260622T101458Z_modular_seed109,109,fixed_update_scale,4096,marginal_gain_edge,marginal_gain_edge,0.022370133262115965,effective_rank,effective_rank,1.0
modular,transformer_publication_20260622T101458Z_modular_seed109,109,rslora,512,effective_rank,effective_rank,1.8878243186181922,effective_rank,effective_rank,0.43010752688172044
modular,transformer_publication_20260622T101458Z_modular_seed109,109,rslora,1024,gradient_norm,gradient_norm,0.6201683373613321,gradient_norm,gradient_norm,0.8453000346860908
modular,transformer_publication_20260622T101458Z_modular_seed109,109,rslora,1536,marginal_gain_edge,marginal_gain_edge,0.27944808955453887,marginal_gain_edge,marginal_gain_edge,0.9628858827610128
modular,transformer_publication_20260622T101458Z_modular_seed109,109,rslora,2048,marginal_gain_edge,marginal_gain_edge,0.17719495157958975,marginal_gain_edge,marginal_gain_edge,0.9875130072840791
modular,transformer_publication_20260622T101458Z_modular_seed109,109,rslora,3072,marginal_gain_soft,marginal_gain_soft,0.0621227050394574,marginal_gain_soft,marginal_gain_soft,1.0
modular,transformer_publication_20260622T101458Z_modular_seed109,109,rslora,4096,marginal_gain_edge,marginal_gain_edge,0.023452229146592663,marginal_gain_edge,marginal_gain_edge,1.0
modular,transformer_publication_20260622T101458Z_modular_seed109,109,standard,512,effective_rank,effective_rank,1.9040378965605393,effective_rank,effective_rank,0.4252514741588623
modular,transformer_publication_20260622T101458Z_modular_seed109,109,standard,1024,effective_rank,effective_rank,0.708863330929386,effective_rank,effective_rank,0.7991675338189386
modular,transformer_publication_20260622T101458Z_modular_seed109,109,standard,1536,marginal_gain_edge,marginal_gain_edge,0.3164265885809581,marginal_gain_edge,marginal_gain_edge,0.9559486645855012
modular,transformer_publication_20260622T101458Z_modular_seed109,109,standard,2048,marginal_gain_edge,marginal_gain_edge,0.19872846088701346,marginal_gain_edge,marginal_gain_edge,0.9847381200138745
modular,transformer_publication_20260622T101458Z_modular_seed109,109,standard,3072,marginal_gain_soft,marginal_gain_soft,0.06906522094862266,effective_rank,effective_rank,0.9996531390912243
modular,transformer_publication_20260622T101458Z_modular_seed109,109,standard,4096,marginal_gain_edge,marginal_gain_edge,0.0260496009451324,effective_rank,effective_rank,1.0
modular,transformer_publication_20260622T101458Z_modular_seed113,113,fixed_update_scale,512,gradient_norm,gradient_norm,2.136451838788083,gradient_norm,gradient_norm,0.30107526881720426
modular,transformer_publication_20260622T101458Z_modular_seed113,113,fixed_update_scale,1024,gradient_norm,gradient_norm,1.029273955432483,gradient_norm,gradient_norm,0.6798473812001387
modular,transformer_publication_20260622T101458Z_modular_seed113,113,fixed_update_scale,1536,marginal_gain_edge,marginal_gain_edge,0.4465560851579237,marginal_gain_edge,marginal_gain_edge,0.9053069719042663
modular,transformer_publication_20260622T101458Z_modular_seed113,113,fixed_update_scale,2048,effective_rank,effective_rank,0.33883623880642055,effective_rank,effective_rank,0.9257717655220256
modular,transformer_publication_20260622T101458Z_modular_seed113,113,fixed_update_scale,3072,gradient_norm,gradient_norm,0.13817293573451295,gradient_norm,gradient_norm,0.9836975372875477
modular,transformer_publication_20260622T101458Z_modular_seed113,113,fixed_update_scale,4096,gradient_norm,gradient_norm,0.10807528587893563,gradient_norm,gradient_norm,0.989247311827957
modular,transformer_publication_20260622T101458Z_modular_seed113,113,rslora,512,gradient_norm,gradient_norm,2.1744111727146564,gradient_norm,gradient_norm,0.29032258064516125
modular,transformer_publication_20260622T101458Z_modular_seed113,113,rslora,1024,soft_dimension,soft_dimension,1.079177520318946,effective_rank,effective_rank,0.6576482830385015
modular,transformer_publication_20260622T101458Z_modular_seed113,113,rslora,1536,marginal_gain_edge,marginal_gain_edge,0.39538366523543206,marginal_gain_edge,marginal_gain_edge,0.9063475546305931
modular,transformer_publication_20260622T101458Z_modular_seed113,113,rslora,2048,gradient_norm,gradient_norm,0.3121707221616526,gradient_norm,gradient_norm,0.9320152618799861
modular,transformer_publication_20260622T101458Z_modular_seed113,113,rslora,3072,gradient_norm,gradient_norm,0.1396329377416393,gradient_norm,gradient_norm,0.9847381200138745
modular,transformer_publication_20260622T101458Z_modular_seed113,113,rslora,4096,gradient_norm,gradient_norm,0.10807528587893563,gradient_norm,gradient_norm,0.989247311827957
modular,transformer_publication_20260622T101458Z_modular_seed113,113,standard,512,gradient_norm,gradient_norm,2.3394858306205983,gradient_norm,gradient_norm,0.24314949705168223
modular,transformer_publication_20260622T101458Z_modular_seed113,113,standard,1024,soft_dimension,soft_dimension,1.1377004868571559,soft_dimension,soft_dimension,0.6403052375997226
modular,transformer_publication_20260622T101458Z_modular_seed113,113,standard,1536,soft_dimension,soft_dimension,0.6490522545532679,soft_dimension,soft_dimension,0.8237946583420048
modular,transformer_publication_20260622T101458Z_modular_seed113,113,standard,2048,gradient_norm,gradient_norm,0.428513596093452,gradient_norm,gradient_norm,0.8886576482830385
modular,transformer_publication_20260622T101458Z_modular_seed113,113,standard,3072,gradient_norm,gradient_norm,0.19347587353935924,gradient_norm,gradient_norm,0.9618453000346862
modular,transformer_publication_20260622T101458Z_modular_seed113,113,standard,4096,gradient_norm,gradient_norm,0.10807528587893563,gradient_norm,gradient_norm,0.989247311827957
