task_family,run,seed,scaling_mode,condition_id,rule,allocation_rule,is_primary_allocation_rule,budget,n_adaptation_replicates,loss_delta_vs_uniform_fill,acc_delta_vs_uniform_fill,actual_cost,reference_cost,cost_gap
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,effective_rank,effective_rank,effective_rank,False,3072,3,-0.0009184097337614335,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,effective_rank,effective_rank,effective_rank,False,4096,3,-0.0006662078182368333,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,effective_rank,effective_rank,effective_rank,False,6144,3,-0.00013498438056556666,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,gradient_norm,gradient_norm,gradient_norm,False,512,3,-0.5950815156102182,0.2770182291666667,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,gradient_norm,gradient_norm,gradient_norm,False,1024,3,-0.5120008277396361,0.205078125,960.0,1024.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,gradient_norm,gradient_norm,gradient_norm,False,1536,3,-0.005954804713837767,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,gradient_norm,gradient_norm,gradient_norm,False,2048,3,-0.003711601893883167,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,gradient_norm,gradient_norm,gradient_norm,False,3072,3,-0.0014305896086929002,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,gradient_norm,gradient_norm,gradient_norm,False,4096,3,-0.0009735744776359334,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,gradient_norm,gradient_norm,gradient_norm,False,6144,3,-0.0002955075979116333,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,3,-0.6616254722078642,0.2779947916666667,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,3,-0.5180694296335181,0.205078125,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,3,-0.0072687048038157,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,3,-0.0034446998324710668,0.0,1984.0,2048.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,3,-0.0014191612135619,0.0,3008.0,3072.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,3,-0.0009072208194993333,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,6144,3,-0.00028486719384090005,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,3,-0.6616254722078642,0.2779947916666667,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,3,-0.5180694296335181,0.205078125,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,3,-0.007381309890964367,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,3,-0.0034446998324710668,0.0,1984.0,2048.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,3,-0.0014191612135619,0.0,3008.0,3072.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,3,-0.0008735372830415,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,3,-0.00022026341321183338,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,soft_dimension,soft_dimension,soft_dimension,True,512,3,-0.6194352929790815,0.2109375,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,soft_dimension,soft_dimension,soft_dimension,True,1024,3,-0.51968877556889,0.205078125,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,soft_dimension,soft_dimension,soft_dimension,True,1536,3,-0.004640218142109566,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.0029441039660014,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,soft_dimension,soft_dimension,soft_dimension,True,3072,3,-0.0006855038712577335,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.0006662078182368333,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,soft_dimension,soft_dimension,soft_dimension,True,6144,3,-0.00011748836065336677,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,uniform,uniform,uniform,False,512,3,10.759891385833422,-0.7220052083333334,0.0,512.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,uniform,uniform,uniform,False,1024,3,11.280574786942452,-0.794921875,0.0,1024.0,-1024.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,uniform,uniform,uniform,False,1536,3,-0.00015751412138339908,0.0,1408.0,1536.0,-128.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,uniform,uniform,uniform,False,2048,3,0.004367693036329033,0.0,1408.0,2048.0,-640.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,uniform,uniform,uniform,False,3072,3,-0.0003739317665653002,0.0,2816.0,3072.0,-256.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,uniform,uniform,uniform,False,4096,3,0.0008323848257229333,0.0,2816.0,4096.0,-1280.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,rslora,uniform,uniform,uniform,False,6144,3,-1.651798568976668e-05,0.0,5632.0,6144.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,effective_rank,effective_rank,effective_rank,False,512,3,-0.7468998593588672,0.21614583333333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,effective_rank,effective_rank,effective_rank,False,1024,3,-0.5768744275749972,0.251953125,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,effective_rank,effective_rank,effective_rank,False,1536,3,-0.0045897979483319,0.0,1472.0,1536.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,effective_rank,effective_rank,effective_rank,False,2048,3,-0.0010908421148390333,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,effective_rank,effective_rank,effective_rank,False,3072,3,-0.00043122167213969993,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,effective_rank,effective_rank,effective_rank,False,4096,3,-0.0006083966242537666,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,effective_rank,effective_rank,effective_rank,False,6144,3,-4.2102644025966696e-05,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,gradient_norm,gradient_norm,gradient_norm,False,512,3,-0.770178998510043,0.3020833333333333,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,gradient_norm,gradient_norm,gradient_norm,False,1024,3,-0.5655694099453589,0.251953125,960.0,1024.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,gradient_norm,gradient_norm,gradient_norm,False,1536,3,-0.006159472007614866,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,gradient_norm,gradient_norm,gradient_norm,False,2048,3,-0.0016012401223027002,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,gradient_norm,gradient_norm,gradient_norm,False,3072,3,-0.0006518229347420667,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,gradient_norm,gradient_norm,gradient_norm,False,4096,3,-0.0007691683034257334,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,gradient_norm,gradient_norm,gradient_norm,False,6144,3,-0.00021102044653766665,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,3,-0.7962705505390963,0.3050130208333333,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,3,-0.5719026500203958,0.251953125,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,3,-0.0059255667438265006,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,3,-0.0015419214711679668,0.0,1984.0,2048.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,3,-0.0005893150519114,0.0,3008.0,3072.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,3,-0.0006526398841136333,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,6144,3,-0.0001454281397552,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,3,-0.7962705505390963,0.3050130208333333,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,3,-0.5719026500203958,0.251953125,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,3,-0.006359908176818834,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,3,-0.0015419214711679668,0.0,1984.0,2048.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,3,-0.0005893150519114,0.0,3008.0,3072.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,3,-0.0007007267558947332,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,3,-9.519945888313327e-05,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,soft_dimension,soft_dimension,soft_dimension,True,512,3,-0.7468998593588672,0.21614583333333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,soft_dimension,soft_dimension,soft_dimension,True,1024,3,-0.5768744275749972,0.251953125,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,soft_dimension,soft_dimension,soft_dimension,True,1536,3,0.0029287885990925324,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.0010908421148390333,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,soft_dimension,soft_dimension,soft_dimension,True,3072,3,-0.0001190410160537001,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.0006083966242537666,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,soft_dimension,soft_dimension,soft_dimension,True,6144,3,-1.7669755228166568e-05,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,uniform,uniform,uniform,False,512,3,10.598973110318184,-0.6949869791666666,0.0,512.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,uniform,uniform,uniform,False,1024,3,11.226994330218682,-0.748046875,0.0,1024.0,-1024.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,uniform,uniform,uniform,False,1536,3,-0.0006938226482210005,0.0,1408.0,1536.0,-128.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,uniform,uniform,uniform,False,2048,3,0.003861885032771834,0.0,1408.0,2048.0,-640.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,uniform,uniform,uniform,False,3072,3,0.00012192442954986678,0.0,2816.0,3072.0,-256.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,uniform,uniform,uniform,False,4096,3,0.0007027148482545001,0.0,2816.0,4096.0,-1280.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed113,113,standard,uniform,uniform,uniform,False,6144,3,6.253928101333389e-06,0.0,5632.0,6144.0,-512.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,512,3,0.20747105689913795,-0.05480402358654176,448.0,512.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,1024,3,0.003854243069282433,0.0,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,1536,3,0.0040059572795133,0.0,1472.0,1536.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,2048,3,-0.00020434853158559906,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,3072,3,-0.00012712006900036672,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,4096,3,-0.00027163840243690004,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,512,3,0.09204781466873413,-0.037807839056538395,448.0,512.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,1024,3,0.0212746075704368,-0.0006937218175511924,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,1536,3,0.0074971491930295,0.0,1472.0,1536.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,2048,3,0.002440409029327134,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,3072,3,-0.0002583392493251003,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,4096,3,0.0005554132930097001,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,3,-0.021721677325518624,0.009712105445716324,512.0,512.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,3,0.008387632633130067,0.0,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,3,0.004542730605546966,0.0,1536.0,1536.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,3,0.0018869803299687339,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,3,0.001184416051658133,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,3,0.0010317758472259662,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,3,-0.05277949037431553,0.01768990634755463,512.0,512.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,3,0.008387632633130067,0.0,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,3,0.0038726480966521323,0.0,1536.0,1536.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,3,0.0018869803299687339,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,3,0.001184416051658133,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,3,0.0010317758472259662,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,512,3,0.15699855037914814,-0.04474505723204991,512.0,512.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,1024,3,0.003854243069282433,0.0,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,1536,3,0.0013855852783010672,0.0,1536.0,1536.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.00016572067505666623,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,3072,3,-1.227953595613323e-05,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.00027163840243690004,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,uniform,uniform,uniform,False,512,3,7.231778087319907,-0.9646201873048907,0.0,512.0,-512.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,uniform,uniform,uniform,False,1024,3,7.389011604398065,-1.0,0.0,960.0,-960.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,uniform,uniform,uniform,False,1536,3,0.0080030234482112,0.0,1152.0,1536.0,-384.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,uniform,uniform,uniform,False,2048,3,0.0093629218491283,0.0,1152.0,1920.0,-768.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,uniform,uniform,uniform,False,3072,3,0.0011410194845172994,0.0,2304.0,3072.0,-768.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,fixed_update_scale,uniform,uniform,uniform,False,4096,3,0.0020082697241289,0.0,2304.0,3840.0,-1536.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,effective_rank,effective_rank,effective_rank,False,512,3,0.22922752914931518,-0.06278182448838014,448.0,512.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,effective_rank,effective_rank,effective_rank,False,1024,3,0.0010851400752851688,0.0003468609087755962,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,effective_rank,effective_rank,effective_rank,False,1536,3,0.0025522082819863334,0.0,1472.0,1536.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,effective_rank,effective_rank,effective_rank,False,2048,3,-0.0004707275367458995,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,effective_rank,effective_rank,effective_rank,False,3072,3,1.137446873133331e-05,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,effective_rank,effective_rank,effective_rank,False,4096,3,-0.00010836787733106672,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,gradient_norm,gradient_norm,gradient_norm,False,512,3,0.10091973223022153,-0.03537981269510926,448.0,512.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,gradient_norm,gradient_norm,gradient_norm,False,1024,3,0.022305534710636604,-0.001734304543877981,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,gradient_norm,gradient_norm,gradient_norm,False,1536,3,0.0107634619109015,0.0,1472.0,1536.0,-64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,gradient_norm,gradient_norm,gradient_norm,False,2048,3,0.0015716794174019,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,gradient_norm,gradient_norm,gradient_norm,False,3072,3,-6.0319477815633356e-05,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,gradient_norm,gradient_norm,gradient_norm,False,4096,3,0.0007187874905023334,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,3,0.006009878030552705,0.0006937218175511924,512.0,512.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,3,0.005024212802444702,0.0,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,3,0.0034738827414069005,0.0,1536.0,1536.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,3,0.0020451849873073997,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,3,0.0012631528228107998,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,3,0.0009800098770844999,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,3,-0.029833456492965676,0.015261879986125604,512.0,512.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,3,0.005024212802444702,0.0,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,3,0.004056341336872766,0.0,1536.0,1536.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,3,0.0020451849873073997,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,3,0.0012631528228107998,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,3,0.0009800098770844999,0.0,4096.0,3840.0,256.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,soft_dimension,soft_dimension,soft_dimension,True,512,3,0.1727434543842993,-0.04439819632327439,512.0,512.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,soft_dimension,soft_dimension,soft_dimension,True,1024,3,0.0010851400752851688,0.0003468609087755962,1024.0,960.0,64.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,soft_dimension,soft_dimension,soft_dimension,True,1536,3,0.0023373867105014336,0.0,1536.0,1536.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.00044849076047613336,0.0,2048.0,1920.0,128.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,soft_dimension,soft_dimension,soft_dimension,True,3072,3,0.00011809926497496671,0.0,3072.0,3072.0,0.0
modular,transformer_publication_20260622T101458Z_modular_seed101,101,rslora,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.00010836787733106672,0.0,4096.0,3840.0,256.0
