task_family,run,seed,scaling_mode,condition_id,rule,allocation_rule,is_primary_allocation_rule,budget,n_adaptation_replicates,loss_delta_vs_uniform_fill,acc_delta_vs_uniform_fill,actual_cost,reference_cost,cost_gap
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,1024,3,-0.04589796516423423,0.0,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,1536,3,-0.0035970820657288006,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.001277047694505467,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,3072,3,-0.0006328847666736999,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.0003146976572073334,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,6144,3,-0.00021472306737753335,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,uniform,uniform,uniform,False,512,3,10.66858891521891,-0.7867838541666666,0.0,512.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,uniform,uniform,uniform,False,1024,3,11.563159650502106,-1.0,0.0,1024.0,-1024.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,uniform,uniform,uniform,False,1536,3,-5.846951777733397e-05,0.0,1408.0,1536.0,-128.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,uniform,uniform,uniform,False,2048,3,0.012038247931438201,0.0,1408.0,2048.0,-640.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,uniform,uniform,uniform,False,3072,3,-2.2329467659233285e-05,0.0,2816.0,3072.0,-256.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,uniform,uniform,uniform,False,4096,3,0.0010010674256288332,0.0,2816.0,4096.0,-1280.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,fixed_update_scale,uniform,uniform,uniform,False,6144,3,3.257727560900003e-05,0.0,5632.0,6144.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,effective_rank,effective_rank,effective_rank,False,512,3,-0.30813388526439667,0.15071614583333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,effective_rank,effective_rank,effective_rank,False,1024,3,-0.08794976638940473,0.0,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,effective_rank,effective_rank,effective_rank,False,1536,3,-0.004159481322858467,0.0,1472.0,1536.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,effective_rank,effective_rank,effective_rank,False,2048,3,-0.0022501280958143665,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,effective_rank,effective_rank,effective_rank,False,3072,3,-0.0007069904822856334,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,effective_rank,effective_rank,effective_rank,False,4096,3,-0.0005322989018168333,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,effective_rank,effective_rank,effective_rank,False,6144,3,-0.00018274117852946673,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,gradient_norm,gradient_norm,gradient_norm,False,512,3,-0.503941785544157,0.20768229166666666,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,gradient_norm,gradient_norm,gradient_norm,False,1024,3,-0.08111607322158913,0.0,960.0,1024.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,gradient_norm,gradient_norm,gradient_norm,False,1536,3,-0.0080491533929793,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,gradient_norm,gradient_norm,gradient_norm,False,2048,3,-0.0033487814071122665,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,gradient_norm,gradient_norm,gradient_norm,False,3072,3,-0.0009634596935939,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,gradient_norm,gradient_norm,gradient_norm,False,4096,3,-0.0005662092298735332,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,gradient_norm,gradient_norm,gradient_norm,False,6144,3,-0.00024347242045526674,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,3,-0.5157346626122793,0.20833333333333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,3,-0.0833418076702704,0.0,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,3,-0.005796380593286199,0.0,1472.0,1536.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,3,-0.0035372969772045665,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,3,-0.0009934651607181667,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,3,-0.0005779327620984999,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,6144,3,-0.0002207959575268,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,3,-0.5157346626122793,0.20833333333333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,3,-0.0833418076702704,0.0,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,3,-0.007844234137640634,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,3,-0.0035372969772045665,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,3,-0.0006485616904683334,0.0,3008.0,3072.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,3,-0.0005758829211117666,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,3,-0.00015314167346026667,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,soft_dimension,soft_dimension,soft_dimension,True,512,3,-0.30813388526439667,0.15071614583333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,soft_dimension,soft_dimension,soft_dimension,True,1024,3,-0.08794976638940473,0.0,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,soft_dimension,soft_dimension,soft_dimension,True,1536,3,-0.0021760738454759333,-0.0003255208333333333,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.0022501280958143665,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,soft_dimension,soft_dimension,soft_dimension,True,3072,3,-0.0005061977329508667,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.0005322989018168333,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,soft_dimension,soft_dimension,soft_dimension,True,6144,3,-0.00022172616202926674,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,uniform,uniform,uniform,False,512,3,10.664447019497553,-0.7916666666666666,0.0,512.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,uniform,uniform,uniform,False,1024,3,11.521543796174228,-1.0,0.0,1024.0,-1024.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,uniform,uniform,uniform,False,1536,3,0.0019257016247138335,0.0,1408.0,1536.0,-128.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,uniform,uniform,uniform,False,2048,3,0.016988792514894168,0.0,1408.0,2048.0,-640.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,uniform,uniform,uniform,False,3072,3,-6.756580357100029e-06,0.0,2816.0,3072.0,-256.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,uniform,uniform,uniform,False,4096,3,0.0006985050082827666,0.0,2816.0,4096.0,-1280.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,rslora,uniform,uniform,uniform,False,6144,3,-6.999839873333361e-06,0.0,5632.0,6144.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,effective_rank,effective_rank,effective_rank,False,512,3,-0.2515667590002219,0.107421875,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,effective_rank,effective_rank,effective_rank,False,1024,3,-1.0172970974817872,0.3193359375,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,effective_rank,effective_rank,effective_rank,False,1536,3,-0.004599889313491733,0.0,1472.0,1536.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,effective_rank,effective_rank,effective_rank,False,2048,3,-0.0014530041662510664,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,effective_rank,effective_rank,effective_rank,False,3072,3,-0.0006524236572052667,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,effective_rank,effective_rank,effective_rank,False,4096,3,-0.00046627127449026676,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,effective_rank,effective_rank,effective_rank,False,6144,3,-0.0001372288776716667,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,gradient_norm,gradient_norm,gradient_norm,False,512,3,-0.4047464629014333,0.15397135416666666,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,gradient_norm,gradient_norm,gradient_norm,False,1024,3,-1.0124781321113308,0.3193359375,960.0,1024.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,gradient_norm,gradient_norm,gradient_norm,False,1536,3,-0.008339557107926067,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,gradient_norm,gradient_norm,gradient_norm,False,2048,3,-0.002711707522394167,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,gradient_norm,gradient_norm,gradient_norm,False,3072,3,-0.0006889647241526666,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,gradient_norm,gradient_norm,gradient_norm,False,4096,3,-0.0003320809191791001,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,gradient_norm,gradient_norm,gradient_norm,False,6144,3,-0.0001264239205435334,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,3,-0.39021478841702145,0.13313802083333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,3,-1.0092481671987723,0.3193359375,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,3,-0.0065068398641112,0.0,1472.0,1536.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,3,-0.0030062600659827333,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,3,-0.0007612757811633333,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,3,-0.0003609793590536667,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,6144,3,-5.666245609366667e-05,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,3,-0.39021478841702145,0.13313802083333334,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,3,-1.0092481671987723,0.3193359375,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,3,-0.0077450598861712,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,3,-0.0030062600659827333,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,3,-0.0003294706984888667,0.0,3008.0,3072.0,-64.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,3,-0.00023976192460393344,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,3,4.8494519433033316e-05,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,soft_dimension,soft_dimension,soft_dimension,True,512,3,-0.2515667590002219,0.107421875,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,soft_dimension,soft_dimension,soft_dimension,True,1024,3,-1.0172970974817872,0.3193359375,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,soft_dimension,soft_dimension,soft_dimension,True,1536,3,-0.0057472186163068,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.0014530041662510664,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,soft_dimension,soft_dimension,soft_dimension,True,3072,3,-0.0006131660775281667,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.00046627127449026676,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,soft_dimension,soft_dimension,soft_dimension,True,6144,3,-0.00014179419910456662,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,uniform,uniform,uniform,False,512,3,10.761328008025885,-0.845703125,0.0,512.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,uniform,uniform,uniform,False,1024,3,10.596140041016042,-0.6806640625,0.0,1024.0,-1024.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,uniform,uniform,uniform,False,1536,3,0.001840226740265834,0.0,1408.0,1536.0,-128.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,uniform,uniform,uniform,False,2048,3,0.008268454170320167,0.0,1408.0,2048.0,-640.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,uniform,uniform,uniform,False,3072,3,-7.597864411463329e-05,0.0,2816.0,3072.0,-256.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,uniform,uniform,uniform,False,4096,3,0.0006511899506828666,0.0,2816.0,4096.0,-1280.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed107,107,standard,uniform,uniform,uniform,False,6144,3,5.08422769296e-05,0.0,5632.0,6144.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,512,3,0.09331822395324707,-0.076171875,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,1024,3,-0.0125613783796628,0.0003255208333333333,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,1536,3,-0.0046217339889457,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,2048,3,-0.0028143849631305667,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,3072,3,-0.00029438451747410016,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,4096,3,-0.0006580254509268666,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,6144,3,-0.00012169420612433334,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,512,3,0.08133876944581665,-0.0003255208333333333,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,1024,3,-0.018830901477485867,0.0003255208333333333,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,1536,3,-0.007947935567547866,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,2048,3,-0.003156128640209033,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,3072,3,-0.0013146162527846335,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,4096,3,-0.0006767582769195334,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,6144,3,-0.00020584991822643337,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,3,-0.00595663860440257,0.0003255208333333333,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,3,-0.017224391534303603,0.0003255208333333333,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,3,-0.008615105102459567,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,3,-0.0030980734348607666,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,3,-0.0012691437683922,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,3,-0.0007364755389668666,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,6144,3,-0.0002221346706695333,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,3,-0.00595663860440257,0.0003255208333333333,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,3,-0.017224391534303603,0.0003255208333333333,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,3,-0.008615105102459567,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,3,-0.0030980734348607666,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,3,-0.0012691437683922,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,3,-0.0007602577000701,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,3,-0.0002221346706695333,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,512,3,0.26339102163910866,-0.10904947916666667,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,1024,3,-0.0125613783796628,0.0003255208333333333,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,1536,3,-0.0046217339889457,0.0,1536.0,1536.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,2048,3,-0.0019806601533976665,0.0,2048.0,2048.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,3072,3,-0.00029438451747410016,0.0,3072.0,3072.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,4096,3,-0.0005247140264449001,0.0,4096.0,4096.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,soft_dimension,soft_dimension,soft_dimension,True,6144,3,-0.00012169420612433334,0.0,6144.0,6144.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,uniform,uniform,uniform,False,512,3,11.317723533759514,-0.9996744791666666,0.0,512.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,uniform,uniform,uniform,False,1024,3,11.571026852043966,-0.9996744791666666,0.0,1024.0,-1024.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,uniform,uniform,uniform,False,1536,3,0.00011931189025443367,0.0,1408.0,1536.0,-128.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,uniform,uniform,uniform,False,2048,3,0.007115519120513167,0.0,1408.0,2048.0,-640.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,uniform,uniform,uniform,False,3072,3,0.00013909477274859998,0.0,2816.0,3072.0,-256.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,uniform,uniform,uniform,False,4096,3,0.0009662330752083665,0.0,2816.0,4096.0,-1280.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,fixed_update_scale,uniform,uniform,uniform,False,6144,3,1.7637445125700006e-05,0.0,5632.0,6144.0,-512.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,rslora,effective_rank,effective_rank,effective_rank,False,512,3,-0.12205746397376059,-0.039713541666666664,512.0,512.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,rslora,effective_rank,effective_rank,effective_rank,False,1024,3,-0.0104377227059255,0.0003255208333333333,1024.0,1024.0,0.0
associative_recall,transformer_publication_20260622T101458Z_associative_recall_seed109,109,rslora,effective_rank,effective_rank,effective_rank,False,1536,3,-0.004274278995581,0.0,1536.0,1536.0,0.0
