run,seed,task_family,scaling_mode,site_name,base_loss,best_loss,best_rank,protocol_version,is_primary_scaling_mode,reference_alpha,scale_reference_rank,scale_at_reference_rank,near_best_rank_gap_0.1,near_best_rank_gap_0.2,recovery_rank_0.7,recovery_rank_0.8,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,standard,blocks.1.attn.q_proj,11.576074123382568,9.60569190979004,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,4,2,4,8,8
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,standard,blocks.1.attn.v_proj,11.582613468170166,0.0182679814752191,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,2,2
transformer_publication_20260622T101458Z_associative_recall_seed109,109,associative_recall,standard,blocks.1.mlp.fc2,11.612804889678957,0.0044250601204112,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.0.attn.k_proj,11.795114159584044,8.83304500579834,8,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,4,2,4,8,8
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.0.attn.o_proj,11.815962553024292,0.0035038751084357,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.0.attn.q_proj,11.851527452468872,8.724239587783813,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,4,4,4,8,8
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.0.attn.v_proj,11.822110891342165,0.0063131966162472,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.0.mlp.fc2,11.81622350215912,0.0019415553542785,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.1.attn.k_proj,11.8436096906662,9.391719937324524,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,4,2,4,8,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.1.attn.o_proj,11.856575727462769,0.0039069044869393,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.1.attn.q_proj,11.833820343017578,9.312357664108276,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,4,2,4,8,8
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.1.attn.v_proj,11.812031269073486,0.0068800746230408,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,fixed_update_scale,blocks.1.mlp.fc2,11.859197735786438,0.0021280755463521,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.0.attn.k_proj,11.795114159584044,8.861595511436462,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,4,2,4,8,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.0.attn.o_proj,11.815962553024292,0.0053085813997313,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.0.attn.q_proj,11.851527452468872,8.683106303215027,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,4,4,4,8,8
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.0.attn.v_proj,11.822110891342165,0.0089244514238089,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,2
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.0.mlp.fc2,11.81622350215912,0.0028715879889205,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.1.attn.k_proj,11.8436096906662,9.41786003112793,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,4,2,4,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.1.attn.o_proj,11.856575727462769,0.0057738148025237,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.1.attn.q_proj,11.833820343017578,9.300528168678284,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,4,2,4,8,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.1.attn.v_proj,11.812031269073486,0.0101803073193877,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,2
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,rslora,blocks.1.mlp.fc2,11.859197735786438,0.0030242418288253,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.0.attn.k_proj,11.795114159584044,8.884811401367188,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,2,2,8,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.0.attn.o_proj,11.815962553024292,0.0079834542120806,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.0.attn.q_proj,11.851527452468872,8.75667941570282,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,4,2,4,8,8
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.0.attn.v_proj,11.822110891342165,0.0134431859478354,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,4,2
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.0.mlp.fc2,11.81622350215912,0.0043019631993956,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.1.attn.k_proj,11.8436096906662,9.441287994384766,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,4,4,4,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.1.attn.o_proj,11.856575727462769,0.0090629091719165,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.1.attn.q_proj,11.833820343017578,9.33796000480652,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,2,2,8,4
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.1.attn.v_proj,11.812031269073486,0.0162406790768727,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,2
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,standard,blocks.1.mlp.fc2,11.859197735786438,0.0044045162503607,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.0.attn.o_proj,7.4091645026430255,0.0354813245259822,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.0.attn.q_proj,7.4091645026430255,4.160606104427024,4,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.0.attn.v_proj,7.4091645026430255,0.046993737154554,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.0.mlp.fc2,7.4091645026430255,0.0134995309606923,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.1.attn.o_proj,7.4091645026430255,0.0935353941975101,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,2,1,2,2,2
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.1.attn.q_proj,7.4091645026430255,0.8950409097180282,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,2,1,2,4,2
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.1.attn.v_proj,7.4091645026430255,0.1220062882266357,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,fixed_update_scale,blocks.1.mlp.fc2,7.4091645026430255,0.0120033696749316,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.0.attn.o_proj,7.4091645026430255,0.0316545679180666,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.0.attn.q_proj,7.4091645026430255,4.057688396009272,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.0.attn.v_proj,7.4091645026430255,0.0324558174154264,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.0.mlp.fc2,7.4091645026430255,0.0171825091745103,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.1.attn.o_proj,7.4091645026430255,0.0916634788126156,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,2,2
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.1.attn.q_proj,7.4091645026430255,0.8622135743266214,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,2
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.1.attn.v_proj,7.4091645026430255,0.1196432838237744,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,rslora,blocks.1.mlp.fc2,7.4091645026430255,0.0165658893061726,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.0.attn.o_proj,7.4091645026430255,0.0388393791995237,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.0.attn.q_proj,7.4091645026430255,4.105619598749897,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.0.attn.v_proj,7.4091645026430255,0.0392857133706452,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.0.mlp.fc2,7.4091645026430255,0.0234342763620999,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.1.attn.o_proj,7.4091645026430255,0.0875591524914449,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,2,2
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.1.attn.q_proj,7.4091645026430255,0.9292059878156784,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.1.attn.v_proj,7.4091645026430255,0.1230440743414842,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed101,101,modular,standard,blocks.1.mlp.fc2,7.4091645026430255,0.0246598338446619,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.0.attn.o_proj,10.08167581230743,0.3868971267302252,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.0.attn.q_proj,10.08167581230743,6.8909765555136655,8,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,1,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.0.attn.v_proj,10.08167581230743,0.5830996456429067,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,4,1,4,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.0.mlp.fc2,10.08167581230743,0.1744660387488235,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.1.attn.o_proj,10.08167581230743,0.684454148691477,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.1.attn.q_proj,10.08167581230743,2.932175671520888,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.1.attn.v_proj,10.08167581230743,0.8320981737974407,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,fixed_update_scale,blocks.1.mlp.fc2,10.08167581230743,0.0140119844274236,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.0.attn.o_proj,10.08167581230743,0.3463145114256614,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.0.attn.q_proj,10.08167581230743,6.89853042668036,4,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.0.attn.v_proj,10.08167581230743,0.6144999144724828,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,4,1,4,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.0.mlp.fc2,10.08167581230743,0.1669437226749235,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.1.attn.o_proj,10.08167581230743,0.670891892029269,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.1.attn.q_proj,10.08167581230743,2.941556853880867,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,2
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.1.attn.v_proj,10.08167581230743,0.8544761434926202,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,rslora,blocks.1.mlp.fc2,10.08167581230743,0.0190877012121534,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.0.attn.o_proj,10.08167581230743,0.3852436046322476,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.0.attn.q_proj,10.08167581230743,6.748379537143767,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,4,1
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.0.attn.v_proj,10.08167581230743,0.6074129532514824,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,4,1,4,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.0.mlp.fc2,10.08167581230743,0.2160008830812049,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.1.attn.o_proj,10.08167581230743,0.7202432644354814,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.1.attn.q_proj,10.08167581230743,2.5614925381048166,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.1.attn.v_proj,10.08167581230743,0.9012394299988444,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed103,103,modular,standard,blocks.1.mlp.fc2,10.08167581230743,0.0274884428530466,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.0.attn.o_proj,12.000680394524965,1.0663382491633746,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,2,1,2,8,8
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.0.attn.q_proj,12.000680394524965,6.821426064117146,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,1,1,1,1,1,1
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.0.attn.v_proj,12.000680394524965,2.225374149854424,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,1,1
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.0.mlp.fc2,12.000680394524965,0.4496420673661624,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,8,1,8,8,8
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.1.attn.o_proj,12.000680394524965,1.4347086208295872,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.1.attn.q_proj,12.000680394524965,5.988025266843829,8,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,1,1,1,1,8,1
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.1.attn.v_proj,12.000680394524965,1.7444309415479853,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,fixed_update_scale,blocks.1.mlp.fc2,12.000680394524965,0.0196869439958099,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.0.attn.o_proj,12.000680394524965,1.065312150985964,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,8
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.0.attn.q_proj,12.000680394524965,6.5296988412815375,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,1,1,1,8,2
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.0.attn.v_proj,12.000680394524965,2.2470309922896115,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,1,1
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.0.mlp.fc2,12.000680394524965,0.5242627409134646,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,8,1,8,8,8
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.1.attn.o_proj,12.000680394524965,1.4728966713199754,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.1.attn.q_proj,12.000680394524965,6.1096994006050735,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.1.attn.v_proj,12.000680394524965,1.7900960284142786,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,rslora,blocks.1.mlp.fc2,12.000680394524965,0.0274795081396659,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.0.attn.o_proj,12.000680394524965,1.185464345329634,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,2
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.0.attn.q_proj,12.000680394524965,6.562736664552719,2,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.0.attn.v_proj,12.000680394524965,2.610564558860786,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,1,1
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.0.mlp.fc2,12.000680394524965,0.8252245619443404,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,4,1,4,8,8
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.1.attn.o_proj,12.000680394524965,1.570968997962269,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.1.attn.q_proj,12.000680394524965,6.151682441366079,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.1.attn.v_proj,12.000680394524965,1.883012583675047,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed107,107,modular,standard,blocks.1.mlp.fc2,12.000680394524965,0.0373699339872282,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.0.attn.o_proj,11.263133792301618,0.604062719722196,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,2,1,2,8,8
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.0.attn.q_proj,11.263133792301618,7.066942635237488,2,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.0.attn.v_proj,11.263133792301618,1.043175840849187,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.0.mlp.fc2,11.263133792301618,0.2567501278375115,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.1.attn.o_proj,11.263133792301618,0.921536810688372,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.1.attn.q_proj,11.263133792301618,3.5297476647423656,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,2
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.1.attn.v_proj,11.263133792301618,1.0270488174103054,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,fixed_update_scale,blocks.1.mlp.fc2,11.263133792301618,0.0143499147712905,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.0.attn.o_proj,11.263133792301618,0.5895641824457325,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,8
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.0.attn.q_proj,11.263133792301618,6.919571811028995,2,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.0.attn.v_proj,11.263133792301618,1.0146600932161964,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.0.mlp.fc2,11.263133792301618,0.2874158957932419,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.1.attn.o_proj,11.263133792301618,0.924208011513074,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.1.attn.q_proj,11.263133792301618,3.828637817771824,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.1.attn.v_proj,11.263133792301618,1.0450123486484126,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,rslora,blocks.1.mlp.fc2,11.263133792301618,0.019637837157072,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.0.attn.o_proj,11.263133792301618,0.6559108704111455,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,8
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.0.attn.q_proj,11.263133792301618,6.935990804936213,2,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.0.attn.v_proj,11.263133792301618,1.097860957903867,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,2,1,2,8,4
