task_family,scaling_mode,condition_id,rule,allocation_rule,is_primary_allocation_rule,budget,n_independent_runs,mean_loss_delta,sem_loss_delta,median_loss_delta,cluster_bootstrap_ci_low,cluster_bootstrap_ci_high,exact_sign_flip_p_two_sided,run_wins_loss,run_ties_loss,mean_accuracy_delta,sem_accuracy_delta
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,5,-0.0027454505994683066,0.002076309937787262,-0.0008009553372782001,-0.0069379650036959385,-0.0004578579323909466,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,5,-0.00037906067639899337,0.00013595013214701636,-0.00048112591806180003,-0.0005821009981446133,-0.00012357728361770667,0.125,4,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,5,-4.670136938027336e-05,0.00010139530257573774,-0.0001309569391499667,-0.0002011971325070467,0.00015836363794127995,0.75,3,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,5,8.497657836413305e-06,3.1141839237235925e-05,-3.2546328536333462e-06,-4.5118389728780034e-05,6.211370540160664e-05,0.875,3,0,0.0,0.0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,512,5,0.1647359449416399,0.07128791324551544,0.20346259574095407,0.04069251914819082,0.28877937073508897,0.25,0,2,-0.01875,0.00781155050653769
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,1024,5,-0.3626070790303251,0.19302743593412955,-0.18479148251935842,-0.7272346986120093,-0.05058725153406461,0.0625,5,0,0.11940104166666665,0.06886003724126406
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,1536,5,-0.004561241106906287,0.004613710022892927,0.0,-0.013841158066255355,0.0003985873733957735,0.625,2,1,6.510416666666667e-05,6.510416666666667e-05
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,2048,5,-0.0022949264181079403,0.0017976398983492869,-0.0006353929735875334,-0.005911226799556373,-0.00036671920000421344,0.0625,5,0,0.0,0.0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,3072,5,-0.00013954983248064002,4.923565169644908e-05,-0.00014969253485706664,-0.00022236394579522675,-5.359442438927995e-05,0.125,4,1,0.0,0.0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,4096,5,-0.00014152669755278002,2.11860876253449e-05,-0.00012579796505936673,-0.0001811330070874533,-0.00010624559266339336,0.0625,5,0,0.0,0.0
